1729950878.513784661: PING 192.168.6.31 (192.168.6.31) 56(84) bytes of data.
1729951032.463993001: 64 bytes from 192.168.6.31: icmp_seq=1530 ttl=63 time=10.1 ms
1729951032.560470924: 64 bytes from 192.168.6.31: icmp_seq=1531 ttl=63 time=6.02 ms
1729951032.661695628: 64 bytes from 192.168.6.31: icmp_seq=1532 ttl=63 time=6.72 ms
1729951032.762745885: 64 bytes from 192.168.6.31: icmp_seq=1533 ttl=63 time=6.96 ms
1729951032.864870269: 64 bytes from 192.168.6.31: icmp_seq=1534 ttl=63 time=8.77 ms
1729951032.968996373: 64 bytes from 192.168.6.31: icmp_seq=1535 ttl=63 time=11.3 ms
1729951033.069383998: 64 bytes from 192.168.6.31: icmp_seq=1536 ttl=63 time=11.6 ms
1729951033.173729175: 64 bytes from 192.168.6.31: icmp_seq=1537 ttl=63 time=14.7 ms
1729951033.272958634: 64 bytes from 192.168.6.31: icmp_seq=1538 ttl=63 time=13.2 ms
1729951033.373089327: 64 bytes from 192.168.6.31: icmp_seq=1539 ttl=63 time=12.7 ms
1729951033.473267903: 64 bytes from 192.168.6.31: icmp_seq=1540 ttl=63 time=11.6 ms
1729951033.572706062: 64 bytes from 192.168.6.31: icmp_seq=1541 ttl=63 time=10.1 ms
1729951033.675475414: 64 bytes from 192.168.6.31: icmp_seq=1542 ttl=63 time=12.8 ms
1729951033.774967249: 64 bytes from 192.168.6.31: icmp_seq=1543 ttl=63 time=10.1 ms
1729951033.875854122: 64 bytes from 192.168.6.31: icmp_seq=1544 ttl=63 time=11.1 ms
1729951033.978511490: 64 bytes from 192.168.6.31: icmp_seq=1545 ttl=63 time=12.9 ms
1729951034.080266764: 64 bytes from 192.168.6.31: icmp_seq=1546 ttl=63 time=15.3 ms
1729951034.188554690: 64 bytes from 192.168.6.31: icmp_seq=1547 ttl=63 time=22.1 ms
1729951034.268513161: 64 bytes from 192.168.6.31: icmp_seq=1548 ttl=63 time=2.27 ms
1729951034.368731188: 64 bytes from 192.168.6.31: icmp_seq=1549 ttl=63 time=1.66 ms
1729951034.470744419: 64 bytes from 192.168.6.31: icmp_seq=1550 ttl=63 time=3.15 ms
1729951034.574222819: 64 bytes from 192.168.6.31: icmp_seq=1551 ttl=63 time=5.79 ms
1729951034.672623359: 64 bytes from 192.168.6.31: icmp_seq=1552 ttl=63 time=3.12 ms
1729951034.775280503: 64 bytes from 192.168.6.31: icmp_seq=1553 ttl=63 time=4.90 ms
1729951034.871970873: 64 bytes from 192.168.6.31: icmp_seq=1554 ttl=63 time=1.82 ms
1729951034.976617189: 64 bytes from 192.168.6.31: icmp_seq=1555 ttl=63 time=5.95 ms
1729951035.073499408: 64 bytes from 192.168.6.31: icmp_seq=1556 ttl=63 time=2.34 ms
1729951035.174755887: 64 bytes from 192.168.6.31: icmp_seq=1557 ttl=63 time=2.54 ms
1729951035.276046626: 64 bytes from 192.168.6.31: icmp_seq=1558 ttl=63 time=3.18 ms
1729951035.379179619: 64 bytes from 192.168.6.31: icmp_seq=1559 ttl=63 time=5.99 ms
1729951035.476647506: 64 bytes from 192.168.6.31: icmp_seq=1560 ttl=63 time=2.96 ms
1729951035.576607988: 64 bytes from 192.168.6.31: icmp_seq=1561 ttl=63 time=2.75 ms
1729951035.679273514: 64 bytes from 192.168.6.31: icmp_seq=1562 ttl=63 time=4.80 ms
1729951035.780015053: 64 bytes from 192.168.6.31: icmp_seq=1563 ttl=63 time=4.26 ms
1729951035.885774115: 64 bytes from 192.168.6.31: icmp_seq=1564 ttl=63 time=9.51 ms
1729951035.981360982: 64 bytes from 192.168.6.31: icmp_seq=1565 ttl=63 time=4.06 ms
1729951036.082750824: 64 bytes from 192.168.6.31: icmp_seq=1566 ttl=63 time=4.94 ms
1729951036.183379508: 64 bytes from 192.168.6.31: icmp_seq=1567 ttl=63 time=5.81 ms
1729951036.283495155: 64 bytes from 192.168.6.31: icmp_seq=1568 ttl=63 time=4.50 ms
1729951036.391609254: 64 bytes from 192.168.6.31: icmp_seq=1569 ttl=63 time=11.6 ms
1729951036.486777324: 64 bytes from 192.168.6.31: icmp_seq=1570 ttl=63 time=6.38 ms
1729951036.587896840: 64 bytes from 192.168.6.31: icmp_seq=1571 ttl=63 time=6.77 ms
1729951036.685859452: 64 bytes from 192.168.6.31: icmp_seq=1572 ttl=63 time=3.56 ms
1729951036.785992139: 64 bytes from 192.168.6.31: icmp_seq=1573 ttl=63 time=2.71 ms
1729951036.894389665: 64 bytes from 192.168.6.31: icmp_seq=1574 ttl=63 time=10.0 ms
1729951036.989576591: 64 bytes from 192.168.6.31: icmp_seq=1575 ttl=63 time=4.83 ms
1729951037.088411926: 64 bytes from 192.168.6.31: icmp_seq=1576 ttl=63 time=2.99 ms
1729951037.188352076: 64 bytes from 192.168.6.31: icmp_seq=1577 ttl=63 time=2.76 ms
1729951037.288548451: 64 bytes from 192.168.6.31: icmp_seq=1578 ttl=63 time=1.73 ms
1729951037.398919433: 64 bytes from 192.168.6.31: icmp_seq=1579 ttl=63 time=10.9 ms
1729951037.493118828: 64 bytes from 192.168.6.31: icmp_seq=1580 ttl=63 time=5.56 ms
1729951037.592505488: 64 bytes from 192.168.6.31: icmp_seq=1581 ttl=63 time=3.88 ms
1729951037.693119425: 64 bytes from 192.168.6.31: icmp_seq=1582 ttl=63 time=3.56 ms
1729951037.794370328: 64 bytes from 192.168.6.31: icmp_seq=1583 ttl=63 time=4.15 ms
1729951037.900280947: 64 bytes from 192.168.6.31: icmp_seq=1584 ttl=63 time=9.70 ms
1729951038.000087833: 64 bytes from 192.168.6.31: icmp_seq=1585 ttl=63 time=8.40 ms
1729951038.098022106: 64 bytes from 192.168.6.31: icmp_seq=1586 ttl=63 time=5.91 ms
1729951038.199840112: 64 bytes from 192.168.6.31: icmp_seq=1587 ttl=63 time=6.46 ms
1729951038.300008611: 64 bytes from 192.168.6.31: icmp_seq=1588 ttl=63 time=5.95 ms
1729951038.406744014: 64 bytes from 192.168.6.31: icmp_seq=1589 ttl=63 time=12.6 ms
1729951038.503892404: 64 bytes from 192.168.6.31: icmp_seq=1590 ttl=63 time=8.64 ms
1729951038.603057437: 64 bytes from 192.168.6.31: icmp_seq=1591 ttl=63 time=7.43 ms
1729951038.703721582: 64 bytes from 192.168.6.31: icmp_seq=1592 ttl=63 time=7.09 ms
1729951038.803605054: 64 bytes from 192.168.6.31: icmp_seq=1593 ttl=63 time=6.46 ms
1729951038.913035307: 64 bytes from 192.168.6.31: icmp_seq=1594 ttl=63 time=15.3 ms
1729951039.009534610: 64 bytes from 192.168.6.31: icmp_seq=1595 ttl=63 time=11.2 ms
1729951039.111410387: 64 bytes from 192.168.6.31: icmp_seq=1596 ttl=63 time=13.6 ms
1729951039.212333679: 64 bytes from 192.168.6.31: icmp_seq=1597 ttl=63 time=13.9 ms
1729951039.317503551: 64 bytes from 192.168.6.31: icmp_seq=1598 ttl=63 time=17.5 ms
1729951039.418293027: 64 bytes from 192.168.6.31: icmp_seq=1599 ttl=63 time=17.5 ms
1729951039.519245678: 64 bytes from 192.168.6.31: icmp_seq=1600 ttl=63 time=17.1 ms
1729951039.619747351: 64 bytes from 192.168.6.31: icmp_seq=1601 ttl=63 time=17.8 ms
1729951039.717508782: 64 bytes from 192.168.6.31: icmp_seq=1602 ttl=63 time=14.2 ms
1729951039.816633138: 64 bytes from 192.168.6.31: icmp_seq=1603 ttl=63 time=13.2 ms
1729951039.917506246: 64 bytes from 192.168.6.31: icmp_seq=1604 ttl=63 time=12.9 ms
1729951040.020931474: 64 bytes from 192.168.6.31: icmp_seq=1605 ttl=63 time=16.5 ms
1729951040.122165334: 64 bytes from 192.168.6.31: icmp_seq=1606 ttl=63 time=16.4 ms
1729951040.220715002: 64 bytes from 192.168.6.31: icmp_seq=1607 ttl=63 time=14.5 ms
1729951040.318818862: 64 bytes from 192.168.6.31: icmp_seq=1608 ttl=63 time=12.5 ms
1729951040.417473517: 64 bytes from 192.168.6.31: icmp_seq=1609 ttl=63 time=10.6 ms
1729951040.514406016: 64 bytes from 192.168.6.31: icmp_seq=1610 ttl=63 time=6.70 ms
1729951040.616312377: 64 bytes from 192.168.6.31: icmp_seq=1611 ttl=63 time=7.79 ms
1729951040.716618572: 64 bytes from 192.168.6.31: icmp_seq=1612 ttl=63 time=6.66 ms
1729951040.817942880: 64 bytes from 192.168.6.31: icmp_seq=1613 ttl=63 time=6.86 ms
1729951040.917635973: 64 bytes from 192.168.6.31: icmp_seq=1614 ttl=63 time=6.18 ms
1729951041.018751620: 64 bytes from 192.168.6.31: icmp_seq=1615 ttl=63 time=7.23 ms
1729951041.120397096: 64 bytes from 192.168.6.31: icmp_seq=1616 ttl=63 time=7.85 ms
1729951041.219486789: 64 bytes from 192.168.6.31: icmp_seq=1617 ttl=63 time=6.55 ms
1729951041.321216638: 64 bytes from 192.168.6.31: icmp_seq=1618 ttl=63 time=7.68 ms
1729951041.421735994: 64 bytes from 192.168.6.31: icmp_seq=1619 ttl=63 time=6.77 ms
1729951041.522666447: 64 bytes from 192.168.6.31: icmp_seq=1620 ttl=63 time=7.14 ms
1729951041.624022353: 64 bytes from 192.168.6.31: icmp_seq=1621 ttl=63 time=7.88 ms
1729951041.723870255: 64 bytes from 192.168.6.31: icmp_seq=1622 ttl=63 time=6.51 ms
1729951041.825915649: 64 bytes from 192.168.6.31: icmp_seq=1623 ttl=63 time=7.50 ms
1729951041.925994641: 64 bytes from 192.168.6.31: icmp_seq=1624 ttl=63 time=7.09 ms
1729951042.026688878: 64 bytes from 192.168.6.31: icmp_seq=1625 ttl=63 time=6.90 ms
1729951042.125912933: 64 bytes from 192.168.6.31: icmp_seq=1626 ttl=63 time=5.14 ms
1729951042.226837367: 64 bytes from 192.168.6.31: icmp_seq=1627 ttl=63 time=6.17 ms
1729951042.327912268: 64 bytes from 192.168.6.31: icmp_seq=1628 ttl=63 time=6.88 ms
1729951042.427388672: 64 bytes from 192.168.6.31: icmp_seq=1629 ttl=63 time=4.58 ms
1729951042.528863664: 64 bytes from 192.168.6.31: icmp_seq=1630 ttl=63 time=5.69 ms
1729951042.629733755: 64 bytes from 192.168.6.31: icmp_seq=1631 ttl=63 time=4.66 ms
1729951042.729733655: 64 bytes from 192.168.6.31: icmp_seq=1632 ttl=63 time=4.31 ms
1729951042.832036026: 64 bytes from 192.168.6.31: icmp_seq=1633 ttl=63 time=6.30 ms
1729951042.931363049: 64 bytes from 192.168.6.31: icmp_seq=1634 ttl=63 time=5.22 ms
1729951043.033351395: 64 bytes from 192.168.6.31: icmp_seq=1635 ttl=63 time=6.96 ms
1729951043.131636468: 64 bytes from 192.168.6.31: icmp_seq=1636 ttl=63 time=4.80 ms
1729951043.235244458: 64 bytes from 192.168.6.31: icmp_seq=1637 ttl=63 time=6.77 ms
1729951043.335566231: 64 bytes from 192.168.6.31: icmp_seq=1638 ttl=63 time=6.76 ms
1729951043.436297318: 64 bytes from 192.168.6.31: icmp_seq=1639 ttl=63 time=6.23 ms
1729951043.536594552: 64 bytes from 192.168.6.31: icmp_seq=1640 ttl=63 time=6.46 ms
1729951043.637229676: 64 bytes from 192.168.6.31: icmp_seq=1641 ttl=63 time=6.11 ms
1729951043.738445857: 64 bytes from 192.168.6.31: icmp_seq=1642 ttl=63 time=7.02 ms
1729951043.840009903: 64 bytes from 192.168.6.31: icmp_seq=1643 ttl=63 time=7.84 ms
1729951043.939120457: 64 bytes from 192.168.6.31: icmp_seq=1644 ttl=63 time=6.19 ms
1729951044.040883590: 64 bytes from 192.168.6.31: icmp_seq=1645 ttl=63 time=7.42 ms
1729951044.141294043: 64 bytes from 192.168.6.31: icmp_seq=1646 ttl=63 time=7.36 ms
1729951044.242337056: 64 bytes from 192.168.6.31: icmp_seq=1647 ttl=63 time=7.60 ms
1729951044.343618280: 64 bytes from 192.168.6.31: icmp_seq=1648 ttl=63 time=8.08 ms
1729951044.444438749: 64 bytes from 192.168.6.31: icmp_seq=1649 ttl=63 time=7.93 ms
1729951044.545617224: 64 bytes from 192.168.6.31: icmp_seq=1650 ttl=63 time=8.90 ms
1729951044.646452812: 64 bytes from 192.168.6.31: icmp_seq=1651 ttl=63 time=8.86 ms
1729951044.746565807: 64 bytes from 192.168.6.31: icmp_seq=1652 ttl=63 time=7.65 ms
1729951044.847827813: 64 bytes from 192.168.6.31: icmp_seq=1653 ttl=63 time=7.68 ms
1729951044.947533737: 64 bytes from 192.168.6.31: icmp_seq=1654 ttl=63 time=6.50 ms
1729951045.050690589: 64 bytes from 192.168.6.31: icmp_seq=1655 ttl=63 time=8.72 ms
1729951045.155879172: 64 bytes from 192.168.6.31: icmp_seq=1656 ttl=63 time=12.9 ms
1729951045.260029114: 64 bytes from 192.168.6.31: icmp_seq=1657 ttl=63 time=17.5 ms
1729951045.358002991: 64 bytes from 192.168.6.31: icmp_seq=1658 ttl=63 time=14.5 ms
1729951045.458901662: 64 bytes from 192.168.6.31: icmp_seq=1659 ttl=63 time=14.7 ms
1729951045.560923854: 64 bytes from 192.168.6.31: icmp_seq=1660 ttl=63 time=15.2 ms
1729951045.670230456: 64 bytes from 192.168.6.31: icmp_seq=1661 ttl=63 time=23.9 ms
1729951045.765336341: 64 bytes from 192.168.6.31: icmp_seq=1662 ttl=63 time=19.1 ms
1729951045.864621359: 64 bytes from 192.168.6.31: icmp_seq=1663 ttl=63 time=18.2 ms
1729951045.962710145: 64 bytes from 192.168.6.31: icmp_seq=1664 ttl=63 time=15.2 ms
1729951046.062783509: 64 bytes from 192.168.6.31: icmp_seq=1665 ttl=63 time=14.7 ms
1729951046.174009396: 64 bytes from 192.168.6.31: icmp_seq=1666 ttl=63 time=24.5 ms
1729951046.266097645: 64 bytes from 192.168.6.31: icmp_seq=1667 ttl=63 time=16.2 ms
1729951046.365212272: 64 bytes from 192.168.6.31: icmp_seq=1668 ttl=63 time=14.6 ms
1729951046.465775408: 64 bytes from 192.168.6.31: icmp_seq=1669 ttl=63 time=14.0 ms
1729951046.566511305: 64 bytes from 192.168.6.31: icmp_seq=1670 ttl=63 time=14.8 ms
1729951046.671258342: 64 bytes from 192.168.6.31: icmp_seq=1671 ttl=63 time=17.3 ms
1729951046.766595254: 64 bytes from 192.168.6.31: icmp_seq=1672 ttl=63 time=13.0 ms
1729951046.862554041: 64 bytes from 192.168.6.31: icmp_seq=1673 ttl=63 time=8.46 ms
1729951046.964082407: 64 bytes from 192.168.6.31: icmp_seq=1674 ttl=63 time=8.96 ms
1729951047.075365358: 64 bytes from 192.168.6.31: icmp_seq=1675 ttl=63 time=19.8 ms
1729951047.164442942: 64 bytes from 192.168.6.31: icmp_seq=1676 ttl=63 time=8.91 ms
1729951047.265148775: 64 bytes from 192.168.6.31: icmp_seq=1677 ttl=63 time=9.61 ms
1729951047.365494703: 64 bytes from 192.168.6.31: icmp_seq=1678 ttl=63 time=9.19 ms
1729951047.466866257: 64 bytes from 192.168.6.31: icmp_seq=1679 ttl=63 time=9.62 ms
1729951047.574088790: 64 bytes from 192.168.6.31: icmp_seq=1680 ttl=63 time=15.9 ms
1729951047.666661026: 64 bytes from 192.168.6.31: icmp_seq=1681 ttl=63 time=8.67 ms
1729951047.768119162: 64 bytes from 192.168.6.31: icmp_seq=1682 ttl=63 time=8.90 ms
1729951047.867786913: 64 bytes from 192.168.6.31: icmp_seq=1683 ttl=63 time=7.28 ms
1729951047.969546091: 64 bytes from 192.168.6.31: icmp_seq=1684 ttl=63 time=8.26 ms
1729951048.079453089: 64 bytes from 192.168.6.31: icmp_seq=1685 ttl=63 time=17.4 ms
1729951048.169333509: 64 bytes from 192.168.6.31: icmp_seq=1686 ttl=63 time=7.08 ms
1729951048.269763940: 64 bytes from 192.168.6.31: icmp_seq=1687 ttl=63 time=6.89 ms
1729951048.371581921: 64 bytes from 192.168.6.31: icmp_seq=1688 ttl=63 time=7.65 ms
1729951048.473167004: 64 bytes from 192.168.6.31: icmp_seq=1689 ttl=63 time=8.31 ms
1729951048.581019820: 64 bytes from 192.168.6.31: icmp_seq=1690 ttl=63 time=15.8 ms
1729951048.674329899: 64 bytes from 192.168.6.31: icmp_seq=1691 ttl=63 time=8.94 ms
1729951048.776318354: 64 bytes from 192.168.6.31: icmp_seq=1692 ttl=63 time=10.7 ms
1729951048.875118744: 64 bytes from 192.168.6.31: icmp_seq=1693 ttl=63 time=8.54 ms
1729951048.976810384: 64 bytes from 192.168.6.31: icmp_seq=1694 ttl=63 time=9.24 ms
1729951049.082253559: 64 bytes from 192.168.6.31: icmp_seq=1695 ttl=63 time=13.9 ms
1729951049.179436279: 64 bytes from 192.168.6.31: icmp_seq=1696 ttl=63 time=10.8 ms
1729951049.281303104: 64 bytes from 192.168.6.31: icmp_seq=1697 ttl=63 time=11.3 ms
1729951049.380112049: 64 bytes from 192.168.6.31: icmp_seq=1698 ttl=63 time=9.82 ms
1729951049.482600011: 64 bytes from 192.168.6.31: icmp_seq=1699 ttl=63 time=11.1 ms
1729951049.581673391: 64 bytes from 192.168.6.31: icmp_seq=1700 ttl=63 time=9.33 ms
1729951049.683060186: 64 bytes from 192.168.6.31: icmp_seq=1701 ttl=63 time=9.87 ms
1729951049.783941959: 64 bytes from 192.168.6.31: icmp_seq=1702 ttl=63 time=10.7 ms
1729951049.884161294: 64 bytes from 192.168.6.31: icmp_seq=1703 ttl=63 time=9.26 ms
1729951049.985808884: 64 bytes from 192.168.6.31: icmp_seq=1704 ttl=63 time=10.0 ms
1729951050.084747163: 64 bytes from 192.168.6.31: icmp_seq=1705 ttl=63 time=9.27 ms
1729951050.185620787: 64 bytes from 192.168.6.31: icmp_seq=1706 ttl=63 time=9.23 ms
1729951050.285809489: 64 bytes from 192.168.6.31: icmp_seq=1707 ttl=63 time=9.22 ms
1729951050.386335084: 64 bytes from 192.168.6.31: icmp_seq=1708 ttl=63 time=9.37 ms
1729951050.487574321: 64 bytes from 192.168.6.31: icmp_seq=1709 ttl=63 time=9.88 ms
1729951050.587563439: 64 bytes from 192.168.6.31: icmp_seq=1710 ttl=63 time=8.68 ms
1729951050.688408834: 64 bytes from 192.168.6.31: icmp_seq=1711 ttl=63 time=8.54 ms
1729951050.788674529: 64 bytes from 192.168.6.31: icmp_seq=1712 ttl=63 time=7.71 ms
1729951050.889835835: 64 bytes from 192.168.6.31: icmp_seq=1713 ttl=63 time=8.25 ms
1729951050.992133889: 64 bytes from 192.168.6.31: icmp_seq=1714 ttl=63 time=9.57 ms
1729951051.092886547: 64 bytes from 192.168.6.31: icmp_seq=1715 ttl=63 time=9.73 ms
1729951051.195089687: 64 bytes from 192.168.6.31: icmp_seq=1716 ttl=63 time=10.6 ms
1729951051.296971943: 64 bytes from 192.168.6.31: icmp_seq=1717 ttl=63 time=12.1 ms
1729951051.403168499: 64 bytes from 192.168.6.31: icmp_seq=1718 ttl=63 time=17.8 ms
1729951051.501478444: 64 bytes from 192.168.6.31: icmp_seq=1719 ttl=63 time=14.8 ms
1729951051.601554024: 64 bytes from 192.168.6.31: icmp_seq=1720 ttl=63 time=14.0 ms
1729951051.703936809: 64 bytes from 192.168.6.31: icmp_seq=1721 ttl=63 time=16.0 ms
1729951051.805527932: 64 bytes from 192.168.6.31: icmp_seq=1722 ttl=63 time=17.2 ms
1729951051.914567854: 64 bytes from 192.168.6.31: icmp_seq=1723 ttl=63 time=25.7 ms
1729951052.007761702: 64 bytes from 192.168.6.31: icmp_seq=1724 ttl=63 time=17.9 ms
1729951052.106046465: 64 bytes from 192.168.6.31: icmp_seq=1725 ttl=63 time=16.7 ms
1729951052.206326083: 64 bytes from 192.168.6.31: icmp_seq=1726 ttl=63 time=16.5 ms
1729951052.305895844: 64 bytes from 192.168.6.31: icmp_seq=1727 ttl=63 time=15.3 ms
1729951052.409761402: 64 bytes from 192.168.6.31: icmp_seq=1728 ttl=63 time=18.0 ms
1729951052.507368844: 64 bytes from 192.168.6.31: icmp_seq=1729 ttl=63 time=15.9 ms
1729951052.604254295: 64 bytes from 192.168.6.31: icmp_seq=1730 ttl=63 time=12.4 ms
1729951052.706869604: 64 bytes from 192.168.6.31: icmp_seq=1731 ttl=63 time=13.9 ms
1729951052.803410217: 64 bytes from 192.168.6.31: icmp_seq=1732 ttl=63 time=10.5 ms
1729951052.911309703: 64 bytes from 192.168.6.31: icmp_seq=1733 ttl=63 time=17.1 ms
1729951053.004233439: 64 bytes from 192.168.6.31: icmp_seq=1734 ttl=63 time=9.79 ms
1729951053.104749974: 64 bytes from 192.168.6.31: icmp_seq=1735 ttl=63 time=10.6 ms
1729951053.205178879: 64 bytes from 192.168.6.31: icmp_seq=1736 ttl=63 time=9.55 ms
1729951053.306117743: 64 bytes from 192.168.6.31: icmp_seq=1737 ttl=63 time=9.76 ms
1729951053.409058756: 64 bytes from 192.168.6.31: icmp_seq=1738 ttl=63 time=11.8 ms
1729951053.506441432: 64 bytes from 192.168.6.31: icmp_seq=1739 ttl=63 time=8.30 ms
1729951053.607967522: 64 bytes from 192.168.6.31: icmp_seq=1740 ttl=63 time=8.89 ms
1729951053.707944776: 64 bytes from 192.168.6.31: icmp_seq=1741 ttl=63 time=8.84 ms
1729951053.808556061: 64 bytes from 192.168.6.31: icmp_seq=1742 ttl=63 time=8.31 ms
1729951053.914119678: 64 bytes from 192.168.6.31: icmp_seq=1743 ttl=63 time=13.2 ms
1729951054.009584903: 64 bytes from 192.168.6.31: icmp_seq=1744 ttl=63 time=7.56 ms
1729951054.112549883: 64 bytes from 192.168.6.31: icmp_seq=1745 ttl=63 time=10.8 ms
1729951054.210761670: 64 bytes from 192.168.6.31: icmp_seq=1746 ttl=63 time=8.99 ms
1729951054.314951722: 64 bytes from 192.168.6.31: icmp_seq=1747 ttl=63 time=12.9 ms
1729951054.417502840: 64 bytes from 192.168.6.31: icmp_seq=1748 ttl=63 time=14.7 ms
1729951054.513728995: 64 bytes from 192.168.6.31: icmp_seq=1749 ttl=63 time=10.0 ms
1729951054.615796637: 64 bytes from 192.168.6.31: icmp_seq=1750 ttl=63 time=11.6 ms
1729951054.715192687: 64 bytes from 192.168.6.31: icmp_seq=1751 ttl=63 time=11.0 ms
1729951054.818180257: 64 bytes from 192.168.6.31: icmp_seq=1752 ttl=63 time=13.4 ms
1729951054.921474202: 64 bytes from 192.168.6.31: icmp_seq=1753 ttl=63 time=15.9 ms
1729951055.017543048: 64 bytes from 192.168.6.31: icmp_seq=1754 ttl=63 time=11.4 ms
1729951055.118746268: 64 bytes from 192.168.6.31: icmp_seq=1755 ttl=63 time=12.5 ms
1729951055.217677085: 64 bytes from 192.168.6.31: icmp_seq=1756 ttl=63 time=10.0 ms
1729951055.321916811: 64 bytes from 192.168.6.31: icmp_seq=1757 ttl=63 time=13.9 ms
1729951055.425036217: 64 bytes from 192.168.6.31: icmp_seq=1758 ttl=63 time=17.1 ms
1729951055.520315631: 64 bytes from 192.168.6.31: icmp_seq=1759 ttl=63 time=11.9 ms
1729951055.621894102: 64 bytes from 192.168.6.31: icmp_seq=1760 ttl=63 time=13.3 ms
1729951055.721999842: 64 bytes from 192.168.6.31: icmp_seq=1761 ttl=63 time=12.4 ms
1729951055.825812650: 64 bytes from 192.168.6.31: icmp_seq=1762 ttl=63 time=15.6 ms
1729951055.922060600: 64 bytes from 192.168.6.31: icmp_seq=1763 ttl=63 time=11.1 ms
1729951056.022174775: 64 bytes from 192.168.6.31: icmp_seq=1764 ttl=63 time=10.8 ms
1729951056.125830627: 64 bytes from 192.168.6.31: icmp_seq=1765 ttl=63 time=13.3 ms
1729951056.224875225: 64 bytes from 192.168.6.31: icmp_seq=1766 ttl=63 time=11.7 ms
1729951056.333783654: 64 bytes from 192.168.6.31: icmp_seq=1767 ttl=63 time=19.4 ms
1729951056.425611025: 64 bytes from 192.168.6.31: icmp_seq=1768 ttl=63 time=10.6 ms
1729951056.528096384: 64 bytes from 192.168.6.31: icmp_seq=1769 ttl=63 time=12.0 ms
1729951056.629131685: 64 bytes from 192.168.6.31: icmp_seq=1770 ttl=63 time=12.8 ms
1729951056.730050634: 64 bytes from 192.168.6.31: icmp_seq=1771 ttl=63 time=12.4 ms
1729951056.830366178: 64 bytes from 192.168.6.31: icmp_seq=1772 ttl=63 time=11.8 ms
1729951056.929630283: 64 bytes from 192.168.6.31: icmp_seq=1773 ttl=63 time=10.3 ms
1729951057.033782727: 64 bytes from 192.168.6.31: icmp_seq=1774 ttl=63 time=14.4 ms
1729951057.136018434: 64 bytes from 192.168.6.31: icmp_seq=1775 ttl=63 time=16.1 ms
1729951057.235549056: 64 bytes from 192.168.6.31: icmp_seq=1776 ttl=63 time=14.5 ms
1729951057.334943774: 64 bytes from 192.168.6.31: icmp_seq=1777 ttl=63 time=13.9 ms
1729951057.437960858: 64 bytes from 192.168.6.31: icmp_seq=1778 ttl=63 time=16.2 ms
1729951057.545818595: 64 bytes from 192.168.6.31: icmp_seq=1779 ttl=63 time=23.6 ms
1729951057.642255748: 64 bytes from 192.168.6.31: icmp_seq=1780 ttl=63 time=18.5 ms
1729951057.741604568: 64 bytes from 192.168.6.31: icmp_seq=1781 ttl=63 time=17.4 ms
1729951057.844507178: 64 bytes from 192.168.6.31: icmp_seq=1782 ttl=63 time=19.5 ms
1729951057.947617324: 64 bytes from 192.168.6.31: icmp_seq=1783 ttl=63 time=21.5 ms
1729951058.047995252: 64 bytes from 192.168.6.31: icmp_seq=1784 ttl=63 time=21.1 ms
1729951058.149925245: 64 bytes from 192.168.6.31: icmp_seq=1785 ttl=63 time=22.4 ms
1729951058.245103214: 64 bytes from 192.168.6.31: icmp_seq=1786 ttl=63 time=16.8 ms
1729951058.343225767: 64 bytes from 192.168.6.31: icmp_seq=1787 ttl=63 time=14.3 ms
1729951058.445604395: 64 bytes from 192.168.6.31: icmp_seq=1788 ttl=63 time=15.8 ms
1729951058.548062762: 64 bytes from 192.168.6.31: icmp_seq=1789 ttl=63 time=16.6 ms
1729951058.645749961: 64 bytes from 192.168.6.31: icmp_seq=1790 ttl=63 time=13.8 ms
1729951058.747650176: 64 bytes from 192.168.6.31: icmp_seq=1791 ttl=63 time=14.7 ms
1729951058.843830944: 64 bytes from 192.168.6.31: icmp_seq=1792 ttl=63 time=10.0 ms
1729951058.946027431: 64 bytes from 192.168.6.31: icmp_seq=1793 ttl=63 time=11.6 ms
1729951059.044726662: 64 bytes from 192.168.6.31: icmp_seq=1794 ttl=63 time=9.64 ms
1729951059.145979480: 64 bytes from 192.168.6.31: icmp_seq=1795 ttl=63 time=10.1 ms
1729951059.247128859: 64 bytes from 192.168.6.31: icmp_seq=1796 ttl=63 time=10.9 ms
1729951059.346227468: 64 bytes from 192.168.6.31: icmp_seq=1797 ttl=63 time=10.1 ms
1729951059.448665571: 64 bytes from 192.168.6.31: icmp_seq=1798 ttl=63 time=11.2 ms
1729951059.547445168: 64 bytes from 192.168.6.31: icmp_seq=1799 ttl=63 time=10.0 ms
1729951059.647791971: 64 bytes from 192.168.6.31: icmp_seq=1800 ttl=63 time=10.1 ms
1729951059.747585582: 64 bytes from 192.168.6.31: icmp_seq=1801 ttl=63 time=9.75 ms
1729951059.848956395: 64 bytes from 192.168.6.31: icmp_seq=1802 ttl=63 time=9.58 ms
1729951059.950839968: 64 bytes from 192.168.6.31: icmp_seq=1803 ttl=63 time=10.7 ms
1729951060.051031362: 64 bytes from 192.168.6.31: icmp_seq=1804 ttl=63 time=9.55 ms
1729951060.151767228: 64 bytes from 192.168.6.31: icmp_seq=1805 ttl=63 time=9.68 ms
1729951060.252430098: 64 bytes from 192.168.6.31: icmp_seq=1806 ttl=63 time=9.40 ms
1729951060.352856482: 64 bytes from 192.168.6.31: icmp_seq=1807 ttl=63 time=9.32 ms
1729951060.455208697: 64 bytes from 192.168.6.31: icmp_seq=1808 ttl=63 time=11.0 ms
