Time,C1F1Bitrate,C1F1Jitter,C1F1Datagrams,C1F1Delay,C1S1Bitrate,C1S1Jitter,C1S1Datagrams,C1S1Delay,C1F4Bitrate,C1F4Jitter,C1F4Datagrams,C1F4Delay,C1F2Bitrate,C1F2Jitter,C1F2Datagrams,C1F2Delay
1729951000.46,20.8,1.145,0.0,3.37,40.0,1.196,0.0,5.94,20.8,0.837,0.0,1.56,20.8,1.918,0.0,14.5
1729951000.56,19.2,1.202,0.0,4.01,38.4,1.232,0.0,7.23,19.2,1.02,0.0,1.78,19.2,2.16,0.0,13.8
1729951000.66,20.8,1.284,0.0,2.84,39.9,1.205,0.0,8.89,19.2,1.151,0.0,1.96,20.8,2.117,0.0,10.1
1729951000.76,19.2,1.068,0.0,4.24,40.0,1.311,0.0,10.1,20.8,1.063,0.0,1.27,19.2,1.981,0.0,11.2
1729951000.86,20.8,0.957,0.0,4.92,40.0,1.379,0.0,8.15,20.8,0.871,0.0,1.54,20.8,1.865,0.0,13.3
1729951000.96,20.8,1.024,0.0,5.06,38.4,1.234,0.0,9.7,19.2,0.737,0.0,3.46,19.2,1.52,0.0,6.36
1729951001.06,19.2,1.214,0.0,2.82,40.0,1.33,0.0,11.2,20.8,0.836,0.0,1.9,20.8,1.905,0.0,6.0
1729951001.16,20.8,1.286,0.0,4.42,40.0,0.946,0.0,13.2,19.2,1.055,0.0,1.61,19.2,2.077,0.0,5.65
1729951001.26,19.2,1.085,0.0,8.01,40.0,1.102,0.0,13.4,20.8,0.971,0.0,3.72,20.8,1.99,0.0,6.02
1729951001.36,20.8,0.756,0.0,5.32,41.6,0.833,0.0,7.65,19.2,0.935,0.0,7.46,19.2,2.092,0.0,7.8
1729951001.46,19.2,1.059,0.0,3.81,41.6,0.936,0.0,2.85,20.8,0.61,0.0,6.37,20.8,1.585,0.0,6.1
1729951001.56,19.2,1.061,0.0,5.71,40.0,0.853,0.0,3.02,19.2,0.82,0.0,3.9,19.2,1.809,0.0,4.84
1729951001.66,20.8,0.948,0.0,10.9,40.0,0.907,0.0,2.47,20.8,0.924,0.0,4.63,20.8,1.951,0.0,5.0
1729951001.76,20.8,1.072,0.0,8.26,40.0,1.041,0.0,1.6,19.2,0.962,0.0,10.5,19.2,1.773,0.0,6.69
1729951001.86,19.2,0.883,0.0,8.52,40.0,0.827,0.0,2.82,20.8,0.995,0.0,7.86,20.8,2.12,0.0,4.05
1729951001.96,19.2,0.922,0.0,8.16,40.0,0.996,0.0,2.63,19.2,0.924,0.0,8.52,19.2,1.848,0.0,4.53
1729951002.06,20.8,0.991,0.0,9.78,40.1,1.052,0.0,2.5,20.8,0.954,0.0,8.43,20.8,1.967,0.0,4.31
1729951002.16,19.2,1.097,0.0,10.9,40.0,1.011,0.0,3.01,19.2,1.166,0.0,9.74,19.2,1.98,0.0,5.08
1729951002.26,20.8,0.991,0.0,11.1,40.0,0.99,0.0,2.28,20.8,1.298,0.0,10.8,19.2,2.736,0.0,4.65
1729951002.36,19.2,0.842,0.0,7.58,40.0,0.841,0.0,2.16,19.2,1.072,0.0,11.0,20.8,2.2,0.0,4.36
1729951002.46,20.8,1.021,0.0,3.26,40.0,0.915,0.0,1.66,20.8,0.909,0.0,10.1,20.8,2.037,0.0,3.75
1729951002.56,19.2,1.135,0.0,1.19,40.0,1.002,0.0,2.73,19.2,1.028,0.0,8.59,19.2,2.084,0.0,3.36
1729951002.66,20.8,1.094,0.0,2.48,40.0,1.145,0.0,2.18,20.8,1.275,0.0,2.22,19.2,2.328,0.0,4.34
1729951002.76,19.2,0.84,0.0,1.93,40.0,1.003,0.0,2.46,19.2,1.178,0.0,4.08,20.8,2.182,0.0,3.67
1729951002.86,20.8,0.742,0.0,1.89,40.0,0.763,0.0,2.275,20.8,0.925,0.0,3.78,19.2,2.037,0.0,6.18
1729951002.96,19.2,0.776,0.0,3.46,40.0,0.959,0.0,2.09,19.2,0.758,0.0,3.36,20.8,1.781,0.0,5.48
1729951003.06,20.8,0.777,0.0,2.61,40.0,0.899,0.0,2.61,20.8,1.016,0.0,5.8,19.2,1.962,0.0,5.24
1729951003.16,19.2,0.857,0.0,2.66,38.4,1.149,0.0,1.52,19.2,1.064,0.0,4.46,20.8,1.671,0.0,5.24
1729951003.26,20.8,0.814,0.0,1.51,41.6,1.113,0.0,4.6,20.8,1.087,0.0,4.22,19.2,2.08,0.0,5.51
1729951003.36,19.2,0.797,0.0,3.06,38.4,0.988,0.0,3.63,19.2,1.037,0.0,4.14,19.2,1.8,0.0,6.84
1729951003.46,20.8,0.831,0.0,1.87,41.6,1.21,0.0,2.66,20.8,1.056,0.0,5.13,20.8,1.984,0.0,5.75
1729951003.56,19.0,0.945,0.0,2.92,40.0,1.235,0.0,4.28,19.2,1.283,0.0,5.24,19.2,1.842,0.0,5.76
1729951003.66,21.1,1.095,0.0,3.24,40.0,1.234,0.0,2.57,20.8,1.247,0.0,3.2,20.8,2.053,0.0,4.84
1729951003.76,19.2,0.92,0.0,1.52,40.0,1.243,0.0,4.885,19.2,1.327,0.0,5.42,20.8,2.284,0.0,4.66
1729951003.86,20.8,0.891,0.0,2.18,38.4,1.199,0.0,7.2,19.2,1.061,0.0,3.06,20.8,1.848,0.0,3.69
1729951003.96,19.2,0.718,0.0,1.04,40.0,1.138,0.0,2.96,20.8,1.034,0.0,4.05,19.2,1.982,0.0,4.34
1729951004.06,20.8,1.099,0.0,1.18,40.0,1.34,0.0,2.88,19.2,1.122,0.0,2.61,20.8,1.661,0.0,4.38
1729951004.16,19.2,1.03,0.0,1.33,40.0,1.313,0.0,2.8,20.8,1.245,0.0,3.04,19.2,2.25,0.0,4.42
1729951004.26,20.8,0.925,0.0,1.17,40.0,1.252,0.0,4.02,19.2,1.067,0.0,3.16,20.8,2.069,0.0,4.07
1729951004.36,19.2,0.723,0.0,1.23,40.0,1.348,0.0,5.24,20.8,0.832,0.0,1.87,19.2,1.843,0.0,4.73
1729951004.46,20.8,0.694,0.0,0.792,41.6,1.216,0.0,1.77,20.8,0.786,0.0,2.67,20.8,1.84,0.0,4.41
1729951004.56,19.2,0.915,0.0,1.89,38.4,1.304,0.0,3.61,19.2,0.743,0.0,1.54,19.2,1.696,0.0,4.94
1729951004.66,20.8,0.915,0.0,0.994,41.6,1.441,0.0,2.74,20.8,0.796,0.0,2.5,20.8,1.872,0.0,3.72
1729951004.76,20.8,0.888,0.0,1.36,40.0,1.408,0.0,2.29,19.2,0.922,0.0,1.77,19.2,1.953,0.0,3.66
1729951004.86,19.2,0.65,0.0,0.766,40.1,1.056,0.0,3.74,20.8,0.792,0.0,1.01,20.8,1.485,0.0,5.02
1729951004.96,20.8,0.677,0.0,0.796,38.4,1.594,0.0,1.58,19.2,0.707,0.0,1.32,19.2,1.519,0.0,4.24
1729951005.06,19.2,0.989,0.0,2.958,40.0,1.336,0.0,2.35,20.8,0.758,0.0,0.919,20.8,1.553,0.0,4.96
1729951005.16,20.8,0.966,0.0,5.12,38.4,1.584,0.0,2.12,19.2,0.913,0.0,3.57,19.2,1.843,0.0,4.53
1729951005.26,19.2,1.076,0.0,3.32,41.6,1.458,0.0,7.55,20.8,1.043,0.0,4.25,20.8,2.095,0.0,5.29
1729951005.36,20.8,0.81,0.0,3.68,38.4,0.896,0.0,3.73,19.2,0.974,0.0,2.32,19.2,1.93,0.0,8.66
1729951005.46,19.2,0.954,0.0,4.46,39.9,1.185,0.0,2.46,19.2,0.84,0.0,2.93,19.2,1.687,0.0,8.33
1729951005.56,20.8,1.208,0.0,4.065,41.7,0.953,0.0,2.86,20.8,0.985,0.0,2.68,20.8,2.122,0.0,8.04
1729951005.66,19.2,1.136,0.0,3.67,40.0,0.899,0.0,6.36,20.8,1.123,0.0,2.67,19.2,2.097,0.0,11.3
1729951005.76,19.2,1.077,0.0,3.06,41.6,0.757,0.0,9.3,19.2,1.144,0.0,3.38,20.8,2.148,0.0,12.2
1729951005.86,20.8,0.948,0.0,3.91,40.0,0.927,0.0,7.32,20.8,1.039,0.0,2.35,19.2,2.002,0.0,13.7
1729951005.96,19.2,1.139,0.0,4.655,40.0,0.963,0.0,9.0,19.2,1.124,0.0,3.2,20.8,2.235,0.0,15.4
1729951006.06,20.8,1.339,0.0,5.4,40.0,0.908,0.0,7.68,20.8,1.325,0.0,2.58,19.2,2.509,0.0,15.6
1729951006.16,19.2,1.262,0.0,5.28,40.0,0.985,0.0,12.7,19.2,1.275,0.0,2.75,20.8,2.533,0.0,19.6
1729951006.26,20.8,1.13,0.0,5.16,40.0,0.932,0.0,12.3,20.8,1.189,0.0,2.97,19.2,2.357,0.0,18.3
1729951006.36,20.8,1.109,0.0,4.715,40.0,1.124,0.0,8.38,19.2,1.075,0.0,1.04,20.8,2.088,0.0,14.4
1729951006.46,19.2,0.863,0.0,4.27,40.1,0.821,0.0,9.98,20.8,1.047,0.0,2.4,19.2,1.856,0.0,12.4
1729951006.56,19.2,1.016,0.0,2.78,40.0,0.899,0.0,6.45,19.2,0.995,0.0,1.29,20.8,1.882,0.0,9.75
1729951006.66,20.8,1.021,0.0,2.47,40.0,1.041,0.0,10.2,20.8,1.153,0.0,1.92,19.2,2.264,0.0,15.0
1729951006.76,19.2,0.965,0.0,3.31,40.0,0.934,0.0,13.4,19.2,1.169,0.0,1.69,20.8,2.143,0.0,4.76
1729951006.86,20.8,0.874,0.0,1.62,40.0,1.031,0.0,10.7,20.8,0.981,0.0,1.07,19.2,2.177,0.0,4.67
1729951006.96,19.2,0.701,0.0,3.45,40.0,0.928,0.0,12.3,19.2,1.052,0.0,1.47,20.8,1.823,0.0,4.08
1729951007.06,19.2,0.568,0.0,2.29,40.0,0.996,0.0,10.6,20.8,0.978,0.0,1.03,20.8,1.718,0.0,3.06
1729951007.16,20.8,0.68,0.0,2.59,40.0,1.009,0.0,12.3,19.2,1.1,0.0,1.4,19.2,1.852,0.0,8.07
1729951007.26,20.8,0.818,0.0,2.34,40.0,1.3,0.0,13.6,20.8,1.168,0.0,0.789,20.8,2.02,0.0,3.38
1729951007.36,20.8,0.728,0.0,1.5,40.0,1.078,0.0,10.1,19.2,0.961,0.0,3.0,19.2,1.842,0.0,3.68
1729951007.46,19.2,0.92,0.0,3.03,40.0,0.883,0.0,8.61,20.8,0.842,0.0,3.7,20.8,1.63,0.0,3.56
1729951007.56,20.8,0.699,0.0,1.01,40.0,0.922,0.0,2.8,19.2,1.1,0.0,3.58,19.2,1.63,0.0,3.42
1729951007.66,19.2,0.724,0.0,2.0,40.0,1.073,0.0,5.11,20.8,1.051,0.0,3.96,19.2,1.527,0.0,9.43
1729951007.76,20.8,0.887,0.0,2.98,40.0,1.237,0.0,2.29,19.2,1.074,0.0,5.3,19.2,1.143,0.0,4.15
1729951007.86,19.2,0.735,0.0,5.79,40.0,1.106,0.0,1.55,19.2,1.055,0.0,7.28,20.8,1.45,0.0,3.05
1729951007.96,19.2,0.74,0.0,5.24,40.0,1.023,0.0,2.32,20.8,0.798,0.0,6.4,20.8,1.128,0.0,2.97
1729951008.06,20.8,0.678,0.0,4.92,40.0,1.168,0.0,2.72,19.2,0.848,0.0,5.76,19.2,1.528,0.0,2.97
1729951008.16,20.8,0.888,0.0,6.14,36.8,1.017,0.0,2.17,20.8,0.941,0.0,6.97,20.8,1.128,0.0,7.52
1729951008.26,19.2,0.871,0.0,7.9,43.2,1.284,0.0,2.52,19.2,1.058,0.0,7.25,20.8,1.187,0.0,1.73
1729951008.36,19.2,0.889,0.0,9.58,38.4,1.356,0.0,1.47,20.8,1.062,0.0,10.4,19.2,1.432,0.0,3.68
1729951008.46,20.8,1.001,0.0,10.2,39.9,1.209,0.0,2.57,19.2,0.774,0.0,10.6,20.8,1.48,0.0,4.02
1729951008.56,20.8,0.909,0.0,6.6,40.1,1.382,0.0,2.53,20.8,0.943,0.0,10.8,19.2,1.821,0.0,2.88
1729951008.66,19.2,0.921,0.0,1.16,38.4,1.324,0.0,2.73,19.2,0.918,0.0,11.0,20.8,1.579,0.0,6.43
1729951008.76,20.8,0.988,0.0,0.813,41.6,1.196,0.0,2.49,20.8,0.862,0.0,7.37,19.2,1.729,0.0,2.1
1729951008.86,19.2,0.892,0.0,8.49,41.5,1.234,0.0,1.66,20.8,0.987,0.0,4.03,20.8,1.656,0.0,3.63
1729951008.96,19.2,0.849,0.0,5.23,40.1,0.925,0.0,2.25,19.2,0.82,0.0,3.75,19.2,1.368,0.0,3.93
1729951009.06,20.8,0.686,0.0,3.82,38.4,1.212,0.0,2.77,20.8,0.834,0.0,2.61,20.8,1.697,0.0,5.06
1729951009.16,20.8,0.844,0.0,4.98,38.4,1.101,0.0,2.72,19.2,0.596,0.0,4.43,19.2,1.483,0.0,8.45
1729951009.26,19.2,0.85,0.0,4.7,41.6,1.229,0.0,3.88,20.8,0.748,0.0,2.76,20.8,1.659,0.0,3.66
1729951009.36,19.2,0.912,0.0,3.68,40.0,1.343,0.0,1.92,19.2,0.718,0.0,1.98,19.2,1.572,0.0,5.47
1729951009.46,20.8,0.932,0.0,4.47,40.0,1.294,0.0,3.53,20.8,0.852,0.0,1.5,20.8,1.844,0.0,3.22
1729951009.56,19.2,0.797,0.0,3.96,40.0,1.33,0.0,2.54,19.2,0.782,0.0,1.62,19.2,1.76,0.0,10.4
1729951009.66,20.8,1.075,0.0,4.2,38.4,0.887,0.0,2.32,20.8,0.647,0.0,1.0,20.8,1.407,0.0,3.63
1729951009.76,19.2,1.199,0.0,7.09,40.0,0.85,0.0,2.57,19.2,0.783,0.0,0.878,19.2,1.712,0.0,4.66
1729951009.86,20.8,1.102,0.0,4.24,41.6,1.025,0.0,1.75,20.8,0.929,0.0,3.93,19.2,2.017,0.0,4.49
1729951009.96,19.2,0.978,0.0,4.78,41.6,0.916,0.0,3.65,19.2,0.916,0.0,4.94,20.8,2.144,0.0,4.35
1729951010.06,20.8,0.859,0.0,3.56,40.0,0.831,0.0,2.87,20.8,0.767,0.0,2.64,20.8,1.891,0.0,6.44
1729951010.16,19.2,1.262,0.0,4.53,38.4,1.123,0.0,1.69,19.2,0.787,0.0,4.52,19.2,1.69,0.0,2.85
1729951010.26,20.8,1.218,0.0,6.42,41.6,0.848,0.0,2.24,20.8,1.048,0.0,5.79,20.8,1.987,0.0,4.01
1729951010.36,19.2,1.131,0.0,3.76,40.0,0.98,0.0,1.58,19.2,1.015,0.0,5.055,19.2,1.961,0.0,4.4
1729951010.46,20.8,0.922,0.0,4.95,40.0,0.981,0.0,2.47,20.8,0.855,0.0,4.32,20.8,1.723,0.0,3.81
1729951010.56,20.8,0.759,0.0,4.07,40.0,0.935,0.0,3.04,19.2,0.82,0.0,2.94,19.2,1.655,0.0,6.68
1729951010.66,19.2,1.144,0.0,4.36,38.4,1.269,0.0,2.42,20.8,0.636,0.0,2.82,20.8,1.565,0.0,4.39
1729951010.76,19.2,1.301,0.0,7.69,41.7,1.031,0.0,2.08,19.2,0.969,0.0,3.24,19.2,2.097,0.0,4.03
1729951010.86,20.8,1.167,0.0,4.27,40.0,1.174,0.0,1.63,20.8,1.117,0.0,3.28,19.2,2.025,0.0,4.98
1729951010.96,19.2,0.915,0.0,5.06,40.0,1.189,0.0,4.67,19.2,1.02,0.0,3.32,20.8,2.177,0.0,14.0
1729951011.06,20.8,0.898,0.0,4.45,38.4,1.109,0.0,2.27,20.8,0.885,0.0,3.06,20.8,1.795,0.0,5.63
1729951011.16,19.2,1.137,0.0,6.88,40.0,1.182,0.0,2.56,19.2,0.94,0.0,2.52,19.2,1.867,0.0,4.73
1729951011.26,19.2,0.944,0.0,5.33,41.5,1.113,0.0,2.91,20.8,1.123,0.0,3.52,19.2,1.943,0.0,6.32
1729951011.36,20.8,1.059,0.0,4.72,38.4,1.234,0.0,2.11,19.2,1.332,0.0,3.2,19.2,2.385,0.0,9.15
1729951011.46,20.8,0.92,0.0,4.87,41.6,1.173,0.0,6.09,20.8,1.195,0.0,2.88,20.8,2.188,0.0,14.3
1729951011.56,20.8,0.883,0.0,4.3,36.8,1.27,0.0,1.76,19.2,0.979,0.0,2.68,20.8,1.867,0.0,10.7
1729951011.66,19.2,0.865,0.0,8.57,43.2,1.061,0.0,2.3,20.8,1.015,0.0,5.06,19.2,2.061,0.0,10.2
1729951011.76,20.8,0.867,0.0,3.53,38.4,1.141,0.0,2.8,19.2,1.209,0.0,7.44,19.2,2.085,0.0,12.0
1729951011.86,19.2,0.863,0.0,4.94,40.0,1.145,0.0,5.88,20.8,1.052,0.0,4.765,20.8,2.283,0.0,14.1
1729951011.96,20.8,0.967,0.0,3.36,38.3,1.331,0.0,6.58,19.2,1.093,0.0,2.09,19.2,1.734,0.0,15.2
1729951012.06,19.2,0.799,0.0,7.47,41.7,1.225,0.0,7.08,20.8,1.031,0.0,4.375,20.8,1.715,0.0,16.6
1729951012.16,19.2,1.081,0.0,3.55,39.9,1.084,0.0,6.36,19.2,0.921,0.0,6.66,19.2,1.691,0.0,14.3
1729951012.26,20.8,1.034,0.0,2.34,39.9,1.314,0.0,5.31,20.8,1.233,0.0,4.41,20.8,1.756,0.0,9.8
1729951012.36,20.8,0.986,0.0,3.26,40.1,1.205,0.0,5.46,19.2,1.191,0.0,2.16,20.8,1.744,0.0,3.51
1729951012.46,19.2,0.944,0.0,2.8,38.4,1.084,0.0,7.31,20.8,1.047,0.0,1.58,19.2,1.651,0.0,5.09
1729951012.56,20.8,0.723,0.0,5.83,41.5,1.014,0.0,7.15,19.2,0.849,0.0,1.05,20.8,1.628,0.0,3.53
1729951012.66,19.2,0.691,0.0,3.35,39.9,1.166,0.0,7.43,19.2,0.765,0.0,5.21,19.2,1.488,0.0,5.56
1729951012.76,20.8,0.872,0.0,3.08,40.1,1.249,0.0,8.84,20.8,0.868,0.0,1.33,20.8,1.403,0.0,4.75
1729951012.86,19.2,0.993,0.0,3.42,40.0,1.477,0.0,10.8,19.2,0.879,0.0,1.2,19.2,1.703,0.0,4.4
1729951012.96,20.8,0.871,0.0,1.38,39.9,1.258,0.0,13.3,20.8,0.906,0.0,1.36,20.8,1.811,0.0,4.23
1729951013.06,19.2,0.841,0.0,5.08,40.0,1.051,0.0,11.9,20.8,0.74,0.0,1.66,20.8,1.656,0.0,4.12
1729951013.16,19.2,0.798,0.0,4.5,40.1,1.184,0.0,11.9,19.2,0.78,0.0,1.62,19.2,1.447,0.0,4.62
1729951013.26,20.8,1.202,0.0,4.14,40.0,1.259,0.0,13.4,20.8,0.663,0.0,1.11,19.2,1.535,0.0,4.91
1729951013.36,20.8,1.285,0.0,4.83,40.0,1.363,0.0,7.96,19.2,0.973,0.0,1.52,20.8,1.928,0.0,3.42
1729951013.46,19.2,1.187,0.0,6.12,40.0,1.306,0.0,2.66,20.8,1.032,0.0,0.805,20.8,1.868,0.0,4.26
1729951013.56,20.8,0.98,0.0,5.44,41.5,1.097,0.0,2.2,19.2,0.936,0.0,6.15,19.2,1.664,0.0,3.3
1729951013.66,19.2,1.02,0.0,2.07,38.4,1.306,0.0,2.28,20.8,0.868,0.0,6.11,20.8,1.605,0.0,4.99
1729951013.76,20.8,1.028,0.0,3.28,40.0,1.265,0.0,3.36,19.2,0.881,0.0,3.56,19.2,1.779,0.0,3.38
1729951013.86,19.2,1.298,0.0,3.93,36.8,0.787,0.0,1.63,20.8,1.037,0.0,4.4,20.8,1.702,0.0,4.55
1729951013.96,20.8,1.017,0.0,8.54,41.6,1.131,0.0,3.12,19.2,1.184,0.0,5.17,19.2,2.039,0.0,5.83
1729951014.06,19.2,0.898,0.0,6.05,41.6,0.69,0.0,2.66,20.8,0.92,0.0,9.95,20.8,1.544,0.0,4.05
1729951014.16,19.2,0.882,0.0,4.89,40.0,0.617,0.0,2.29,19.2,0.801,0.0,7.57,19.2,1.522,0.0,4.085
1729951014.26,20.8,0.961,0.0,6.43,41.6,0.773,0.0,3.29,20.8,0.771,0.0,6.43,20.8,1.657,0.0,4.12
1729951014.36,19.2,1.031,0.0,7.61,38.4,0.957,0.0,1.91,19.2,0.85,0.0,8.13,19.2,1.713,0.0,4.95
1729951014.46,20.8,1.143,0.0,10.1,41.6,0.771,0.0,3.65,20.8,0.983,0.0,8.56,20.8,1.821,0.0,4.53
1729951014.56,19.2,1.088,0.0,10.6,38.4,0.869,0.0,2.78,19.2,1.064,0.0,10.7,19.2,2.047,0.0,4.16
1729951014.66,20.8,0.968,0.0,7.46,41.6,0.789,0.0,2.21,20.8,1.031,0.0,12.0,20.8,2.168,0.0,4.24
1729951014.76,20.8,1.196,0.0,3.05,40.0,0.851,0.0,2.37,19.2,1.058,0.0,11.8,19.2,1.949,0.0,4.32
1729951014.86,19.2,1.379,0.0,2.05,38.4,0.826,0.0,1.77,20.8,1.067,0.0,10.6,20.8,1.987,0.0,5.83
1729951014.96,19.2,1.063,0.0,2.03,41.7,0.729,0.0,5.46,19.2,1.068,0.0,7.53,19.2,1.863,0.0,3.86
1729951015.06,20.8,0.748,0.0,0.813,39.9,0.654,0.0,2.53,20.8,0.913,0.0,3.99,20.8,1.541,0.0,4.665
1729951015.16,19.2,0.684,0.0,3.6,40.0,0.664,0.0,3.01,19.2,0.713,0.0,4.14,19.2,1.549,0.0,5.47
1729951015.26,20.8,0.973,0.0,4.85,40.0,0.907,0.0,3.64,20.8,0.842,0.0,3.11,20.8,1.719,0.0,5.175
1729951015.36,19.2,1.09,0.0,3.32,38.4,1.038,0.0,2.52,19.2,0.906,0.0,4.8,19.2,1.782,0.0,4.88
1729951015.46,20.8,1.067,0.0,4.45,41.6,1.006,0.0,8.53,20.8,1.158,0.0,2.86,20.8,2.066,0.0,6.85
1729951015.56,19.2,0.826,0.0,4.26,40.0,1.032,0.0,2.19,19.2,1.052,0.0,4.19,19.2,2.06,0.0,5.55
1729951015.66,20.8,0.673,0.0,3.98,40.0,0.873,0.0,3.65,20.8,0.837,0.0,3.89,19.2,1.914,0.0,5.88
1729951015.76,19.2,0.594,0.0,4.07,40.0,0.912,0.0,2.79,19.2,0.896,0.0,3.67,20.8,1.932,0.0,5.34
1729951015.86,20.8,0.997,0.0,2.95,38.4,1.012,0.0,2.14,20.8,1.016,0.0,3.42,19.2,1.917,0.0,5.21
1729951015.96,20.8,0.973,0.0,4.14,41.6,1.074,0.0,6.63,19.2,1.298,0.0,2.62,19.2,2.309,0.0,4.62
1729951016.06,19.2,0.807,0.0,3.04,40.0,1.054,0.0,2.24,20.8,1.133,0.0,4.23,20.8,2.149,0.0,4.33
1729951016.16,20.8,0.885,0.0,3.99,40.0,1.002,0.0,3.14,19.2,1.115,0.0,3.16,19.2,1.571,0.0,4.16
1729951016.26,19.2,0.922,0.0,3.38,38.4,1.166,0.0,2.86,20.8,1.015,0.0,4.07,20.8,2.091,0.0,3.9
1729951016.36,20.8,0.956,0.0,2.49,41.7,1.072,0.0,5.79,19.2,1.292,0.0,4.79,19.2,1.832,0.0,3.5
1729951016.46,19.2,0.939,0.0,2.78,40.0,1.063,0.0,3.35,20.8,1.273,0.0,2.98,20.8,1.983,0.0,3.08
1729951016.56,19.2,0.817,0.0,2.23,40.0,1.031,0.0,1.82,19.2,1.083,0.0,4.16,20.8,1.621,0.0,1.7
1729951016.66,20.8,0.699,0.0,3.33,40.0,0.877,0.0,2.79,20.8,0.775,0.0,2.43,19.2,1.641,0.0,2.7
1729951016.76,20.8,0.762,0.0,3.02,40.0,1.016,0.0,2.57,19.2,0.741,0.0,4.14,20.8,1.543,0.0,3.15
1729951016.86,19.2,0.827,0.0,2.2,40.0,1.043,0.0,2.905,20.8,1.115,0.0,3.38,20.8,1.541,0.0,2.12
1729951016.96,20.8,0.93,0.0,1.77,40.0,1.214,0.0,3.24,19.2,1.118,0.0,2.91,19.2,1.814,0.0,3.12
1729951017.06,19.2,1.042,0.0,1.3,40.0,1.194,0.0,2.16,19.2,0.998,0.0,2.28,19.2,1.942,0.0,4.2
1729951017.16,19.2,0.929,0.0,1.92,40.0,1.002,0.0,2.73,20.8,1.014,0.0,1.04,20.8,2.021,0.0,6.4
1729951017.26,20.8,0.961,0.0,1.03,38.4,1.161,0.0,2.75,20.8,0.859,0.0,0.89,20.8,1.735,0.0,8.29
1729951017.36,19.2,1.065,0.0,1.2,40.0,1.22,0.0,2.59,19.2,0.896,0.0,0.799,19.2,1.791,0.0,7.92
1729951017.46,20.8,1.034,0.0,0.824,40.0,1.332,0.0,2.43,20.8,0.968,0.0,3.69,19.2,1.994,0.0,8.17
1729951017.56,19.2,0.908,0.0,2.49,40.0,1.147,0.0,2.31,19.2,0.989,0.0,4.85,20.8,2.059,0.0,10.9
1729951017.66,20.8,0.927,0.0,3.96,40.0,1.032,0.0,3.58,20.8,0.972,0.0,3.47,20.8,1.928,0.0,11.9
1729951017.76,19.2,0.944,0.0,1.57,38.4,1.267,0.0,4.06,19.2,0.829,0.0,6.1,19.2,1.833,0.0,12.3
1729951017.86,20.7,1.038,0.0,2.8,40.0,1.336,0.0,8.53,20.8,0.878,0.0,4.09,19.2,1.925,0.0,12.7
1729951017.96,19.2,1.085,0.0,3.37,40.0,1.258,0.0,13.0,19.2,0.997,0.0,3.47,20.8,2.118,0.0,16.6
1729951018.06,20.8,1.077,0.0,2.0,40.0,1.365,0.0,6.21,20.8,1.044,0.0,4.87,19.2,2.177,0.0,16.2
1729951018.16,19.2,0.858,0.0,2.69,40.0,1.143,0.0,6.57,19.2,1.0,0.0,6.56,20.8,2.033,0.0,14.9
1729951018.26,20.7,0.941,0.0,2.81,40.0,0.744,0.0,6.71,20.8,0.794,0.0,4.09,20.8,1.833,0.0,15.4
1729951018.36,19.3,1.04,0.0,3.24,41.6,0.852,0.0,7.53,19.2,0.869,0.0,3.89,19.2,1.81,0.0,5.04
1729951018.46,20.8,1.086,0.0,5.74,40.0,0.742,0.0,9.52,20.8,0.986,0.0,3.56,19.2,1.95,0.0,5.07
1729951018.56,20.8,0.956,0.0,1.78,40.0,0.913,0.0,5.98,19.2,0.958,0.0,5.87,20.8,1.716,0.0,5.59
1729951018.66,19.2,0.839,0.0,2.66,41.6,0.827,0.0,8.05,20.8,0.841,0.0,2.52,20.8,1.592,0.0,4.91
1729951018.76,20.8,0.725,0.0,1.17,38.4,0.695,0.0,9.02,19.2,0.873,0.0,3.45,19.2,1.795,0.0,6.96
1729951018.86,19.2,1.041,0.0,1.32,41.6,0.757,0.0,9.71,20.8,0.812,0.0,3.12,20.8,1.515,0.0,6.14
1729951018.96,20.8,1.121,0.0,2.56,38.4,0.774,0.0,10.9,19.2,1.08,0.0,2.27,19.2,2.023,0.0,5.9
1729951019.06,19.2,1.14,0.0,1.49,40.0,0.902,0.0,11.8,20.8,1.052,0.0,5.0,19.2,2.023,0.0,4.99
1729951019.16,20.8,0.909,0.0,1.95,40.0,0.887,0.0,13.1,19.2,1.007,0.0,2.26,20.8,1.933,0.0,4.96
1729951019.26,19.2,0.912,0.0,1.79,40.0,0.85,0.0,13.3,20.8,0.826,0.0,3.03,20.8,1.773,0.0,5.8
1729951019.36,19.2,1.126,0.0,2.34,40.0,0.848,0.0,12.7,19.2,0.89,0.0,2.8,19.2,1.781,0.0,5.34
1729951019.46,20.8,1.023,0.0,2.91,40.0,0.886,0.0,10.1,20.8,0.917,0.0,2.61,19.2,1.888,0.0,5.32
1729951019.56,19.2,0.973,0.0,2.585,40.0,0.977,0.0,1.6,19.2,1.098,0.0,3.95,19.2,2.092,0.0,5.1
1729951019.66,20.8,0.9,0.0,2.26,40.0,0.995,0.0,2.79,20.8,1.044,0.0,2.49,20.8,2.012,0.0,5.9
1729951019.76,19.2,0.791,0.0,1.25,40.0,0.92,0.0,2.61,19.2,0.965,0.0,3.4,20.8,1.985,0.0,6.01
1729951019.86,19.2,0.724,0.0,1.65,39.8,1.012,0.0,1.97,20.8,0.97,0.0,2.51,19.2,1.843,0.0,5.88
