1729950878.347036652: PING 192.168.6.11 (192.168.6.11) 56(84) bytes of data.
1729951039.941652390: 64 bytes from 192.168.6.11: icmp_seq=1605 ttl=64 time=3.44 ms
1729951040.041145566: 64 bytes from 192.168.6.11: icmp_seq=1606 ttl=64 time=2.33 ms
1729951040.141568278: 64 bytes from 192.168.6.11: icmp_seq=1607 ttl=64 time=2.67 ms
1729951040.242152385: 64 bytes from 192.168.6.11: icmp_seq=1608 ttl=64 time=2.08 ms
1729951040.344977414: 64 bytes from 192.168.6.11: icmp_seq=1609 ttl=64 time=4.66 ms
1729951040.446535001: 64 bytes from 192.168.6.11: icmp_seq=1610 ttl=64 time=5.02 ms
1729951040.544526841: 64 bytes from 192.168.6.11: icmp_seq=1611 ttl=64 time=2.47 ms
1729951040.645814722: 64 bytes from 192.168.6.11: icmp_seq=1612 ttl=64 time=2.84 ms
1729951040.746560658: 64 bytes from 192.168.6.11: icmp_seq=1613 ttl=64 time=2.43 ms
1729951040.848889265: 64 bytes from 192.168.6.11: icmp_seq=1614 ttl=64 time=4.94 ms
1729951040.949741918: 64 bytes from 192.168.6.11: icmp_seq=1615 ttl=64 time=5.11 ms
1729951041.048544434: 64 bytes from 192.168.6.11: icmp_seq=1616 ttl=64 time=3.97 ms
1729951041.151725997: 64 bytes from 192.168.6.11: icmp_seq=1617 ttl=64 time=5.75 ms
1729951041.251201144: 64 bytes from 192.168.6.11: icmp_seq=1618 ttl=64 time=5.32 ms
1729951041.355162140: 64 bytes from 192.168.6.11: icmp_seq=1619 ttl=64 time=7.77 ms
1729951041.456656441: 64 bytes from 192.168.6.11: icmp_seq=1620 ttl=64 time=8.21 ms
1729951041.555741305: 64 bytes from 192.168.6.11: icmp_seq=1621 ttl=64 time=6.97 ms
1729951041.656440741: 64 bytes from 192.168.6.11: icmp_seq=1622 ttl=64 time=7.58 ms
1729951041.759221340: 64 bytes from 192.168.6.11: icmp_seq=1623 ttl=64 time=8.68 ms
1729951041.858698971: 64 bytes from 192.168.6.11: icmp_seq=1624 ttl=64 time=7.75 ms
1729951041.960469715: 64 bytes from 192.168.6.11: icmp_seq=1625 ttl=64 time=8.50 ms
1729951042.063026462: 64 bytes from 192.168.6.11: icmp_seq=1626 ttl=64 time=9.70 ms
1729951042.164599342: 64 bytes from 192.168.6.11: icmp_seq=1627 ttl=64 time=10.5 ms
1729951042.262015869: 64 bytes from 192.168.6.11: icmp_seq=1628 ttl=64 time=7.58 ms
1729951042.363542551: 64 bytes from 192.168.6.11: icmp_seq=1629 ttl=64 time=8.02 ms
1729951042.458175300: 64 bytes from 192.168.6.11: icmp_seq=1630 ttl=64 time=2.80 ms
1729951042.559816672: 64 bytes from 192.168.6.11: icmp_seq=1631 ttl=64 time=3.16 ms
1729951042.660384972: 64 bytes from 192.168.6.11: icmp_seq=1632 ttl=64 time=2.98 ms
1729951042.761134298: 64 bytes from 192.168.6.11: icmp_seq=1633 ttl=64 time=3.54 ms
1729951042.860525894: 64 bytes from 192.168.6.11: icmp_seq=1634 ttl=64 time=2.98 ms
1729951042.960399867: 64 bytes from 192.168.6.11: icmp_seq=1635 ttl=64 time=1.72 ms
1729951043.063038677: 64 bytes from 192.168.6.11: icmp_seq=1636 ttl=64 time=3.37 ms
1729951043.162890878: 64 bytes from 192.168.6.11: icmp_seq=1637 ttl=64 time=2.52 ms
1729951043.264620122: 64 bytes from 192.168.6.11: icmp_seq=1638 ttl=64 time=3.17 ms
1729951043.364218352: 64 bytes from 192.168.6.11: icmp_seq=1639 ttl=64 time=3.57 ms
1729951043.463491440: 64 bytes from 192.168.6.11: icmp_seq=1640 ttl=64 time=2.11 ms
1729951043.564335228: 64 bytes from 192.168.6.11: icmp_seq=1641 ttl=64 time=2.51 ms
1729951043.665224347: 64 bytes from 192.168.6.11: icmp_seq=1642 ttl=64 time=1.99 ms
1729951043.765287837: 64 bytes from 192.168.6.11: icmp_seq=1643 ttl=64 time=2.46 ms
1729951043.866736475: 64 bytes from 192.168.6.11: icmp_seq=1644 ttl=64 time=2.47 ms
1729951043.967562003: 64 bytes from 192.168.6.11: icmp_seq=1645 ttl=64 time=2.90 ms
1729951044.068024187: 64 bytes from 192.168.6.11: icmp_seq=1646 ttl=64 time=3.21 ms
1729951044.167408924: 64 bytes from 192.168.6.11: icmp_seq=1647 ttl=64 time=2.14 ms
1729951044.268673276: 64 bytes from 192.168.6.11: icmp_seq=1648 ttl=64 time=2.41 ms
1729951044.368664094: 64 bytes from 192.168.6.11: icmp_seq=1649 ttl=64 time=1.39 ms
1729951044.470449505: 64 bytes from 192.168.6.11: icmp_seq=1650 ttl=64 time=2.33 ms
1729951044.572623229: 64 bytes from 192.168.6.11: icmp_seq=1651 ttl=64 time=3.47 ms
1729951044.672882281: 64 bytes from 192.168.6.11: icmp_seq=1652 ttl=64 time=3.11 ms
1729951044.773879843: 64 bytes from 192.168.6.11: icmp_seq=1653 ttl=64 time=3.66 ms
1729951044.874268910: 64 bytes from 192.168.6.11: icmp_seq=1654 ttl=64 time=2.75 ms
1729951044.976276902: 64 bytes from 192.168.6.11: icmp_seq=1655 ttl=64 time=3.91 ms
1729951045.075923861: 64 bytes from 192.168.6.11: icmp_seq=1656 ttl=64 time=3.15 ms
1729951045.175823724: 64 bytes from 192.168.6.11: icmp_seq=1657 ttl=64 time=2.69 ms
1729951045.277993699: 64 bytes from 192.168.6.11: icmp_seq=1658 ttl=64 time=4.32 ms
1729951045.376748040: 64 bytes from 192.168.6.11: icmp_seq=1659 ttl=64 time=1.96 ms
1729951045.476542501: 64 bytes from 192.168.6.11: icmp_seq=1660 ttl=64 time=1.67 ms
1729951045.577830119: 64 bytes from 192.168.6.11: icmp_seq=1661 ttl=64 time=2.10 ms
1729951045.682604377: 64 bytes from 192.168.6.11: icmp_seq=1662 ttl=64 time=6.54 ms
1729951045.780834032: 64 bytes from 192.168.6.11: icmp_seq=1663 ttl=64 time=3.49 ms
1729951045.879646094: 64 bytes from 192.168.6.11: icmp_seq=1664 ttl=64 time=2.45 ms
1729951045.979609027: 64 bytes from 192.168.6.11: icmp_seq=1665 ttl=64 time=1.70 ms
1729951046.080654284: 64 bytes from 192.168.6.11: icmp_seq=1666 ttl=64 time=1.99 ms
1729951046.186200454: 64 bytes from 192.168.6.11: icmp_seq=1667 ttl=64 time=6.64 ms
1729951046.282152535: 64 bytes from 192.168.6.11: icmp_seq=1668 ttl=64 time=1.66 ms
1729951046.383569661: 64 bytes from 192.168.6.11: icmp_seq=1669 ttl=64 time=1.90 ms
1729951046.484093027: 64 bytes from 192.168.6.11: icmp_seq=1670 ttl=64 time=1.67 ms
1729951046.585424049: 64 bytes from 192.168.6.11: icmp_seq=1671 ttl=64 time=1.54 ms
1729951046.687754140: 64 bytes from 192.168.6.11: icmp_seq=1672 ttl=64 time=3.49 ms
1729951046.787570352: 64 bytes from 192.168.6.11: icmp_seq=1673 ttl=64 time=2.86 ms
1729951046.888657690: 64 bytes from 192.168.6.11: icmp_seq=1674 ttl=64 time=3.01 ms
1729951046.990487512: 64 bytes from 192.168.6.11: icmp_seq=1675 ttl=64 time=3.45 ms
1729951047.093355293: 64 bytes from 192.168.6.11: icmp_seq=1676 ttl=64 time=5.85 ms
1729951047.194382383: 64 bytes from 192.168.6.11: icmp_seq=1677 ttl=64 time=4.94 ms
1729951047.295594631: 64 bytes from 192.168.6.11: icmp_seq=1678 ttl=64 time=6.10 ms
1729951047.396203288: 64 bytes from 192.168.6.11: icmp_seq=1679 ttl=64 time=6.43 ms
1729951047.498703237: 64 bytes from 192.168.6.11: icmp_seq=1680 ttl=64 time=8.52 ms
1729951047.598012877: 64 bytes from 192.168.6.11: icmp_seq=1681 ttl=64 time=6.73 ms
1729951047.699199749: 64 bytes from 192.168.6.11: icmp_seq=1682 ttl=64 time=6.76 ms
1729951047.800872741: 64 bytes from 192.168.6.11: icmp_seq=1683 ttl=64 time=7.88 ms
1729951047.901292201: 64 bytes from 192.168.6.11: icmp_seq=1684 ttl=64 time=8.15 ms
1729951048.005194843: 64 bytes from 192.168.6.11: icmp_seq=1685 ttl=64 time=11.0 ms
1729951048.103561476: 64 bytes from 192.168.6.11: icmp_seq=1686 ttl=64 time=10.3 ms
1729951048.201708087: 64 bytes from 192.168.6.11: icmp_seq=1687 ttl=64 time=7.47 ms
1729951048.296690100: 64 bytes from 192.168.6.11: icmp_seq=1688 ttl=64 time=2.35 ms
1729951048.398318773: 64 bytes from 192.168.6.11: icmp_seq=1689 ttl=64 time=3.37 ms
1729951048.499064485: 64 bytes from 192.168.6.11: icmp_seq=1690 ttl=64 time=3.43 ms
1729951048.600287415: 64 bytes from 192.168.6.11: icmp_seq=1691 ttl=64 time=3.85 ms
1729951048.700283978: 64 bytes from 192.168.6.11: icmp_seq=1692 ttl=64 time=3.04 ms
1729951048.800325120: 64 bytes from 192.168.6.11: icmp_seq=1693 ttl=64 time=2.58 ms
1729951048.901204165: 64 bytes from 192.168.6.11: icmp_seq=1694 ttl=64 time=3.15 ms
1729951049.005044032: 64 bytes from 192.168.6.11: icmp_seq=1695 ttl=64 time=5.68 ms
1729951049.101199174: 64 bytes from 192.168.6.11: icmp_seq=1696 ttl=64 time=2.78 ms
1729951049.201466642: 64 bytes from 192.168.6.11: icmp_seq=1697 ttl=64 time=1.60 ms
1729951049.302922178: 64 bytes from 192.168.6.11: icmp_seq=1698 ttl=64 time=2.72 ms
1729951049.404492092: 64 bytes from 192.168.6.11: icmp_seq=1699 ttl=64 time=3.07 ms
1729951049.507433352: 64 bytes from 192.168.6.11: icmp_seq=1700 ttl=64 time=5.63 ms
1729951049.605473122: 64 bytes from 192.168.6.11: icmp_seq=1701 ttl=64 time=2.83 ms
1729951049.705179257: 64 bytes from 192.168.6.11: icmp_seq=1702 ttl=64 time=1.38 ms
1729951049.807056965: 64 bytes from 192.168.6.11: icmp_seq=1703 ttl=64 time=2.77 ms
1729951049.908542102: 64 bytes from 192.168.6.11: icmp_seq=1704 ttl=64 time=2.67 ms
1729951050.009947638: 64 bytes from 192.168.6.11: icmp_seq=1705 ttl=64 time=3.79 ms
1729951050.110244389: 64 bytes from 192.168.6.11: icmp_seq=1706 ttl=64 time=3.20 ms
1729951050.209071885: 64 bytes from 192.168.6.11: icmp_seq=1707 ttl=64 time=1.53 ms
1729951050.311464764: 64 bytes from 192.168.6.11: icmp_seq=1708 ttl=64 time=3.02 ms
1729951050.410289887: 64 bytes from 192.168.6.11: icmp_seq=1709 ttl=64 time=1.64 ms
1729951050.512516911: 64 bytes from 192.168.6.11: icmp_seq=1710 ttl=64 time=3.21 ms
1729951050.613057365: 64 bytes from 192.168.6.11: icmp_seq=1711 ttl=64 time=3.29 ms
1729951050.712785436: 64 bytes from 192.168.6.11: icmp_seq=1712 ttl=64 time=2.63 ms
1729951050.814036835: 64 bytes from 192.168.6.11: icmp_seq=1713 ttl=64 time=2.90 ms
1729951050.913236763: 64 bytes from 192.168.6.11: icmp_seq=1714 ttl=64 time=1.01 ms
1729951051.015508854: 64 bytes from 192.168.6.11: icmp_seq=1715 ttl=64 time=3.14 ms
1729951051.114592691: 64 bytes from 192.168.6.11: icmp_seq=1716 ttl=64 time=1.85 ms
1729951051.215421900: 64 bytes from 192.168.6.11: icmp_seq=1717 ttl=64 time=1.55 ms
1729951051.316297129: 64 bytes from 192.168.6.11: icmp_seq=1718 ttl=64 time=1.76 ms
1729951051.421859255: 64 bytes from 192.168.6.11: icmp_seq=1719 ttl=64 time=5.96 ms
1729951051.517427445: 64 bytes from 192.168.6.11: icmp_seq=1720 ttl=64 time=1.81 ms
1729951051.619248147: 64 bytes from 192.168.6.11: icmp_seq=1721 ttl=64 time=2.59 ms
1729951051.720054676: 64 bytes from 192.168.6.11: icmp_seq=1722 ttl=64 time=2.41 ms
1729951051.821679055: 64 bytes from 192.168.6.11: icmp_seq=1723 ttl=64 time=3.54 ms
1729951051.929102910: 64 bytes from 192.168.6.11: icmp_seq=1724 ttl=64 time=9.54 ms
1729951052.023777182: 64 bytes from 192.168.6.11: icmp_seq=1725 ttl=64 time=3.71 ms
1729951052.124246727: 64 bytes from 192.168.6.11: icmp_seq=1726 ttl=64 time=2.95 ms
1729951052.223478965: 64 bytes from 192.168.6.11: icmp_seq=1727 ttl=64 time=1.95 ms
1729951052.325241179: 64 bytes from 192.168.6.11: icmp_seq=1728 ttl=64 time=3.68 ms
1729951052.426522864: 64 bytes from 192.168.6.11: icmp_seq=1729 ttl=64 time=3.43 ms
1729951052.524331036: 64 bytes from 192.168.6.11: icmp_seq=1730 ttl=64 time=1.44 ms
1729951052.625877765: 64 bytes from 192.168.6.11: icmp_seq=1731 ttl=64 time=1.45 ms
1729951052.727778480: 64 bytes from 192.168.6.11: icmp_seq=1732 ttl=64 time=2.43 ms
1729951052.833124344: 64 bytes from 192.168.6.11: icmp_seq=1733 ttl=64 time=6.10 ms
1729951052.931093462: 64 bytes from 192.168.6.11: icmp_seq=1734 ttl=64 time=4.48 ms
1729951053.031734538: 64 bytes from 192.168.6.11: icmp_seq=1735 ttl=64 time=4.27 ms
1729951053.132845383: 64 bytes from 192.168.6.11: icmp_seq=1736 ttl=64 time=5.15 ms
1729951053.233478785: 64 bytes from 192.168.6.11: icmp_seq=1737 ttl=64 time=4.75 ms
1729951053.334813645: 64 bytes from 192.168.6.11: icmp_seq=1738 ttl=64 time=5.85 ms
1729951053.437825659: 64 bytes from 192.168.6.11: icmp_seq=1739 ttl=64 time=7.51 ms
1729951053.537370520: 64 bytes from 192.168.6.11: icmp_seq=1740 ttl=64 time=6.61 ms
1729951053.637701066: 64 bytes from 192.168.6.11: icmp_seq=1741 ttl=64 time=6.12 ms
1729951053.739066656: 64 bytes from 192.168.6.11: icmp_seq=1742 ttl=64 time=6.59 ms
1729951053.841354847: 64 bytes from 192.168.6.11: icmp_seq=1743 ttl=64 time=8.17 ms
1729951053.942694416: 64 bytes from 192.168.6.11: icmp_seq=1744 ttl=64 time=8.64 ms
1729951054.042507936: 64 bytes from 192.168.6.11: icmp_seq=1745 ttl=64 time=8.01 ms
1729951054.143516494: 64 bytes from 192.168.6.11: icmp_seq=1746 ttl=64 time=8.99 ms
1729951054.236427903: 64 bytes from 192.168.6.11: icmp_seq=1747 ttl=64 time=1.30 ms
1729951054.336286410: 64 bytes from 192.168.6.11: icmp_seq=1748 ttl=64 time=0.803 ms
1729951054.439703455: 64 bytes from 192.168.6.11: icmp_seq=1749 ttl=64 time=0.908 ms
1729951054.552439571: 64 bytes from 192.168.6.11: icmp_seq=1750 ttl=64 time=9.11 ms
1729951054.644507829: 64 bytes from 192.168.6.11: icmp_seq=1751 ttl=64 time=1.09 ms
1729951054.744679378: 64 bytes from 192.168.6.11: icmp_seq=1752 ttl=64 time=0.776 ms
1729951054.848115673: 64 bytes from 192.168.6.11: icmp_seq=1753 ttl=64 time=0.788 ms
1729951054.951739538: 64 bytes from 192.168.6.11: icmp_seq=1754 ttl=64 time=0.926 ms
1729951055.053096353: 64 bytes from 192.168.6.11: icmp_seq=1755 ttl=64 time=1.49 ms
1729951055.153085647: 64 bytes from 192.168.6.11: icmp_seq=1756 ttl=64 time=0.920 ms
1729951055.255948788: 64 bytes from 192.168.6.11: icmp_seq=1757 ttl=64 time=1.02 ms
1729951055.356399273: 64 bytes from 192.168.6.11: icmp_seq=1758 ttl=64 time=1.63 ms
1729951055.456746082: 64 bytes from 192.168.6.11: icmp_seq=1759 ttl=64 time=0.849 ms
1729951055.559664602: 64 bytes from 192.168.6.11: icmp_seq=1760 ttl=64 time=0.820 ms
1729951055.664491172: 64 bytes from 192.168.6.11: icmp_seq=1761 ttl=64 time=1.13 ms
1729951055.765309867: 64 bytes from 192.168.6.11: icmp_seq=1762 ttl=64 time=1.34 ms
1729951055.865536205: 64 bytes from 192.168.6.11: icmp_seq=1763 ttl=64 time=0.780 ms
1729951055.968178566: 64 bytes from 192.168.6.11: icmp_seq=1764 ttl=64 time=0.804 ms
1729951056.071969890: 64 bytes from 192.168.6.11: icmp_seq=1765 ttl=64 time=0.847 ms
1729951056.176155665: 64 bytes from 192.168.6.11: icmp_seq=1766 ttl=64 time=0.829 ms
1729951056.281757744: 64 bytes from 192.168.6.11: icmp_seq=1767 ttl=64 time=2.14 ms
1729951056.381609907: 64 bytes from 192.168.6.11: icmp_seq=1768 ttl=64 time=1.50 ms
1729951056.481842988: 64 bytes from 192.168.6.11: icmp_seq=1769 ttl=64 time=1.20 ms
1729951056.583030102: 64 bytes from 192.168.6.11: icmp_seq=1770 ttl=64 time=1.72 ms
1729951056.684203719: 64 bytes from 192.168.6.11: icmp_seq=1771 ttl=64 time=1.86 ms
1729951056.786368658: 64 bytes from 192.168.6.11: icmp_seq=1772 ttl=64 time=2.88 ms
1729951056.885471643: 64 bytes from 192.168.6.11: icmp_seq=1773 ttl=64 time=1.89 ms
1729951056.985227286: 64 bytes from 192.168.6.11: icmp_seq=1774 ttl=64 time=1.43 ms
1729951057.086462165: 64 bytes from 192.168.6.11: icmp_seq=1775 ttl=64 time=2.04 ms
1729951057.186441946: 64 bytes from 192.168.6.11: icmp_seq=1776 ttl=64 time=1.86 ms
1729951057.288105286: 64 bytes from 192.168.6.11: icmp_seq=1777 ttl=64 time=3.59 ms
1729951057.387266125: 64 bytes from 192.168.6.11: icmp_seq=1778 ttl=64 time=1.92 ms
1729951057.487841811: 64 bytes from 192.168.6.11: icmp_seq=1779 ttl=64 time=1.54 ms
1729951057.588948755: 64 bytes from 192.168.6.11: icmp_seq=1780 ttl=64 time=1.79 ms
1729951057.689128476: 64 bytes from 192.168.6.11: icmp_seq=1781 ttl=64 time=0.832 ms
1729951057.792705877: 64 bytes from 192.168.6.11: icmp_seq=1782 ttl=64 time=1.09 ms
1729951057.893813992: 64 bytes from 192.168.6.11: icmp_seq=1783 ttl=64 time=1.94 ms
1729951057.992728736: 64 bytes from 192.168.6.11: icmp_seq=1784 ttl=64 time=0.839 ms
1729951058.096280662: 64 bytes from 192.168.6.11: icmp_seq=1785 ttl=64 time=1.01 ms
1729951058.197267255: 64 bytes from 192.168.6.11: icmp_seq=1786 ttl=64 time=1.47 ms
1729951058.297869802: 64 bytes from 192.168.6.11: icmp_seq=1787 ttl=64 time=1.31 ms
1729951058.398860237: 64 bytes from 192.168.6.11: icmp_seq=1788 ttl=64 time=1.62 ms
1729951058.499140801: 64 bytes from 192.168.6.11: icmp_seq=1789 ttl=64 time=1.38 ms
1729951058.599084276: 64 bytes from 192.168.6.11: icmp_seq=1790 ttl=64 time=0.835 ms
1729951058.700480295: 64 bytes from 192.168.6.11: icmp_seq=1791 ttl=64 time=1.17 ms
1729951058.800529214: 64 bytes from 192.168.6.11: icmp_seq=1792 ttl=64 time=0.829 ms
1729951058.904167060: 64 bytes from 192.168.6.11: icmp_seq=1793 ttl=64 time=0.721 ms
1729951059.008243940: 64 bytes from 192.168.6.11: icmp_seq=1794 ttl=64 time=0.983 ms
1729951059.108674920: 64 bytes from 192.168.6.11: icmp_seq=1795 ttl=64 time=1.46 ms
1729951059.209324561: 64 bytes from 192.168.6.11: icmp_seq=1796 ttl=64 time=1.00 ms
1729951059.308953054: 64 bytes from 192.168.6.11: icmp_seq=1797 ttl=64 time=0.793 ms
1729951059.413199296: 64 bytes from 192.168.6.11: icmp_seq=1798 ttl=64 time=1.71 ms
1729951059.512371325: 64 bytes from 192.168.6.11: icmp_seq=1799 ttl=64 time=0.865 ms
1729951059.617647794: 64 bytes from 192.168.6.11: icmp_seq=1800 ttl=64 time=2.53 ms
1729951059.716884676: 64 bytes from 192.168.6.11: icmp_seq=1801 ttl=64 time=1.37 ms
1729951059.817777835: 64 bytes from 192.168.6.11: icmp_seq=1802 ttl=64 time=1.39 ms
1729951059.918220184: 64 bytes from 192.168.6.11: icmp_seq=1803 ttl=64 time=1.06 ms
1729951060.019187735: 64 bytes from 192.168.6.11: icmp_seq=1804 ttl=64 time=1.23 ms
1729951060.119785244: 64 bytes from 192.168.6.11: icmp_seq=1805 ttl=64 time=1.28 ms
1729951060.219788135: 64 bytes from 192.168.6.11: icmp_seq=1806 ttl=64 time=1.09 ms
1729951060.320439727: 64 bytes from 192.168.6.11: icmp_seq=1807 ttl=64 time=0.872 ms
1729951060.424519888: 64 bytes from 192.168.6.11: icmp_seq=1808 ttl=64 time=1.01 ms
1729951060.526983971: 64 bytes from 192.168.6.11: icmp_seq=1809 ttl=64 time=2.93 ms
1729951060.624909161: 64 bytes from 192.168.6.11: icmp_seq=1810 ttl=64 time=0.905 ms
1729951060.728417244: 64 bytes from 192.168.6.11: icmp_seq=1811 ttl=64 time=1.01 ms
1729951060.828753037: 64 bytes from 192.168.6.11: icmp_seq=1812 ttl=64 time=1.20 ms
1729951060.928661844: 64 bytes from 192.168.6.11: icmp_seq=1813 ttl=64 time=0.778 ms
1729951061.032124922: 64 bytes from 192.168.6.11: icmp_seq=1814 ttl=64 time=0.861 ms
1729951061.135675738: 64 bytes from 192.168.6.11: icmp_seq=1815 ttl=64 time=1.02 ms
1729951061.237176392: 64 bytes from 192.168.6.11: icmp_seq=1816 ttl=64 time=1.48 ms
1729951061.337259668: 64 bytes from 192.168.6.11: icmp_seq=1817 ttl=64 time=1.29 ms
1729951061.437907469: 64 bytes from 192.168.6.11: icmp_seq=1818 ttl=64 time=1.59 ms
1729951061.540106359: 64 bytes from 192.168.6.11: icmp_seq=1819 ttl=64 time=2.72 ms
1729951061.638980237: 64 bytes from 192.168.6.11: icmp_seq=1820 ttl=64 time=0.856 ms
1729951061.739791880: 64 bytes from 192.168.6.11: icmp_seq=1821 ttl=64 time=1.08 ms
1729951061.840069143: 64 bytes from 192.168.6.11: icmp_seq=1822 ttl=64 time=0.825 ms
1729951061.942240974: 64 bytes from 192.168.6.11: icmp_seq=1823 ttl=64 time=2.81 ms
1729951062.043116971: 64 bytes from 192.168.6.11: icmp_seq=1824 ttl=64 time=2.36 ms
1729951062.142772446: 64 bytes from 192.168.6.11: icmp_seq=1825 ttl=64 time=1.30 ms
1729951062.242882033: 64 bytes from 192.168.6.11: icmp_seq=1826 ttl=64 time=1.06 ms
1729951062.343747091: 64 bytes from 192.168.6.11: icmp_seq=1827 ttl=64 time=0.847 ms
1729951062.448561991: 64 bytes from 192.168.6.11: icmp_seq=1828 ttl=64 time=1.40 ms
1729951062.548380637: 64 bytes from 192.168.6.11: icmp_seq=1829 ttl=64 time=1.11 ms
1729951062.649635725: 64 bytes from 192.168.6.11: icmp_seq=1830 ttl=64 time=1.52 ms
1729951062.751732700: 64 bytes from 192.168.6.11: icmp_seq=1831 ttl=64 time=2.99 ms
1729951062.851724391: 64 bytes from 192.168.6.11: icmp_seq=1832 ttl=64 time=2.44 ms
1729951062.952962320: 64 bytes from 192.168.6.11: icmp_seq=1833 ttl=64 time=3.82 ms
1729951063.055539421: 64 bytes from 192.168.6.11: icmp_seq=1834 ttl=64 time=4.90 ms
1729951063.157992962: 64 bytes from 192.168.6.11: icmp_seq=1835 ttl=64 time=6.10 ms
1729951063.259352230: 64 bytes from 192.168.6.11: icmp_seq=1836 ttl=64 time=6.96 ms
1729951063.359669316: 64 bytes from 192.168.6.11: icmp_seq=1837 ttl=64 time=7.31 ms
1729951063.461491693: 64 bytes from 192.168.6.11: icmp_seq=1838 ttl=64 time=7.87 ms
1729951063.563093408: 64 bytes from 192.168.6.11: icmp_seq=1839 ttl=64 time=8.77 ms
1729951063.656818446: 64 bytes from 192.168.6.11: icmp_seq=1840 ttl=64 time=1.28 ms
1729951063.758697914: 64 bytes from 192.168.6.11: icmp_seq=1841 ttl=64 time=2.09 ms
1729951063.858634134: 64 bytes from 192.168.6.11: icmp_seq=1842 ttl=64 time=1.92 ms
1729951063.959004900: 64 bytes from 192.168.6.11: icmp_seq=1843 ttl=64 time=1.78 ms
1729951064.059556424: 64 bytes from 192.168.6.11: icmp_seq=1844 ttl=64 time=1.28 ms
1729951064.159564552: 64 bytes from 192.168.6.11: icmp_seq=1845 ttl=64 time=0.818 ms
1729951064.264250918: 64 bytes from 192.168.6.11: icmp_seq=1846 ttl=64 time=0.865 ms
1729951064.364651097: 64 bytes from 192.168.6.11: icmp_seq=1847 ttl=64 time=1.18 ms
1729951064.465138114: 64 bytes from 192.168.6.11: icmp_seq=1848 ttl=64 time=0.815 ms
1729951064.567959350: 64 bytes from 192.168.6.11: icmp_seq=1849 ttl=64 time=0.820 ms
1729951064.673964462: 64 bytes from 192.168.6.11: icmp_seq=1850 ttl=64 time=3.06 ms
1729951064.775164477: 64 bytes from 192.168.6.11: icmp_seq=1851 ttl=64 time=3.36 ms
1729951064.875604390: 64 bytes from 192.168.6.11: icmp_seq=1852 ttl=64 time=3.40 ms
1729951064.977225610: 64 bytes from 192.168.6.11: icmp_seq=1853 ttl=64 time=3.92 ms
1729951065.076784721: 64 bytes from 192.168.6.11: icmp_seq=1854 ttl=64 time=3.45 ms
1729951065.177503986: 64 bytes from 192.168.6.11: icmp_seq=1855 ttl=64 time=3.39 ms
1729951065.278820767: 64 bytes from 192.168.6.11: icmp_seq=1856 ttl=64 time=4.11 ms
1729951065.376955025: 64 bytes from 192.168.6.11: icmp_seq=1857 ttl=64 time=1.73 ms
1729951065.479522144: 64 bytes from 192.168.6.11: icmp_seq=1858 ttl=64 time=3.46 ms
1729951065.577638448: 64 bytes from 192.168.6.11: icmp_seq=1859 ttl=64 time=1.49 ms
1729951065.679722329: 64 bytes from 192.168.6.11: icmp_seq=1860 ttl=64 time=2.43 ms
1729951065.779692615: 64 bytes from 192.168.6.11: icmp_seq=1861 ttl=64 time=2.43 ms
1729951065.879332677: 64 bytes from 192.168.6.11: icmp_seq=1862 ttl=64 time=1.27 ms
1729951065.979670419: 64 bytes from 192.168.6.11: icmp_seq=1863 ttl=64 time=1.25 ms
1729951066.080218436: 64 bytes from 192.168.6.11: icmp_seq=1864 ttl=64 time=1.28 ms
1729951066.180451308: 64 bytes from 192.168.6.11: icmp_seq=1865 ttl=64 time=0.971 ms
1729951066.281459382: 64 bytes from 192.168.6.11: icmp_seq=1866 ttl=64 time=0.916 ms
1729951066.386970197: 64 bytes from 192.168.6.11: icmp_seq=1867 ttl=64 time=3.52 ms
1729951066.490296209: 64 bytes from 192.168.6.11: icmp_seq=1868 ttl=64 time=5.82 ms
1729951066.590867911: 64 bytes from 192.168.6.11: icmp_seq=1869 ttl=64 time=5.85 ms
1729951066.694235295: 64 bytes from 192.168.6.11: icmp_seq=1870 ttl=64 time=7.75 ms
1729951066.794180901: 64 bytes from 192.168.6.11: icmp_seq=1871 ttl=64 time=6.85 ms
1729951066.894557023: 64 bytes from 192.168.6.11: icmp_seq=1872 ttl=64 time=6.08 ms
1729951066.997077982: 64 bytes from 192.168.6.11: icmp_seq=1873 ttl=64 time=7.44 ms
1729951067.094748767: 64 bytes from 192.168.6.11: icmp_seq=1874 ttl=64 time=5.85 ms
1729951067.202783375: 64 bytes from 192.168.6.11: icmp_seq=1875 ttl=64 time=13.0 ms
1729951067.298009735: 64 bytes from 192.168.6.11: icmp_seq=1876 ttl=64 time=7.81 ms
1729951067.398506963: 64 bytes from 192.168.6.11: icmp_seq=1877 ttl=64 time=7.36 ms
1729951067.499814514: 64 bytes from 192.168.6.11: icmp_seq=1878 ttl=64 time=7.96 ms
1729951067.600033213: 64 bytes from 192.168.6.11: icmp_seq=1879 ttl=64 time=7.60 ms
1729951067.704103152: 64 bytes from 192.168.6.11: icmp_seq=1880 ttl=64 time=10.9 ms
1729951067.799438264: 64 bytes from 192.168.6.11: icmp_seq=1881 ttl=64 time=5.73 ms
1729951067.902216919: 64 bytes from 192.168.6.11: icmp_seq=1882 ttl=64 time=7.20 ms
1729951068.000976310: 64 bytes from 192.168.6.11: icmp_seq=1883 ttl=64 time=5.75 ms
