1729950878.325322412: PING 192.168.6.31 (192.168.6.31) 56(84) bytes of data.
1729951135.987579360: 64 bytes from 192.168.6.31: icmp_seq=2560 ttl=63 time=6.80 ms
1729951136.088101732: 64 bytes from 192.168.6.31: icmp_seq=2561 ttl=63 time=6.03 ms
1729951136.187916930: 64 bytes from 192.168.6.31: icmp_seq=2562 ttl=63 time=5.21 ms
1729951136.287147747: 64 bytes from 192.168.6.31: icmp_seq=2563 ttl=63 time=4.35 ms
1729951136.386883825: 64 bytes from 192.168.6.31: icmp_seq=2564 ttl=63 time=3.34 ms
1729951136.489584634: 64 bytes from 192.168.6.31: icmp_seq=2565 ttl=63 time=5.47 ms
1729951136.592977259: 64 bytes from 192.168.6.31: icmp_seq=2566 ttl=63 time=7.83 ms
1729951136.696446352: 64 bytes from 192.168.6.31: icmp_seq=2567 ttl=63 time=10.5 ms
1729951136.796244535: 64 bytes from 192.168.6.31: icmp_seq=2568 ttl=63 time=9.56 ms
1729951136.899968389: 64 bytes from 192.168.6.31: icmp_seq=2569 ttl=63 time=12.5 ms
1729951137.001223588: 64 bytes from 192.168.6.31: icmp_seq=2570 ttl=63 time=12.6 ms
1729951137.101373395: 64 bytes from 192.168.6.31: icmp_seq=2571 ttl=63 time=12.0 ms
1729951137.202727835: 64 bytes from 192.168.6.31: icmp_seq=2572 ttl=63 time=13.4 ms
1729951137.306100139: 64 bytes from 192.168.6.31: icmp_seq=2573 ttl=63 time=15.9 ms
1729951137.407190023: 64 bytes from 192.168.6.31: icmp_seq=2574 ttl=63 time=16.9 ms
1729951137.506967981: 64 bytes from 192.168.6.31: icmp_seq=2575 ttl=63 time=15.7 ms
1729951137.610062164: 64 bytes from 192.168.6.31: icmp_seq=2576 ttl=63 time=17.6 ms
1729951137.709995572: 64 bytes from 192.168.6.31: icmp_seq=2577 ttl=63 time=16.6 ms
1729951137.808186953: 64 bytes from 192.168.6.31: icmp_seq=2578 ttl=63 time=14.5 ms
1729951137.902913651: 64 bytes from 192.168.6.31: icmp_seq=2579 ttl=63 time=8.66 ms
1729951138.005659568: 64 bytes from 192.168.6.31: icmp_seq=2580 ttl=63 time=10.1 ms
1729951138.100123801: 64 bytes from 192.168.6.31: icmp_seq=2581 ttl=63 time=5.45 ms
1729951138.200620681: 64 bytes from 192.168.6.31: icmp_seq=2582 ttl=63 time=4.89 ms
1729951138.300870571: 64 bytes from 192.168.6.31: icmp_seq=2583 ttl=63 time=4.33 ms
1729951138.402285380: 64 bytes from 192.168.6.31: icmp_seq=2584 ttl=63 time=4.40 ms
1729951138.501822450: 64 bytes from 192.168.6.31: icmp_seq=2585 ttl=63 time=3.90 ms
1729951138.602348541: 64 bytes from 192.168.6.31: icmp_seq=2586 ttl=63 time=4.23 ms
1729951138.702257625: 64 bytes from 192.168.6.31: icmp_seq=2587 ttl=63 time=3.28 ms
1729951138.802331639: 64 bytes from 192.168.6.31: icmp_seq=2588 ttl=63 time=2.94 ms
1729951138.902972315: 64 bytes from 192.168.6.31: icmp_seq=2589 ttl=63 time=3.81 ms
1729951139.004257396: 64 bytes from 192.168.6.31: icmp_seq=2590 ttl=63 time=3.66 ms
1729951139.104397423: 64 bytes from 192.168.6.31: icmp_seq=2591 ttl=63 time=3.81 ms
1729951139.203420537: 64 bytes from 192.168.6.31: icmp_seq=2592 ttl=63 time=2.75 ms
1729951139.304323818: 64 bytes from 192.168.6.31: icmp_seq=2593 ttl=63 time=1.66 ms
1729951139.407163236: 64 bytes from 192.168.6.31: icmp_seq=2594 ttl=63 time=3.50 ms
1729951139.508367524: 64 bytes from 192.168.6.31: icmp_seq=2595 ttl=63 time=4.03 ms
1729951139.608253955: 64 bytes from 192.168.6.31: icmp_seq=2596 ttl=63 time=3.54 ms
1729951139.709932126: 64 bytes from 192.168.6.31: icmp_seq=2597 ttl=63 time=5.07 ms
1729951139.808398800: 64 bytes from 192.168.6.31: icmp_seq=2598 ttl=63 time=2.83 ms
1729951139.910147182: 64 bytes from 192.168.6.31: icmp_seq=2599 ttl=63 time=3.58 ms
1729951140.009454279: 64 bytes from 192.168.6.31: icmp_seq=2600 ttl=63 time=2.29 ms
1729951140.112609860: 64 bytes from 192.168.6.31: icmp_seq=2601 ttl=63 time=4.76 ms
1729951140.212933989: 64 bytes from 192.168.6.31: icmp_seq=2602 ttl=63 time=4.11 ms
1729951140.314527071: 64 bytes from 192.168.6.31: icmp_seq=2603 ttl=63 time=5.21 ms
1729951140.416988411: 64 bytes from 192.168.6.31: icmp_seq=2604 ttl=63 time=7.16 ms
1729951140.515236591: 64 bytes from 192.168.6.31: icmp_seq=2605 ttl=63 time=4.34 ms
1729951140.618416393: 64 bytes from 192.168.6.31: icmp_seq=2606 ttl=63 time=7.27 ms
1729951140.715109720: 64 bytes from 192.168.6.31: icmp_seq=2607 ttl=63 time=3.66 ms
1729951140.817053203: 64 bytes from 192.168.6.31: icmp_seq=2608 ttl=63 time=4.74 ms
1729951140.917371523: 64 bytes from 192.168.6.31: icmp_seq=2609 ttl=63 time=3.51 ms
1729951141.018101852: 64 bytes from 192.168.6.31: icmp_seq=2610 ttl=63 time=3.40 ms
1729951141.122154962: 64 bytes from 192.168.6.31: icmp_seq=2611 ttl=63 time=6.85 ms
1729951141.218826181: 64 bytes from 192.168.6.31: icmp_seq=2612 ttl=63 time=2.63 ms
1729951141.321965611: 64 bytes from 192.168.6.31: icmp_seq=2613 ttl=63 time=5.01 ms
1729951141.425043181: 64 bytes from 192.168.6.31: icmp_seq=2614 ttl=63 time=7.64 ms
1729951141.525979196: 64 bytes from 192.168.6.31: icmp_seq=2615 ttl=63 time=7.38 ms
1729951141.629552515: 64 bytes from 192.168.6.31: icmp_seq=2616 ttl=63 time=10.8 ms
1729951141.725536863: 64 bytes from 192.168.6.31: icmp_seq=2617 ttl=63 time=5.09 ms
1729951141.827242887: 64 bytes from 192.168.6.31: icmp_seq=2618 ttl=63 time=6.90 ms
1729951141.925807391: 64 bytes from 192.168.6.31: icmp_seq=2619 ttl=63 time=4.61 ms
1729951142.030205786: 64 bytes from 192.168.6.31: icmp_seq=2620 ttl=63 time=8.13 ms
1729951142.127542444: 64 bytes from 192.168.6.31: icmp_seq=2621 ttl=63 time=4.23 ms
1729951142.225066173: 64 bytes from 192.168.6.31: icmp_seq=2622 ttl=63 time=2.14 ms
1729951142.334441342: 64 bytes from 192.168.6.31: icmp_seq=2623 ttl=63 time=11.1 ms
1729951142.426089291: 64 bytes from 192.168.6.31: icmp_seq=2624 ttl=63 time=2.94 ms
1729951142.535152961: 64 bytes from 192.168.6.31: icmp_seq=2625 ttl=63 time=11.8 ms
1729951142.631186879: 64 bytes from 192.168.6.31: icmp_seq=2626 ttl=63 time=6.77 ms
1729951142.733037395: 64 bytes from 192.168.6.31: icmp_seq=2627 ttl=63 time=7.00 ms
1729951142.840154509: 64 bytes from 192.168.6.31: icmp_seq=2628 ttl=63 time=14.0 ms
1729951142.941529743: 64 bytes from 192.168.6.31: icmp_seq=2629 ttl=63 time=15.6 ms
1729951143.039580587: 64 bytes from 192.168.6.31: icmp_seq=2630 ttl=63 time=11.9 ms
1729951143.141647211: 64 bytes from 192.168.6.31: icmp_seq=2631 ttl=63 time=13.8 ms
1729951143.242784591: 64 bytes from 192.168.6.31: icmp_seq=2632 ttl=63 time=13.7 ms
1729951143.350002210: 64 bytes from 192.168.6.31: icmp_seq=2633 ttl=63 time=20.4 ms
1729951143.448300688: 64 bytes from 192.168.6.31: icmp_seq=2634 ttl=63 time=17.8 ms
1729951143.552721465: 64 bytes from 192.168.6.31: icmp_seq=2635 ttl=63 time=20.3 ms
1729951143.650606196: 64 bytes from 192.168.6.31: icmp_seq=2636 ttl=63 time=18.1 ms
1729951143.748950579: 64 bytes from 192.168.6.31: icmp_seq=2637 ttl=63 time=16.1 ms
1729951143.844046879: 64 bytes from 192.168.6.31: icmp_seq=2638 ttl=63 time=11.0 ms
1729951143.939368320: 64 bytes from 192.168.6.31: icmp_seq=2639 ttl=63 time=5.82 ms
1729951144.041500305: 64 bytes from 192.168.6.31: icmp_seq=2640 ttl=63 time=6.70 ms
1729951144.141319290: 64 bytes from 192.168.6.31: icmp_seq=2641 ttl=63 time=5.89 ms
1729951144.244151104: 64 bytes from 192.168.6.31: icmp_seq=2642 ttl=63 time=7.82 ms
1729951144.345031826: 64 bytes from 192.168.6.31: icmp_seq=2643 ttl=63 time=7.33 ms
1729951144.443225286: 64 bytes from 192.168.6.31: icmp_seq=2644 ttl=63 time=5.96 ms
1729951144.546068152: 64 bytes from 192.168.6.31: icmp_seq=2645 ttl=63 time=7.53 ms
1729951144.645233347: 64 bytes from 192.168.6.31: icmp_seq=2646 ttl=63 time=5.69 ms
1729951144.748096064: 64 bytes from 192.168.6.31: icmp_seq=2647 ttl=63 time=7.60 ms
1729951144.846853909: 64 bytes from 192.168.6.31: icmp_seq=2648 ttl=63 time=5.38 ms
1729951144.948467247: 64 bytes from 192.168.6.31: icmp_seq=2649 ttl=63 time=6.67 ms
1729951145.050098784: 64 bytes from 192.168.6.31: icmp_seq=2650 ttl=63 time=7.52 ms
1729951145.149163096: 64 bytes from 192.168.6.31: icmp_seq=2651 ttl=63 time=4.95 ms
1729951145.252039653: 64 bytes from 192.168.6.31: icmp_seq=2652 ttl=63 time=8.29 ms
1729951145.351787802: 64 bytes from 192.168.6.31: icmp_seq=2653 ttl=63 time=6.51 ms
1729951145.453567466: 64 bytes from 192.168.6.31: icmp_seq=2654 ttl=63 time=8.04 ms
1729951145.553843106: 64 bytes from 192.168.6.31: icmp_seq=2655 ttl=63 time=8.47 ms
1729951145.653728001: 64 bytes from 192.168.6.31: icmp_seq=2656 ttl=63 time=6.62 ms
1729951145.756449881: 64 bytes from 192.168.6.31: icmp_seq=2657 ttl=63 time=9.24 ms
1729951145.855020337: 64 bytes from 192.168.6.31: icmp_seq=2658 ttl=63 time=7.12 ms
1729951145.957938801: 64 bytes from 192.168.6.31: icmp_seq=2659 ttl=63 time=9.35 ms
1729951146.057185890: 64 bytes from 192.168.6.31: icmp_seq=2660 ttl=63 time=8.39 ms
1729951146.159019801: 64 bytes from 192.168.6.31: icmp_seq=2661 ttl=63 time=9.31 ms
1729951146.260944330: 64 bytes from 192.168.6.31: icmp_seq=2662 ttl=63 time=10.6 ms
1729951146.360434484: 64 bytes from 192.168.6.31: icmp_seq=2663 ttl=63 time=8.88 ms
1729951146.462590288: 64 bytes from 192.168.6.31: icmp_seq=2664 ttl=63 time=10.3 ms
1729951146.562618700: 64 bytes from 192.168.6.31: icmp_seq=2665 ttl=63 time=9.74 ms
1729951146.663049309: 64 bytes from 192.168.6.31: icmp_seq=2666 ttl=63 time=9.19 ms
1729951146.764647094: 64 bytes from 192.168.6.31: icmp_seq=2667 ttl=63 time=10.1 ms
1729951146.863098458: 64 bytes from 192.168.6.31: icmp_seq=2668 ttl=63 time=8.27 ms
1729951146.964315429: 64 bytes from 192.168.6.31: icmp_seq=2669 ttl=63 time=8.91 ms
1729951147.063260448: 64 bytes from 192.168.6.31: icmp_seq=2670 ttl=63 time=7.61 ms
1729951147.164928272: 64 bytes from 192.168.6.31: icmp_seq=2671 ttl=63 time=9.02 ms
1729951147.266266314: 64 bytes from 192.168.6.31: icmp_seq=2672 ttl=63 time=9.46 ms
1729951147.366445286: 64 bytes from 192.168.6.31: icmp_seq=2673 ttl=63 time=8.60 ms
1729951147.469280410: 64 bytes from 192.168.6.31: icmp_seq=2674 ttl=63 time=11.7 ms
1729951147.567562507: 64 bytes from 192.168.6.31: icmp_seq=2675 ttl=63 time=8.57 ms
1729951147.669685067: 64 bytes from 192.168.6.31: icmp_seq=2676 ttl=63 time=10.1 ms
1729951147.774320523: 64 bytes from 192.168.6.31: icmp_seq=2677 ttl=63 time=14.3 ms
1729951147.868408465: 64 bytes from 192.168.6.31: icmp_seq=2678 ttl=63 time=7.44 ms
1729951147.969780576: 64 bytes from 192.168.6.31: icmp_seq=2679 ttl=63 time=7.94 ms
1729951148.069413661: 64 bytes from 192.168.6.31: icmp_seq=2680 ttl=63 time=6.95 ms
1729951148.171082234: 64 bytes from 192.168.6.31: icmp_seq=2681 ttl=63 time=8.06 ms
1729951148.267655278: 64 bytes from 192.168.6.31: icmp_seq=2682 ttl=63 time=4.56 ms
1729951148.373835121: 64 bytes from 192.168.6.31: icmp_seq=2683 ttl=63 time=9.76 ms
1729951148.474354187: 64 bytes from 192.168.6.31: icmp_seq=2684 ttl=63 time=9.59 ms
1729951148.575119163: 64 bytes from 192.168.6.31: icmp_seq=2685 ttl=63 time=9.39 ms
1729951148.677667863: 64 bytes from 192.168.6.31: icmp_seq=2686 ttl=63 time=11.3 ms
1729951148.778905523: 64 bytes from 192.168.6.31: icmp_seq=2687 ttl=63 time=11.9 ms
1729951148.876410352: 64 bytes from 192.168.6.31: icmp_seq=2688 ttl=63 time=9.36 ms
1729951148.978188152: 64 bytes from 192.168.6.31: icmp_seq=2689 ttl=63 time=10.5 ms
1729951149.081442551: 64 bytes from 192.168.6.31: icmp_seq=2690 ttl=63 time=13.4 ms
1729951149.186075376: 64 bytes from 192.168.6.31: icmp_seq=2691 ttl=63 time=16.2 ms
1729951149.293577503: 64 bytes from 192.168.6.31: icmp_seq=2692 ttl=63 time=23.8 ms
1729951149.387195849: 64 bytes from 192.168.6.31: icmp_seq=2693 ttl=63 time=16.4 ms
1729951149.490677889: 64 bytes from 192.168.6.31: icmp_seq=2694 ttl=63 time=19.2 ms
1729951149.591466257: 64 bytes from 192.168.6.31: icmp_seq=2695 ttl=63 time=20.0 ms
1729951149.685032960: 64 bytes from 192.168.6.31: icmp_seq=2696 ttl=63 time=12.6 ms
1729951149.792982732: 64 bytes from 192.168.6.31: icmp_seq=2697 ttl=63 time=20.4 ms
1729951149.884867170: 64 bytes from 192.168.6.31: icmp_seq=2698 ttl=63 time=10.9 ms
1729951149.979928535: 64 bytes from 192.168.6.31: icmp_seq=2699 ttl=63 time=6.15 ms
1729951150.081177920: 64 bytes from 192.168.6.31: icmp_seq=2700 ttl=63 time=6.70 ms
1729951150.180074797: 64 bytes from 192.168.6.31: icmp_seq=2701 ttl=63 time=4.96 ms
1729951150.286163848: 64 bytes from 192.168.6.31: icmp_seq=2702 ttl=63 time=10.7 ms
1729951150.379606305: 64 bytes from 192.168.6.31: icmp_seq=2703 ttl=63 time=4.31 ms
1729951150.481694244: 64 bytes from 192.168.6.31: icmp_seq=2704 ttl=63 time=5.19 ms
1729951150.583862726: 64 bytes from 192.168.6.31: icmp_seq=2705 ttl=63 time=6.01 ms
1729951150.681407854: 64 bytes from 192.168.6.31: icmp_seq=2706 ttl=63 time=3.43 ms
1729951150.783279810: 64 bytes from 192.168.6.31: icmp_seq=2707 ttl=63 time=5.67 ms
1729951150.882916877: 64 bytes from 192.168.6.31: icmp_seq=2708 ttl=63 time=3.91 ms
1729951150.983574589: 64 bytes from 192.168.6.31: icmp_seq=2709 ttl=63 time=3.92 ms
1729951151.082349197: 64 bytes from 192.168.6.31: icmp_seq=2710 ttl=63 time=2.44 ms
1729951151.183605738: 64 bytes from 192.168.6.31: icmp_seq=2711 ttl=63 time=3.25 ms
1729951151.286147235: 64 bytes from 192.168.6.31: icmp_seq=2712 ttl=63 time=5.08 ms
1729951151.384347370: 64 bytes from 192.168.6.31: icmp_seq=2713 ttl=63 time=2.57 ms
1729951151.485061564: 64 bytes from 192.168.6.31: icmp_seq=2714 ttl=63 time=2.97 ms
1729951151.584320234: 64 bytes from 192.168.6.31: icmp_seq=2715 ttl=63 time=1.88 ms
1729951151.685335697: 64 bytes from 192.168.6.31: icmp_seq=2716 ttl=63 time=2.65 ms
1729951151.786205572: 64 bytes from 192.168.6.31: icmp_seq=2717 ttl=63 time=2.74 ms
1729951151.887932946: 64 bytes from 192.168.6.31: icmp_seq=2718 ttl=63 time=3.43 ms
1729951151.989698864: 64 bytes from 192.168.6.31: icmp_seq=2719 ttl=63 time=4.06 ms
1729951152.087008036: 64 bytes from 192.168.6.31: icmp_seq=2720 ttl=63 time=1.56 ms
1729951152.195471063: 64 bytes from 192.168.6.31: icmp_seq=2721 ttl=63 time=8.81 ms
1729951152.290387858: 64 bytes from 192.168.6.31: icmp_seq=2722 ttl=63 time=2.22 ms
1729951152.391361065: 64 bytes from 192.168.6.31: icmp_seq=2723 ttl=63 time=2.94 ms
1729951152.492955523: 64 bytes from 192.168.6.31: icmp_seq=2724 ttl=63 time=4.28 ms
1729951152.591765087: 64 bytes from 192.168.6.31: icmp_seq=2725 ttl=63 time=2.90 ms
1729951152.695331650: 64 bytes from 192.168.6.31: icmp_seq=2726 ttl=63 time=5.20 ms
1729951152.791723974: 64 bytes from 192.168.6.31: icmp_seq=2727 ttl=63 time=1.57 ms
1729951152.894219172: 64 bytes from 192.168.6.31: icmp_seq=2728 ttl=63 time=3.48 ms
1729951152.994530200: 64 bytes from 192.168.6.31: icmp_seq=2729 ttl=63 time=2.95 ms
1729951153.095984538: 64 bytes from 192.168.6.31: icmp_seq=2730 ttl=63 time=3.44 ms
1729951153.202183173: 64 bytes from 192.168.6.31: icmp_seq=2731 ttl=63 time=8.55 ms
1729951153.306406024: 64 bytes from 192.168.6.31: icmp_seq=2732 ttl=63 time=12.3 ms
1729951153.400265784: 64 bytes from 192.168.6.31: icmp_seq=2733 ttl=63 time=5.47 ms
1729951153.499110562: 64 bytes from 192.168.6.31: icmp_seq=2734 ttl=63 time=3.69 ms
1729951153.607387362: 64 bytes from 192.168.6.31: icmp_seq=2735 ttl=63 time=10.8 ms
1729951153.710070827: 64 bytes from 192.168.6.31: icmp_seq=2736 ttl=63 time=12.1 ms
1729951153.807838774: 64 bytes from 192.168.6.31: icmp_seq=2737 ttl=63 time=9.36 ms
1729951153.905492391: 64 bytes from 192.168.6.31: icmp_seq=2738 ttl=63 time=6.54 ms
1729951154.005984949: 64 bytes from 192.168.6.31: icmp_seq=2739 ttl=63 time=6.09 ms
1729951154.109329038: 64 bytes from 192.168.6.31: icmp_seq=2740 ttl=63 time=10.2 ms
1729951154.210502354: 64 bytes from 192.168.6.31: icmp_seq=2741 ttl=63 time=11.4 ms
1729951154.306998525: 64 bytes from 192.168.6.31: icmp_seq=2742 ttl=63 time=6.74 ms
1729951154.409568276: 64 bytes from 192.168.6.31: icmp_seq=2743 ttl=63 time=7.95 ms
1729951154.507409742: 64 bytes from 192.168.6.31: icmp_seq=2744 ttl=63 time=6.22 ms
1729951154.614536381: 64 bytes from 192.168.6.31: icmp_seq=2745 ttl=63 time=12.4 ms
1729951154.712479691: 64 bytes from 192.168.6.31: icmp_seq=2746 ttl=63 time=10.3 ms
1729951154.815726891: 64 bytes from 192.168.6.31: icmp_seq=2747 ttl=63 time=12.4 ms
1729951154.916302415: 64 bytes from 192.168.6.31: icmp_seq=2748 ttl=63 time=12.0 ms
1729951155.017969351: 64 bytes from 192.168.6.31: icmp_seq=2749 ttl=63 time=13.2 ms
1729951155.119821268: 64 bytes from 192.168.6.31: icmp_seq=2750 ttl=63 time=15.0 ms
1729951155.222712335: 64 bytes from 192.168.6.31: icmp_seq=2751 ttl=63 time=18.5 ms
1729951155.327633428: 64 bytes from 192.168.6.31: icmp_seq=2752 ttl=63 time=21.9 ms
1729951155.413764006: 64 bytes from 192.168.6.31: icmp_seq=2753 ttl=63 time=7.20 ms
1729951155.508875934: 64 bytes from 192.168.6.31: icmp_seq=2754 ttl=63 time=2.46 ms
1729951155.608786286: 64 bytes from 192.168.6.31: icmp_seq=2755 ttl=63 time=1.90 ms
1729951155.710990277: 64 bytes from 192.168.6.31: icmp_seq=2756 ttl=63 time=3.39 ms
1729951155.814358385: 64 bytes from 192.168.6.31: icmp_seq=2757 ttl=63 time=5.11 ms
1729951155.912888679: 64 bytes from 192.168.6.31: icmp_seq=2758 ttl=63 time=3.61 ms
1729951156.015847812: 64 bytes from 192.168.6.31: icmp_seq=2759 ttl=63 time=5.57 ms
1729951156.114753178: 64 bytes from 192.168.6.31: icmp_seq=2760 ttl=63 time=3.44 ms
1729951156.216071501: 64 bytes from 192.168.6.31: icmp_seq=2761 ttl=63 time=4.09 ms
1729951156.316285936: 64 bytes from 192.168.6.31: icmp_seq=2762 ttl=63 time=3.74 ms
1729951156.418437855: 64 bytes from 192.168.6.31: icmp_seq=2763 ttl=63 time=4.89 ms
1729951156.517871682: 64 bytes from 192.168.6.31: icmp_seq=2764 ttl=63 time=3.99 ms
1729951156.616998421: 64 bytes from 192.168.6.31: icmp_seq=2765 ttl=63 time=2.27 ms
1729951156.717782718: 64 bytes from 192.168.6.31: icmp_seq=2766 ttl=63 time=2.88 ms
1729951156.819769967: 64 bytes from 192.168.6.31: icmp_seq=2767 ttl=63 time=4.20 ms
1729951156.921596521: 64 bytes from 192.168.6.31: icmp_seq=2768 ttl=63 time=5.15 ms
1729951157.020767709: 64 bytes from 192.168.6.31: icmp_seq=2769 ttl=63 time=4.27 ms
1729951157.121233962: 64 bytes from 192.168.6.31: icmp_seq=2770 ttl=63 time=3.32 ms
1729951157.221287099: 64 bytes from 192.168.6.31: icmp_seq=2771 ttl=63 time=3.23 ms
1729951157.319987228: 64 bytes from 192.168.6.31: icmp_seq=2772 ttl=63 time=1.85 ms
1729951157.425444738: 64 bytes from 192.168.6.31: icmp_seq=2773 ttl=63 time=5.40 ms
1729951157.523908425: 64 bytes from 192.168.6.31: icmp_seq=2774 ttl=63 time=3.81 ms
1729951157.625797310: 64 bytes from 192.168.6.31: icmp_seq=2775 ttl=63 time=4.30 ms
1729951157.728229037: 64 bytes from 192.168.6.31: icmp_seq=2776 ttl=63 time=6.34 ms
1729951157.825166880: 64 bytes from 192.168.6.31: icmp_seq=2777 ttl=63 time=2.26 ms
1729951157.927609753: 64 bytes from 192.168.6.31: icmp_seq=2778 ttl=63 time=4.52 ms
1729951158.027727164: 64 bytes from 192.168.6.31: icmp_seq=2779 ttl=63 time=3.83 ms
1729951158.130082162: 64 bytes from 192.168.6.31: icmp_seq=2780 ttl=63 time=4.75 ms
1729951158.232827031: 64 bytes from 192.168.6.31: icmp_seq=2781 ttl=63 time=7.38 ms
1729951158.329199034: 64 bytes from 192.168.6.31: icmp_seq=2782 ttl=63 time=3.18 ms
1729951158.431815032: 64 bytes from 192.168.6.31: icmp_seq=2783 ttl=63 time=4.87 ms
1729951158.530239857: 64 bytes from 192.168.6.31: icmp_seq=2784 ttl=63 time=3.38 ms
1729951158.634065214: 64 bytes from 192.168.6.31: icmp_seq=2785 ttl=63 time=6.14 ms
1729951158.731915254: 64 bytes from 192.168.6.31: icmp_seq=2786 ttl=63 time=3.96 ms
1729951158.832963938: 64 bytes from 192.168.6.31: icmp_seq=2787 ttl=63 time=4.77 ms
1729951158.934425715: 64 bytes from 192.168.6.31: icmp_seq=2788 ttl=63 time=5.83 ms
1729951159.034771102: 64 bytes from 192.168.6.31: icmp_seq=2789 ttl=63 time=4.29 ms
1729951159.137779064: 64 bytes from 192.168.6.31: icmp_seq=2790 ttl=63 time=6.80 ms
1729951159.234890754: 64 bytes from 192.168.6.31: icmp_seq=2791 ttl=63 time=3.24 ms
1729951159.337958843: 64 bytes from 192.168.6.31: icmp_seq=2792 ttl=63 time=4.90 ms
1729951159.441445442: 64 bytes from 192.168.6.31: icmp_seq=2793 ttl=63 time=8.94 ms
1729951159.537143007: 64 bytes from 192.168.6.31: icmp_seq=2794 ttl=63 time=4.14 ms
1729951159.636724278: 64 bytes from 192.168.6.31: icmp_seq=2795 ttl=63 time=3.21 ms
1729951159.736665273: 64 bytes from 192.168.6.31: icmp_seq=2796 ttl=63 time=2.68 ms
1729951159.840349682: 64 bytes from 192.168.6.31: icmp_seq=2797 ttl=63 time=5.45 ms
1729951159.938223304: 64 bytes from 192.168.6.31: icmp_seq=2798 ttl=63 time=2.61 ms
1729951160.040552015: 64 bytes from 192.168.6.31: icmp_seq=2799 ttl=63 time=3.58 ms
1729951160.142006303: 64 bytes from 192.168.6.31: icmp_seq=2800 ttl=63 time=4.59 ms
1729951160.241962222: 64 bytes from 192.168.6.31: icmp_seq=2801 ttl=63 time=3.62 ms
1729951160.346160043: 64 bytes from 192.168.6.31: icmp_seq=2802 ttl=63 time=6.46 ms
1729951160.449932145: 64 bytes from 192.168.6.31: icmp_seq=2803 ttl=63 time=9.60 ms
1729951160.550628722: 64 bytes from 192.168.6.31: icmp_seq=2804 ttl=63 time=10.4 ms
1729951160.650777469: 64 bytes from 192.168.6.31: icmp_seq=2805 ttl=63 time=9.43 ms
1729951160.753066291: 64 bytes from 192.168.6.31: icmp_seq=2806 ttl=63 time=10.8 ms
1729951160.856638770: 64 bytes from 192.168.6.31: icmp_seq=2807 ttl=63 time=13.7 ms
1729951160.960976313: 64 bytes from 192.168.6.31: icmp_seq=2808 ttl=63 time=16.0 ms
1729951161.063295168: 64 bytes from 192.168.6.31: icmp_seq=2809 ttl=63 time=18.5 ms
1729951161.162997276: 64 bytes from 192.168.6.31: icmp_seq=2810 ttl=63 time=17.6 ms
1729951161.265893769: 64 bytes from 192.168.6.31: icmp_seq=2811 ttl=63 time=19.8 ms
1729951161.371277142: 64 bytes from 192.168.6.31: icmp_seq=2812 ttl=63 time=23.6 ms
1729951161.467179744: 64 bytes from 192.168.6.31: icmp_seq=2813 ttl=63 time=18.6 ms
1729951161.566928235: 64 bytes from 192.168.6.31: icmp_seq=2814 ttl=63 time=17.4 ms
1729951161.664761049: 64 bytes from 192.168.6.31: icmp_seq=2815 ttl=63 time=14.8 ms
1729951161.762647169: 64 bytes from 192.168.6.31: icmp_seq=2816 ttl=63 time=12.0 ms
1729951161.861433076: 64 bytes from 192.168.6.31: icmp_seq=2817 ttl=63 time=9.61 ms
1729951161.961742404: 64 bytes from 192.168.6.31: icmp_seq=2818 ttl=63 time=10.3 ms
1729951162.061059405: 64 bytes from 192.168.6.31: icmp_seq=2819 ttl=63 time=8.87 ms
1729951162.161821100: 64 bytes from 192.168.6.31: icmp_seq=2820 ttl=63 time=8.93 ms
1729951162.262670622: 64 bytes from 192.168.6.31: icmp_seq=2821 ttl=63 time=8.42 ms
1729951162.367077543: 64 bytes from 192.168.6.31: icmp_seq=2822 ttl=63 time=12.1 ms
1729951162.467479092: 64 bytes from 192.168.6.31: icmp_seq=2823 ttl=63 time=11.8 ms
1729951162.566049657: 64 bytes from 192.168.6.31: icmp_seq=2824 ttl=63 time=9.65 ms
1729951162.667167651: 64 bytes from 192.168.6.31: icmp_seq=2825 ttl=63 time=10.1 ms
1729951162.765757197: 64 bytes from 192.168.6.31: icmp_seq=2826 ttl=63 time=7.88 ms
1729951162.870722958: 64 bytes from 192.168.6.31: icmp_seq=2827 ttl=63 time=11.9 ms
1729951162.970883086: 64 bytes from 192.168.6.31: icmp_seq=2828 ttl=63 time=11.5 ms
1729951163.067895469: 64 bytes from 192.168.6.31: icmp_seq=2829 ttl=63 time=8.01 ms
1729951163.167827454: 64 bytes from 192.168.6.31: icmp_seq=2830 ttl=63 time=7.38 ms
1729951163.268119634: 64 bytes from 192.168.6.31: icmp_seq=2831 ttl=63 time=6.88 ms
1729951163.370976889: 64 bytes from 192.168.6.31: icmp_seq=2832 ttl=63 time=10.1 ms
1729951163.470253252: 64 bytes from 192.168.6.31: icmp_seq=2833 ttl=63 time=7.85 ms
1729951163.566456048: 64 bytes from 192.168.6.31: icmp_seq=2834 ttl=63 time=3.77 ms
1729951163.664555552: 64 bytes from 192.168.6.31: icmp_seq=2835 ttl=63 time=2.24 ms
1729951163.766627669: 64 bytes from 192.168.6.31: icmp_seq=2836 ttl=63 time=3.79 ms
1729951163.875330525: 64 bytes from 192.168.6.31: icmp_seq=2837 ttl=63 time=11.2 ms
1729951163.969022410: 64 bytes from 192.168.6.31: icmp_seq=2838 ttl=63 time=3.96 ms
