Time,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay
1729951435.17,19.2,0.968,0.0,1.84,38.4,0.602,0.0,4.66,19.2,1.156,0.0,4.07,8.0,1.452,0.0,1.3
1729951435.27,20.8,0.98,0.0,1.59,41.6,0.803,0.0,4.78,20.8,1.111,0.0,5.35,8.0,1.529,0.0,0.97
1729951435.37,19.2,0.957,0.0,1.32,40.0,0.716,0.0,7.26,19.2,1.094,0.0,8.02,8.0,1.733,0.0,1.15
1729951435.47,20.8,1.087,0.0,0.866,40.0,0.685,0.0,7.62,20.8,1.269,0.0,7.67,8.0,1.798,0.0,0.961
1729951435.57,19.2,1.077,0.0,0.858,40.0,0.632,0.0,5.45,19.2,1.239,0.0,6.05,8.0,1.791,0.0,1.7
1729951435.67,20.8,1.136,0.0,0.862,40.0,0.819,0.0,4.74,20.8,1.243,0.0,4.8,8.01,2.026,0.0,0.778
1729951435.77,19.2,0.967,0.0,0.806,40.0,0.616,0.0,7.36,19.2,1.152,0.0,7.66,7.99,2.008,0.0,0.97
1729951435.87,20.8,0.925,0.0,4.59,38.4,0.737,0.0,4.06,20.8,1.074,0.0,4.59,8.0,2.35,0.0,0.892
1729951435.97,20.8,1.085,0.0,5.34,41.6,0.76,0.0,7.2,19.2,1.281,0.0,7.89,9.6,2.365,0.0,0.865
1729951436.07,19.2,1.153,0.0,4.1,40.0,0.694,0.0,5.4,20.8,1.191,0.0,6.58,8.0,2.133,0.0,3.15
1729951436.17,20.8,1.16,0.0,7.67,38.4,0.692,0.0,5.28,19.2,1.279,0.0,5.53,6.4,2.235,0.0,2.0
1729951436.27,19.2,1.278,0.0,3.29,41.6,0.754,0.0,7.79,19.2,1.155,0.0,8.75,8.0,2.267,0.0,4.09
1729951436.37,20.8,1.134,0.0,4.72,38.4,0.754,0.0,4.47,20.8,1.212,0.0,4.99,9.6,2.215,0.0,1.39
1729951436.47,19.2,1.277,0.0,4.35,41.6,0.776,0.0,7.72,20.8,1.322,0.0,8.36,6.4,2.291,0.0,1.49
1729951436.57,20.8,1.224,0.0,4.58,38.4,0.677,0.0,4.1,19.2,1.287,0.0,5.27,9.6,2.04,0.0,0.734
1729951436.67,19.2,1.323,0.0,7.47,40.0,0.725,0.0,5.32,19.2,1.165,0.0,5.22,6.4,2.366,0.0,3.73
1729951436.77,20.8,1.289,0.0,3.75,40.0,0.776,0.0,6.9,20.8,0.975,0.0,7.34,9.6,2.234,0.0,6.26
1729951436.87,19.2,1.261,0.0,7.58,40.0,0.847,0.0,4.53,20.8,1.097,0.0,4.76,6.4,2.156,0.0,2.39
1729951436.97,20.8,1.28,0.0,4.51,40.0,0.86,0.0,7.79,19.2,0.875,0.0,7.92,8.0,1.747,0.0,4.22
1729951437.07,19.2,1.44,0.0,5.185,40.0,0.721,0.0,4.77,20.8,1.049,0.0,5.18,8.0,1.48,0.0,2.77
1729951437.17,19.2,1.296,0.0,5.86,40.0,0.898,0.0,5.12,19.2,1.116,0.0,4.88,8.0,1.26,0.0,4.25
1729951437.27,20.8,1.121,0.0,3.38,40.0,0.745,0.0,5.97,20.8,1.024,0.0,5.38,8.0,1.316,0.0,4.98
1729951437.37,20.8,1.226,0.0,7.35,40.0,0.702,0.0,4.67,19.2,1.044,0.0,4.51,8.0,1.458,0.0,2.48
1729951437.47,19.2,1.294,0.0,2.84,40.0,0.781,0.0,7.63,20.8,0.82,0.0,6.7,8.0,1.565,0.0,6.58
1729951437.57,19.2,1.228,0.0,3.93,40.0,0.714,0.0,4.37,19.2,1.048,0.0,4.38,8.0,1.808,0.0,1.92
1729951437.67,20.8,1.034,0.0,5.02,40.0,0.979,0.0,5.61,20.8,0.891,0.0,5.14,8.01,1.589,0.0,3.18
1729951437.77,19.2,0.872,0.0,6.11,40.0,0.865,0.0,6.29,19.2,0.946,0.0,5.84,7.99,1.502,0.0,3.23
1729951437.87,20.8,0.721,0.0,6.7,40.0,0.71,0.0,7.86,20.8,0.835,0.0,6.89,9.6,1.431,0.0,6.48
1729951437.97,19.2,0.73,0.0,5.35,40.0,0.729,0.0,5.07,19.2,0.82,0.0,5.81,8.0,1.427,0.0,2.62
1729951438.07,20.8,0.903,0.0,4.0,40.0,0.772,0.0,5.28,20.8,1.035,0.0,5.98,6.4,1.252,0.0,2.99
1729951438.17,20.8,0.909,0.0,5.14,40.0,0.681,0.0,6.35,20.8,0.932,0.0,6.34,8.0,1.322,0.0,4.78
1729951438.27,19.2,0.868,0.0,8.02,38.4,0.689,0.0,9.11,19.2,0.977,0.0,9.71,8.0,1.457,0.0,8.16
1729951438.37,20.8,0.759,0.0,9.35,41.6,0.636,0.0,8.765,19.2,0.817,0.0,10.8,8.0,1.509,0.0,9.19
1729951438.47,19.2,0.757,0.0,6.52,38.4,0.74,0.0,8.42,20.8,0.753,0.0,8.13,8.0,1.69,0.0,7.02
1729951438.57,20.8,0.928,0.0,7.37,40.1,0.873,0.0,8.78,19.2,0.92,0.0,8.8,8.0,1.682,0.0,7.12
1729951438.67,19.2,0.823,0.0,7.98,39.9,0.778,0.0,9.23,20.8,0.872,0.0,8.92,8.0,1.715,0.0,7.44
1729951438.77,20.8,0.851,0.0,9.67,40.0,0.675,0.0,9.99,19.2,1.021,0.0,10.0,8.01,1.887,0.0,8.61
1729951438.87,19.2,0.955,0.0,11.2,40.0,0.706,0.0,10.545,20.8,1.024,0.0,12.0,7.99,2.036,0.0,11.1
1729951438.97,20.8,0.877,0.0,11.6,40.0,0.745,0.0,11.1,19.2,0.989,0.0,11.8,8.0,2.136,0.0,11.0
1729951439.07,19.2,1.007,0.0,11.9,40.0,0.487,0.0,10.4,20.8,1.013,0.0,10.8,8.0,2.127,0.0,1.76
1729951439.17,20.8,0.925,0.0,9.45,41.6,0.639,0.0,9.17,19.2,1.168,0.0,9.31,8.01,2.11,0.0,2.18
1729951439.27,19.2,0.861,0.0,4.07,40.0,0.664,0.0,8.89,20.8,1.012,0.0,8.57,7.93,2.108,0.0,1.97
1729951439.37,20.8,0.71,0.0,5.25,40.0,0.49,0.0,8.97,19.2,0.921,0.0,8.45,8.06,1.995,0.0,1.56
1729951439.47,19.2,0.743,0.0,4.49,40.0,0.459,0.0,9.05,20.8,0.832,0.0,9.11,8.0,1.758,0.0,1.43
1729951439.57,20.8,0.854,0.0,5.45,40.0,0.406,0.0,9.88,19.2,0.973,0.0,10.7,8.0,1.735,0.0,2.39
1729951439.67,19.2,1.112,0.0,5.4,40.0,0.729,0.0,10.2,20.8,1.104,0.0,10.4,8.01,1.611,0.0,1.53
1729951439.77,20.8,0.985,0.0,4.45,40.0,0.483,0.0,10.7,19.2,1.093,0.0,8.5,7.99,1.612,0.0,1.85
1729951439.87,19.2,0.828,0.0,6.38,40.0,0.417,0.0,9.7,20.8,0.99,0.0,8.89,8.0,1.521,0.0,4.07
1729951439.97,20.8,0.706,0.0,3.44,40.0,0.381,0.0,8.7,19.2,0.804,0.0,5.19,8.0,1.505,0.0,2.22
1729951440.07,19.2,0.872,0.0,5.44,40.0,0.569,0.0,5.27,20.8,0.978,0.0,4.61,8.0,1.439,0.0,4.05
1729951440.17,20.8,0.837,0.0,4.72,40.0,0.567,0.0,4.85,19.2,1.107,0.0,4.92,8.0,1.508,0.0,2.64
1729951440.27,19.2,0.794,0.0,4.68,40.0,0.466,0.0,4.89,20.8,0.936,0.0,4.62,8.0,1.368,0.0,3.98
1729951440.37,20.8,0.804,0.0,5.91,40.0,0.366,0.0,4.725,19.2,0.835,0.0,5.32,7.99,1.168,0.0,2.44
1729951440.47,19.2,0.756,0.0,4.26,41.6,0.384,0.0,4.56,20.8,0.829,0.0,5.24,8.01,1.151,0.0,2.51
1729951440.57,20.8,1.038,0.0,5.06,38.4,0.72,0.0,4.77,19.2,1.149,0.0,5.77,8.0,1.078,0.0,3.51
1729951440.67,19.2,1.106,0.0,4.53,41.6,0.489,0.0,5.07,20.8,1.184,0.0,5.03,8.0,1.063,0.0,2.2
1729951440.77,20.8,1.278,0.0,4.43,40.0,0.449,0.0,5.15,19.2,1.254,0.0,5.49,8.0,1.013,0.0,3.11
1729951440.87,19.2,1.147,0.0,5.16,40.0,0.524,0.0,5.18,20.8,1.173,0.0,4.78,8.01,1.288,0.0,1.98
1729951440.97,19.2,1.036,0.0,3.15,40.0,0.458,0.0,5.21,19.2,0.943,0.0,5.52,7.99,1.307,0.0,1.2
1729951441.07,20.8,1.259,0.0,5.2,40.0,0.645,0.0,5.33,19.2,0.951,0.0,5.53,8.0,1.507,0.0,1.39
1729951441.17,19.2,1.359,0.0,2.93,40.0,0.567,0.0,5.45,20.8,1.03,0.0,4.68,8.01,1.605,0.0,1.22
1729951441.27,20.8,1.19,0.0,4.3,40.0,0.592,0.0,5.5,20.8,1.124,0.0,4.91,7.99,1.478,0.0,1.47
1729951441.37,20.8,1.104,0.0,4.25,40.0,0.549,0.0,4.7,19.2,1.004,0.0,4.99,8.0,1.43,0.0,1.97
1729951441.47,19.2,1.065,0.0,3.71,40.0,0.49,0.0,5.19,20.8,0.878,0.0,5.43,8.0,1.425,0.0,1.91
1729951441.57,19.2,1.346,0.0,3.94,40.0,1.025,0.0,5.05,19.2,1.121,0.0,4.66,8.0,1.653,0.0,1.1
1729951441.67,20.8,1.267,0.0,2.87,40.0,0.723,0.0,4.68,20.8,1.048,0.0,5.25,8.0,1.588,0.0,2.02
1729951441.77,19.2,1.067,0.0,4.41,40.0,0.59,0.0,5.42,19.2,1.009,0.0,4.6,8.0,1.813,0.0,1.0
1729951441.87,20.8,0.941,0.0,3.04,40.0,0.662,0.0,4.02,20.8,0.929,0.0,4.37,8.0,1.842,0.0,1.58
1729951441.97,19.2,0.826,0.0,3.83,40.1,0.682,0.0,4.86,19.2,0.864,0.0,4.53,8.0,1.634,0.0,1.31
1729951442.07,19.2,0.806,0.0,3.56,39.9,0.867,0.0,3.94,20.8,0.823,0.0,4.09,8.0,1.505,0.0,0.771
1729951442.17,20.8,0.988,0.0,3.2,40.0,0.762,0.0,4.73,19.2,1.045,0.0,5.01,8.0,1.47,0.0,2.34
1729951442.27,20.8,1.03,0.0,4.79,40.0,0.714,0.0,4.43,20.8,1.068,0.0,4.43,7.99,1.599,0.0,2.65
1729951442.37,20.8,1.075,0.0,3.83,40.0,0.762,0.0,4.87,19.2,1.085,0.0,4.92,8.01,1.704,0.0,2.1
1729951442.47,19.2,1.011,0.0,3.92,40.0,0.758,0.0,4.53,20.8,1.088,0.0,4.04,8.0,1.784,0.0,2.68
1729951442.57,20.8,0.928,0.0,5.39,38.4,0.915,0.0,3.82,19.2,0.982,0.0,4.78,8.0,1.853,0.0,1.38
1729951442.67,19.2,1.076,0.0,3.44,41.5,0.858,0.0,4.03,20.8,1.108,0.0,4.56,8.0,2.05,0.0,1.82
1729951442.77,20.8,0.982,0.0,5.12,38.4,0.79,0.0,3.94,19.2,1.152,0.0,3.89,8.0,2.33,0.0,2.23
1729951442.87,19.2,1.086,0.0,3.4,41.6,0.817,0.0,4.52,20.8,1.078,0.0,4.08,8.0,1.796,0.0,1.8
1729951442.97,20.8,0.88,0.0,4.65,38.4,0.858,0.0,3.88,19.2,0.97,0.0,4.41,7.99,1.788,0.0,2.68
1729951443.07,19.2,0.93,0.0,4.19,40.1,0.846,0.0,4.18,20.8,0.9,0.0,4.41,8.02,1.465,0.0,1.26
1729951443.17,20.8,1.048,0.0,4.28,39.9,0.954,0.0,4.5,19.2,1.07,0.0,5.04,8.0,1.368,0.0,2.04
1729951443.27,19.2,1.17,0.0,5.22,40.0,0.672,0.0,4.56,20.8,1.187,0.0,5.21,8.0,1.342,0.0,0.705
1729951443.37,20.8,1.113,0.0,4.38,38.4,0.639,0.0,4.89,19.2,1.187,0.0,5.86,8.0,1.369,0.0,2.06
1729951443.47,19.2,0.98,0.0,4.69,41.6,0.611,0.0,4.28,20.8,1.13,0.0,5.11,9.6,1.711,0.0,1.26
1729951443.57,20.8,1.083,0.0,4.79,40.1,0.62,0.0,5.01,19.2,1.001,0.0,5.39,6.4,1.783,0.0,0.927
1729951443.67,19.2,1.169,0.0,4.89,41.5,0.491,0.0,5.43,20.8,1.225,0.0,5.39,8.0,1.857,0.0,0.751
1729951443.77,20.8,1.305,0.0,4.86,40.0,0.569,0.0,4.44,19.2,1.33,0.0,5.48,8.0,1.585,0.0,3.48
1729951443.87,19.2,1.176,0.0,5.55,40.1,0.826,0.0,5.44,20.8,1.179,0.0,5.22,8.0,1.409,0.0,3.15
1729951443.97,20.8,1.005,0.0,5.27,40.0,0.565,0.0,4.79,19.2,1.052,0.0,5.81,8.0,1.258,0.0,3.51
1729951444.07,19.2,1.107,0.0,6.95,40.0,0.607,0.0,5.96,20.8,0.962,0.0,7.54,8.0,1.271,0.0,3.92
1729951444.17,19.2,1.315,0.0,7.03,40.0,0.594,0.0,7.01,19.2,1.21,0.0,7.17,8.0,1.242,0.0,5.26
1729951444.27,20.8,1.267,0.0,7.59,40.0,0.65,0.0,7.41,19.2,1.336,0.0,8.21,8.0,1.334,0.0,4.25
1729951444.37,19.2,1.144,0.0,8.06,38.4,0.768,0.0,8.47,20.8,1.132,0.0,8.95,8.0,1.423,0.0,5.74
1729951444.47,20.8,1.046,0.0,9.5,41.6,0.628,0.0,8.65,19.2,1.023,0.0,9.71,9.6,1.459,0.0,7.23
1729951444.57,19.2,1.07,0.0,9.65,38.4,0.741,0.0,9.58,20.8,0.928,0.0,9.97,7.99,1.526,0.0,7.41
1729951444.67,20.8,1.157,0.0,9.99,41.6,0.636,0.0,9.43,19.2,0.99,0.0,10.7,6.41,1.721,0.0,7.84
1729951444.77,19.2,1.077,0.0,10.4,40.0,0.637,0.0,10.4,20.8,1.097,0.0,12.7,8.0,1.756,0.0,9.13
1729951444.87,20.8,1.252,0.0,12.2,38.4,0.775,0.0,13.0,19.1,1.223,0.0,12.95,8.0,1.973,0.0,10.415
1729951444.97,20.8,1.226,0.0,13.4,41.6,0.671,0.0,11.9,20.8,1.116,0.0,13.2,9.6,2.012,0.0,11.7
1729951445.07,19.2,1.143,0.0,12.1,40.1,0.715,0.0,13.0,19.2,0.965,0.0,10.1,8.0,2.014,0.0,12.3
1729951445.17,19.2,1.025,0.0,11.7,38.4,0.649,0.0,10.9,20.8,1.005,0.0,9.18,8.0,2.027,0.0,2.31
1729951445.27,20.8,1.177,0.0,9.03,41.6,0.633,0.0,9.9,19.2,0.794,0.0,10.3,6.4,2.142,0.0,1.86
1729951445.37,20.8,1.112,0.0,9.9,38.4,0.66,0.0,10.7,20.8,0.931,0.0,9.715,7.99,1.833,0.0,1.78
1729951445.47,19.2,0.98,0.0,7.08,41.6,0.506,0.0,9.99,20.8,0.948,0.0,9.13,9.6,1.571,0.0,1.7
1729951445.57,19.2,0.837,0.0,6.41,38.4,0.562,0.0,9.56,19.2,0.834,0.0,9.71,8.0,1.543,0.0,3.78
1729951445.67,20.8,0.948,0.0,6.2,41.5,0.672,0.0,10.2,20.8,0.764,0.0,10.2,8.0,1.425,0.0,4.31
1729951445.77,19.2,1.028,0.0,6.2,40.1,0.628,0.0,8.79,19.2,0.754,0.0,8.69,6.4,1.701,0.0,3.78
1729951445.87,20.8,1.094,0.0,6.37,38.4,0.863,0.0,7.0,20.8,0.928,0.0,6.82,9.6,1.5,0.0,3.16
1729951445.97,19.2,0.82,0.0,5.58,41.6,0.642,0.0,5.88,19.2,0.831,0.0,4.95,8.0,1.458,0.0,2.54
1729951446.07,20.8,0.919,0.0,5.41,38.4,0.632,0.0,4.32,20.8,0.9,0.0,4.15,6.4,1.527,0.0,3.48
1729951446.17,19.2,0.801,0.0,5.47,41.6,0.787,0.0,4.48,19.2,0.624,0.0,4.6,9.6,1.682,0.0,4.42
1729951446.27,19.2,0.716,0.0,5.45,38.3,0.68,0.0,4.91,20.8,0.757,0.0,7.77,8.0,1.675,0.0,4.23
1729951446.37,20.8,0.877,0.0,5.61,40.0,0.771,0.0,8.15,19.2,0.671,0.0,6.22,8.0,1.387,0.0,4.04
1729951446.47,20.8,0.853,0.0,5.25,41.6,0.73,0.0,5.2,20.8,0.829,0.0,4.67,6.4,1.273,0.0,3.84
1729951446.57,19.2,0.793,0.0,5.29,38.5,0.731,0.0,3.9,19.2,0.76,0.0,5.29,8.0,1.101,0.0,2.88
1729951446.67,20.8,0.796,0.0,5.65,41.5,0.892,0.0,5.38,20.8,0.767,0.0,5.28,8.0,1.117,0.0,4.97
1729951446.77,20.8,0.902,0.0,4.89,38.4,1.057,0.0,4.83,19.2,0.83,0.0,7.55,8.0,1.393,0.0,2.78
1729951446.87,19.2,0.971,0.0,5.76,40.1,0.832,0.0,7.85,20.8,0.944,0.0,9.82,8.0,1.566,0.0,4.67
1729951446.97,20.8,1.065,0.0,5.16,40.0,0.811,0.0,5.35,19.2,1.038,0.0,7.54,6.4,1.675,0.0,3.65
1729951447.07,19.2,0.948,0.0,5.14,38.3,0.798,0.0,4.05,20.8,0.922,0.0,5.26,8.0,1.73,0.0,3.14
1729951447.17,19.2,1.001,0.0,4.88,41.6,0.917,0.0,5.67,19.3,0.842,0.0,4.99,9.6,1.776,0.0,4.78
1729951447.27,20.8,1.142,0.0,8.37,40.0,1.106,0.0,4.33,20.8,1.148,0.0,4.99,6.4,2.054,0.0,2.58
1729951447.37,19.2,1.123,0.0,5.73,40.0,0.874,0.0,10.2,19.2,1.202,0.0,9.44,9.6,2.204,0.0,4.66
1729951447.47,20.8,1.067,0.0,5.57,40.0,0.898,0.0,6.25,20.8,1.085,0.0,5.01,6.4,2.114,0.0,3.85
1729951447.57,19.2,1.172,0.0,5.77,40.0,0.735,0.0,5.66,20.8,1.211,0.0,5.65,8.0,2.36,0.0,3.59
1729951447.67,19.2,1.313,0.0,6.2,38.4,0.611,0.0,5.62,19.2,0.974,0.0,4.9,8.0,2.356,0.0,4.49
1729951447.77,20.8,1.508,0.0,7.76,41.6,0.793,0.0,4.71,19.2,1.55,0.0,5.13,8.0,2.589,0.0,2.73
1729951447.87,20.8,1.316,0.0,5.66,41.5,0.765,0.0,10.8,19.2,1.26,0.0,10.4,8.0,2.423,0.0,7.22
1729951447.97,19.2,1.179,0.0,6.34,40.0,0.593,0.0,4.75,20.8,1.102,0.0,5.08,8.0,2.212,0.0,4.07
1729951448.07,20.8,0.99,0.0,5.82,38.4,0.663,0.0,5.6,19.2,0.994,0.0,5.39,8.0,1.967,0.0,4.14
1729951448.17,19.2,1.15,0.0,5.68,40.0,0.583,0.0,5.35,19.2,0.931,0.0,5.19,8.0,1.861,0.0,4.41
1729951448.27,20.8,1.273,0.0,10.4,40.0,0.887,0.0,5.0,20.8,1.235,0.0,4.88,8.0,1.747,0.0,4.02
1729951448.37,19.2,1.382,0.0,5.07,40.0,0.712,0.0,10.9,19.2,1.419,0.0,11.2,8.0,1.734,0.0,7.69
1729951448.47,20.8,1.278,0.0,6.06,40.0,0.716,0.0,5.16,20.8,1.229,0.0,4.92,8.0,1.753,0.0,2.86
1729951448.57,19.2,1.323,0.0,5.21,40.0,0.629,0.0,5.26,19.2,1.19,0.0,5.6,8.0,1.981,0.0,4.92
1729951448.67,19.2,1.141,0.0,5.4,40.0,0.61,0.0,4.89,20.8,0.972,0.0,5.03,8.0,1.856,0.0,2.36
1729951448.77,20.8,1.432,0.0,8.46,40.0,0.796,0.0,4.51,19.2,1.435,0.0,5.24,8.0,2.11,0.0,4.84
1729951448.87,20.8,1.366,0.0,5.72,40.0,0.767,0.0,8.55,20.8,1.388,0.0,8.75,8.01,1.803,0.0,5.35
1729951448.97,19.2,1.315,0.0,5.49,40.0,0.8,0.0,4.12,19.2,1.268,0.0,4.91,7.99,1.61,0.0,3.32
1729951449.07,20.8,1.263,0.0,4.57,40.0,0.628,0.0,4.75,20.8,1.267,0.0,5.24,8.0,1.427,0.0,4.75
1729951449.17,19.2,1.158,0.0,5.49,40.0,0.807,0.0,4.5,19.2,1.056,0.0,4.32,9.6,1.323,0.0,2.05
1729951449.27,20.8,1.446,0.0,7.29,41.6,0.741,0.0,5.44,20.8,1.467,0.0,4.9,6.4,1.591,0.0,4.49
1729951449.37,19.2,1.498,0.0,5.37,38.4,0.827,0.0,7.2,19.2,1.335,0.0,7.31,8.0,1.388,0.0,3.97
1729951449.47,20.8,1.376,0.0,5.68,41.6,0.626,0.0,4.83,19.2,1.032,0.0,4.57,8.0,1.61,0.0,3.69
1729951449.57,19.2,1.031,0.0,4.67,40.0,0.718,0.0,5.73,20.8,0.965,0.0,5.48,8.0,1.787,0.0,4.58
1729951449.67,20.8,1.106,0.0,6.28,40.0,0.703,0.0,5.56,20.8,0.782,0.0,5.56,8.0,1.645,0.0,3.15
1729951449.77,19.2,1.294,0.0,7.06,40.0,0.965,0.0,6.53,19.2,0.99,0.0,6.0,8.0,1.674,0.0,4.81
1729951449.87,20.8,1.132,0.0,5.58,40.0,0.786,0.0,9.36,20.8,0.952,0.0,8.63,8.0,1.538,0.0,6.11
1729951449.97,19.2,1.055,0.0,6.53,39.9,0.701,0.0,5.82,19.2,0.933,0.0,5.46,8.0,1.428,0.0,3.79
1729951450.07,20.8,1.11,0.0,8.15,40.0,0.8,0.0,7.89,20.8,0.885,0.0,7.11,8.0,1.591,0.0,5.76
1729951450.17,19.2,0.961,0.0,11.0,38.5,0.861,0.0,8.48,19.2,1.013,0.0,8.51,9.6,1.675,0.0,6.23
1729951450.27,20.8,1.278,0.0,11.8,40.0,0.828,0.0,11.3,20.8,0.929,0.0,11.6,6.4,1.914,0.0,9.4
1729951450.37,19.2,1.12,0.0,8.7,40.0,0.928,0.0,12.4,19.2,1.009,0.0,11.7,8.0,1.94,0.0,9.47
1729951450.47,20.8,0.997,0.0,10.2,40.0,0.685,0.0,8.98,20.8,0.884,0.0,8.81,8.0,1.98,0.0,6.82
1729951450.57,19.2,0.732,0.0,11.35,40.0,0.825,0.0,9.73,19.2,0.894,0.0,10.3,8.0,1.957,0.0,9.19
1729951450.67,20.8,0.742,0.0,12.5,40.0,0.792,0.0,10.9,20.8,0.881,0.0,11.6,8.0,2.045,0.0,9.67
1729951450.77,19.2,0.812,0.0,13.8,40.0,0.773,0.0,11.7,19.2,0.962,0.0,11.8,8.0,2.135,0.0,11.3
1729951450.87,20.8,0.8,0.0,11.1,40.0,0.75,0.0,12.3,20.8,0.902,0.0,13.0,8.0,2.301,0.0,12.3
1729951450.97,20.8,0.883,0.0,11.7,40.0,0.852,0.0,11.1,19.2,1.1,0.0,11.0,8.0,2.162,0.0,12.1
1729951451.07,19.2,0.886,0.0,10.9,40.0,0.899,0.0,11.7,20.8,1.041,0.0,11.5,8.0,2.233,0.0,11.8
1729951451.17,19.2,0.79,0.0,10.1,40.0,0.645,0.0,9.81,19.2,0.896,0.0,9.8,8.01,2.18,0.0,8.79
1729951451.27,20.8,0.785,0.0,10.4,40.0,0.698,0.0,8.39,20.8,0.873,0.0,8.32,7.99,2.263,0.0,8.88
1729951451.37,20.8,0.765,0.0,9.62,40.0,0.648,0.0,8.28,19.2,0.898,0.0,8.43,8.0,1.976,0.0,8.11
1729951451.47,19.2,0.766,0.0,9.23,38.4,0.731,0.0,9.16,20.8,0.866,0.0,9.12,8.0,1.835,0.0,6.85
1729951451.57,20.8,0.703,0.0,8.14,40.0,0.555,0.0,10.1,19.2,0.861,0.0,10.1,8.0,1.629,0.0,6.78
1729951451.67,19.2,0.647,0.0,7.05,40.0,0.523,0.0,9.84,20.8,0.764,0.0,9.95,8.0,1.611,0.0,5.72
1729951451.77,20.8,0.647,0.0,7.16,38.4,0.74,0.0,8.73,19.2,0.878,0.0,8.51,8.0,1.508,0.0,6.73
1729951451.87,19.2,0.882,0.0,6.52,40.0,0.485,0.0,9.32,20.8,0.838,0.0,9.31,8.0,1.41,0.0,6.63
1729951451.97,20.8,0.842,0.0,5.8,41.6,0.641,0.0,5.06,19.2,1.155,0.0,4.93,8.01,1.408,0.0,5.58
1729951452.07,19.2,0.803,0.0,5.71,40.0,0.578,0.0,4.95,20.8,0.894,0.0,5.06,7.99,1.55,0.0,6.48
1729951452.17,19.2,0.83,0.0,5.62,40.0,0.529,0.0,4.4,19.2,0.942,0.0,5.05,8.0,1.444,0.0,5.16
1729951452.27,20.8,0.735,0.0,5.53,40.0,0.706,0.0,5.42,20.8,0.911,0.0,5.43,8.01,1.186,0.0,6.25
1729951452.37,20.8,0.912,0.0,6.94,40.0,0.544,0.0,6.35,19.2,0.944,0.0,6.5,7.99,1.05,0.0,6.96
1729951452.47,19.2,0.919,0.0,5.93,40.0,0.675,0.0,5.72,20.8,1.093,0.0,5.53,8.0,1.11,0.0,5.75
1729951452.57,19.2,0.988,0.0,5.16,40.0,0.576,0.0,5.22,19.2,1.173,0.0,5.67,8.0,1.109,0.0,5.9
1729951452.67,20.8,0.879,0.0,6.04,40.0,0.646,0.0,5.25,20.8,1.066,0.0,5.71,8.0,1.035,0.0,5.28
1729951452.77,20.8,0.85,0.0,5.77,40.0,0.571,0.0,6.29,19.2,0.985,0.0,5.76,8.0,1.135,0.0,6.24
1729951452.87,19.2,0.98,0.0,6.72,40.0,0.656,0.0,6.38,20.8,1.11,0.0,6.42,8.0,1.105,0.0,6.33
1729951452.97,19.2,1.08,0.0,6.54,40.0,0.739,0.0,6.75,19.1,1.177,0.0,6.02,8.01,1.418,0.0,6.41
1729951453.07,20.8,1.156,0.0,5.64,40.0,0.712,0.0,5.19,20.9,1.114,0.0,5.95,8.0,1.53,0.0,5.0
1729951453.17,20.8,1.038,0.0,5.89,40.0,0.664,0.0,5.77,19.2,1.09,0.0,5.97,9.6,1.676,0.0,5.12
1729951453.27,19.2,1.017,0.0,5.26,40.0,0.58,0.0,6.37,20.8,1.009,0.0,6.83,6.4,1.76,0.0,4.34
1729951453.37,20.8,1.223,0.0,6.67,40.0,0.689,0.0,6.49,19.2,1.27,0.0,6.9,9.6,1.88,0.0,5.06
1729951453.47,19.2,1.338,0.0,5.45,40.0,0.952,0.0,6.73,20.8,1.41,0.0,6.37,8.0,1.999,0.0,4.8
1729951453.57,20.8,1.219,0.0,6.22,40.0,0.776,0.0,6.38,19.2,1.302,0.0,6.26,8.0,2.131,0.0,3.91
1729951453.67,19.2,1.147,0.0,6.42,40.0,0.751,0.0,6.35,20.8,1.18,0.0,6.13,8.0,2.147,0.0,5.39
1729951453.77,20.8,0.988,0.0,4.99,40.0,0.639,0.0,5.75,19.2,0.968,0.0,5.62,8.0,2.292,0.0,4.9
1729951453.87,19.2,1.221,0.0,5.86,40.0,0.769,0.0,6.02,19.2,0.931,0.0,6.18,6.4,2.479,0.0,4.73
1729951453.97,20.8,1.332,0.0,5.13,40.0,0.893,0.0,6.03,20.8,1.089,0.0,6.46,9.6,2.254,0.0,5.66
1729951454.07,19.2,1.339,0.0,6.21,40.0,0.7,0.0,6.31,20.8,1.125,0.0,6.61,6.4,1.951,0.0,5.75
1729951454.17,20.8,1.204,0.0,5.58,40.0,0.731,0.0,5.92,19.2,1.094,0.0,6.19,8.0,1.916,0.0,5.62
1729951454.27,19.2,1.027,0.0,5.89,40.0,0.707,0.0,6.13,20.8,0.975,0.0,6.31,8.0,1.859,0.0,6.01
1729951454.37,20.7,1.443,0.0,6.2,40.0,0.699,0.0,6.105,19.2,1.033,0.0,6.64,8.0,1.909,0.0,5.84
1729951454.47,19.2,1.539,0.0,5.21,40.0,0.825,0.0,6.08,20.8,1.124,0.0,6.24,8.0,1.714,0.0,5.75
1729951454.57,19.2,1.373,0.0,6.76,40.0,0.723,0.0,6.26,19.2,1.208,0.0,6.84,8.0,1.931,0.0,6.38
