Time,F1S1Bitrate,F1S1Jitter,F1S1Datagrams,F1S1Delay,F1F4Bitrate,F1F4Jitter,F1F4Datagrams,F1F4Delay,F1F2Bitrate,F1F2Jitter,F1F2Datagrams,F1F2Delay,F1C1Bitrate,F1C1Jitter,F1C1Datagrams,F1C1Delay
1729950987.16,40.0,0.396,0.0,1.57,20.8,0.945,0.0,2.75,20.8,1.075,0.0,1.3,8.01,0.999,0.0,5.03
1729950987.26,41.6,0.497,0.0,1.03,19.2,0.817,0.0,4.67,19.2,0.926,0.0,0.976,7.99,1.257,0.0,3.79
1729950987.36,40.0,0.53,0.0,3.89,20.8,0.852,0.0,2.94,19.2,1.044,0.0,0.978,9.6,1.344,0.0,4.86
1729950987.46,40.0,0.586,0.0,1.49,20.8,0.767,0.0,4.26,19.2,0.909,0.0,0.949,8.01,1.569,0.0,3.6
1729950987.56,40.0,0.475,0.0,4.81,19.2,1.058,0.0,1.9,20.8,0.937,0.0,0.767,7.99,1.345,0.0,6.33
1729950987.66,40.0,0.391,0.0,2.0,20.8,1.021,0.0,4.57,19.2,0.924,0.0,2.08,8.0,1.2,0.0,4.87
1729950987.76,40.0,0.453,0.0,2.92,19.2,0.872,0.0,2.87,20.8,0.861,0.0,0.798,6.41,1.23,0.0,3.68
1729950987.86,40.1,0.516,0.0,4.34,19.2,0.846,0.0,1.51,19.2,0.806,0.0,1.07,9.59,1.214,0.0,5.21
1729950987.96,39.9,0.623,0.0,4.41,20.8,0.951,0.0,5.04,19.2,0.909,0.0,1.32,8.0,1.421,0.0,6.13
1729950988.06,40.0,0.558,0.0,7.98,19.2,1.09,0.0,4.43,20.8,0.986,0.0,0.955,8.01,1.519,0.0,9.11
1729950988.16,40.0,0.482,0.0,4.92,20.8,1.07,0.0,8.41,20.8,1.103,0.0,4.86,6.4,1.79,0.0,4.63
1729950988.26,40.0,0.632,0.0,5.55,19.2,1.061,0.0,4.64,19.1,1.022,0.0,1.41,9.61,1.498,0.0,5.17
1729950988.36,40.0,0.561,0.0,5.64,20.8,0.984,0.0,4.36,20.9,0.928,0.0,1.57,6.4,1.511,0.0,5.95
1729950988.46,40.0,0.589,0.0,6.41,20.8,0.861,0.0,5.51,19.2,0.881,0.0,1.92,9.6,1.415,0.0,5.1
1729950988.56,40.0,0.554,0.0,7.35,19.2,1.145,0.0,4.98,20.8,0.916,0.0,1.87,6.39,1.368,0.0,6.03
1729950988.66,40.0,0.477,0.0,5.52,20.8,1.071,0.0,5.75,19.2,1.192,0.0,2.66,9.6,1.216,0.0,3.88
1729950988.76,40.0,0.66,0.0,5.27,19.2,0.862,0.0,4.85,20.8,0.999,0.0,0.985,6.4,1.267,0.0,4.03
1729950988.86,38.4,0.634,0.0,6.23,19.2,0.889,0.0,3.7,19.2,0.883,0.0,0.9,9.6,1.314,0.0,5.72
1729950988.96,40.0,0.603,0.0,7.19,20.8,0.902,0.0,6.26,20.8,0.888,0.0,1.86,8.0,1.446,0.0,6.47
1729950989.06,40.0,0.611,0.0,7.47,20.8,1.068,0.0,5.32,19.2,0.935,0.0,1.1,8.0,1.426,0.0,6.12
1729950989.16,40.0,0.653,0.0,7.68,19.2,1.134,0.0,5.64,20.8,1.097,0.0,1.35,6.41,1.641,0.0,5.93
1729950989.26,40.0,0.819,0.0,8.81,19.2,0.972,0.0,7.13,19.2,1.145,0.0,1.33,9.6,1.676,0.0,7.02
1729950989.36,40.0,0.787,0.0,5.39,20.8,1.137,0.0,8.38,20.8,1.035,0.0,1.78,7.99,1.671,0.0,8.5
1729950989.46,40.0,0.773,0.0,1.97,19.2,0.906,0.0,8.74,19.2,0.748,0.0,5.34,8.0,1.662,0.0,7.15
1729950989.56,40.0,0.733,0.0,0.839,20.8,1.017,0.0,7.41,20.8,0.723,0.0,1.63,6.4,1.728,0.0,7.56
1729950989.66,40.0,0.722,0.0,0.924,19.2,0.957,0.0,7.91,19.2,0.737,0.0,0.792,9.6,1.702,0.0,9.42
1729950989.76,38.4,0.747,0.0,2.46,19.2,1.242,0.0,9.83,20.8,0.81,0.0,1.71,6.4,1.836,0.0,10.6
1729950989.86,40.0,0.811,0.0,1.785,20.8,1.121,0.0,10.7,19.2,0.973,0.0,0.956,9.51,2.062,0.0,7.09
1729950989.96,40.0,0.86,0.0,1.11,20.8,0.939,0.0,11.7,20.8,0.867,0.0,5.13,6.46,1.665,0.0,2.21
1729950990.06,40.0,0.783,0.0,1.12,19.2,1.01,0.0,10.7,19.2,0.903,0.0,1.78,8.0,1.466,0.0,1.82
1729950990.16,40.0,0.695,0.0,1.48,19.2,0.707,0.0,7.9,20.8,0.634,0.0,1.465,8.0,1.234,0.0,1.25
1729950990.26,40.0,0.733,0.0,1.42,20.8,0.898,0.0,3.43,20.8,0.803,0.0,1.15,8.0,1.406,0.0,1.81
1729950990.36,40.0,0.75,0.0,1.255,20.8,0.845,0.0,3.66,19.2,0.912,0.0,0.797,8.0,1.402,0.0,1.32
1729950990.46,38.4,0.742,0.0,1.089,20.8,0.847,0.0,4.13,19.2,0.855,0.0,1.62,9.61,1.533,0.0,1.59
1729950990.56,41.6,0.811,0.0,0.924,19.2,0.687,0.0,2.34,20.8,0.706,0.0,2.405,6.4,1.435,0.0,1.84
1729950990.66,38.4,0.939,0.0,1.69,19.2,0.82,0.0,4.23,19.2,0.778,0.0,3.19,9.59,1.873,0.0,1.25
1729950990.76,40.0,0.934,0.0,0.792,20.8,0.906,0.0,2.88,20.8,0.932,0.0,1.25,6.4,1.483,0.0,2.05
1729950990.86,40.0,0.882,0.0,0.935,19.2,0.92,0.0,3.18,19.2,1.146,0.0,1.32,8.0,1.243,0.0,1.15
1729950990.96,40.0,0.669,0.0,1.61,20.8,0.793,0.0,2.67,20.8,0.958,0.0,1.44,8.0,1.018,0.0,2.44
1729950991.06,40.0,0.872,0.0,0.952,19.2,0.573,0.0,2.31,19.2,0.803,0.0,2.78,8.0,0.842,0.0,1.88
1729950991.16,40.0,0.928,0.0,2.05,20.8,0.822,0.0,3.47,20.8,0.709,0.0,2.45,8.0,0.828,0.0,1.32
1729950991.26,38.4,0.504,0.0,1.21,19.2,0.86,0.0,2.54,20.8,0.956,0.0,1.56,8.0,0.881,0.0,1.34
1729950991.36,41.6,0.676,0.0,2.2,20.8,0.842,0.0,2.91,19.2,0.989,0.0,4.2,8.0,0.94,0.0,0.697
1729950991.46,41.6,0.544,0.0,1.17,19.2,0.843,0.0,2.08,19.2,1.046,0.0,5.48,8.0,1.193,0.0,1.67
1729950991.56,40.0,0.458,0.0,1.56,20.8,0.752,0.0,2.87,20.8,0.875,0.0,7.82,8.0,1.312,0.0,1.945
1729950991.66,40.0,0.617,0.0,0.98,20.8,0.862,0.0,3.91,20.8,0.881,0.0,7.85,9.61,1.328,0.0,2.22
1729950991.76,40.0,0.538,0.0,0.869,19.2,1.037,0.0,3.23,19.2,1.152,0.0,7.65,6.4,1.309,0.0,4.4
1729950991.86,40.0,0.593,0.0,0.998,19.2,1.005,0.0,4.53,20.8,1.046,0.0,8.98,9.6,1.23,0.0,2.5
1729950991.96,40.1,0.533,0.0,1.5,20.8,0.866,0.0,2.61,19.2,1.023,0.0,1.66,8.0,1.319,0.0,1.17
1729950992.06,40.0,0.505,0.0,0.807,20.8,0.83,0.0,1.39,20.8,1.021,0.0,0.824,8.0,1.525,0.0,1.35
1729950992.16,39.9,0.697,0.0,0.767,19.2,1.013,0.0,3.5,19.2,0.929,0.0,9.61,8.0,1.7,0.0,1.53
1729950992.26,38.4,0.785,0.0,0.719,20.8,1.02,0.0,3.81,19.2,1.177,0.0,1.34,8.0,1.767,0.0,4.78
1729950992.36,41.6,0.634,0.0,6.46,19.2,1.049,0.0,6.65,20.8,1.223,0.0,1.18,6.4,1.953,0.0,2.95
1729950992.46,40.0,0.62,0.0,5.44,20.8,0.982,0.0,4.42,19.2,1.12,0.0,1.84,9.61,2.017,0.0,2.13
1729950992.56,40.0,0.577,0.0,4.34,19.2,0.851,0.0,3.87,20.8,0.935,0.0,1.23,7.99,1.544,0.0,1.77
1729950992.66,38.4,0.847,0.0,4.61,19.2,1.052,0.0,4.36,19.2,0.803,0.0,0.815,6.4,1.298,0.0,1.41
1729950992.76,41.5,0.786,0.0,3.86,20.8,1.295,0.0,2.94,20.8,1.3,0.0,1.1,8.01,1.231,0.0,2.535
1729950992.86,40.0,0.673,0.0,7.11,19.2,1.256,0.0,7.6,19.2,1.357,0.0,1.92,9.59,1.048,0.0,3.66
1729950992.96,40.0,0.657,0.0,4.87,20.8,0.925,0.0,4.83,20.8,1.045,0.0,1.15,6.41,1.088,0.0,2.895
1729950993.06,38.4,0.581,0.0,3.04,20.8,0.786,0.0,2.68,19.2,0.935,0.0,4.99,9.59,0.993,0.0,2.13
1729950993.16,41.6,0.868,0.0,3.84,19.2,1.18,0.0,3.87,20.8,0.961,0.0,1.14,6.4,1.242,0.0,1.64
1729950993.26,40.0,0.743,0.0,5.58,20.8,1.13,0.0,5.55,19.2,1.152,0.0,2.77,9.61,1.441,0.0,1.15
1729950993.36,40.1,0.792,0.0,4.75,19.2,1.252,0.0,4.77,20.8,1.296,0.0,2.64,6.4,1.62,0.0,3.93
1729950993.46,40.0,0.645,0.0,3.01,20.8,0.963,0.0,2.6,19.2,1.006,0.0,2.03,9.6,1.34,0.0,1.5
1729950993.56,38.4,0.693,0.0,2.93,19.2,0.82,0.0,2.5,20.8,0.851,0.0,5.51,6.4,1.333,0.0,2.57
1729950993.66,40.0,0.883,0.0,2.92,19.2,1.07,0.0,2.83,19.2,0.798,0.0,1.39,8.01,1.212,0.0,1.25
1729950993.76,40.0,0.783,0.0,6.49,20.8,1.091,0.0,6.82,19.2,0.973,0.0,2.36,8.0,1.45,0.0,1.4
1729950993.86,40.0,0.728,0.0,3.07,19.2,0.998,0.0,3.12,20.8,0.951,0.0,1.63,8.0,1.384,0.0,1.41
1729950993.96,40.0,0.712,0.0,4.25,20.8,0.928,0.0,4.37,20.8,0.881,0.0,3.95,7.99,1.5,0.0,0.727
1729950994.06,39.6,0.685,0.0,3.86,19.2,0.894,0.0,3.85,19.2,0.82,0.0,2.16,7.99,1.715,0.0,3.68
1729950994.16,40.3,0.765,0.0,4.9,20.8,1.028,0.0,4.03,20.8,0.75,0.0,2.11,8.01,1.544,0.0,4.78
1729950994.26,40.0,0.85,0.0,5.38,19.2,1.081,0.0,6.15,19.2,0.808,0.0,2.89,7.99,1.385,0.0,5.77
1729950994.36,40.0,0.819,0.0,4.66,19.2,0.935,0.0,5.02,20.8,0.858,0.0,1.99,8.0,1.251,0.0,5.17
1729950994.46,40.0,0.731,0.0,3.79,20.8,0.948,0.0,4.46,20.8,0.943,0.0,4.05,8.0,1.191,0.0,4.0
1729950994.56,40.0,0.573,0.0,3.56,20.8,0.873,0.0,3.84,19.2,0.914,0.0,2.48,8.0,1.154,0.0,3.03
1729950994.66,40.0,0.92,0.0,4.79,19.2,0.745,0.0,4.66,20.8,0.762,0.0,2.32,8.0,1.155,0.0,4.48
1729950994.76,40.0,0.842,0.0,4.91,20.8,0.8,0.0,5.74,19.2,0.802,0.0,2.71,8.0,1.214,0.0,4.02
1729950994.86,40.0,0.847,0.0,5.8,19.2,0.944,0.0,6.41,20.8,0.85,0.0,1.95,8.01,1.381,0.0,5.73
1729950994.96,39.9,0.743,0.0,4.55,20.8,0.903,0.0,5.2,19.2,0.963,0.0,3.32,7.99,1.586,0.0,3.63
1729950995.06,40.0,0.758,0.0,5.66,19.2,0.81,0.0,5.44,19.2,0.959,0.0,2.09,8.0,1.54,0.0,5.45
1729950995.16,40.0,0.903,0.0,5.27,20.8,0.866,0.0,5.49,20.8,0.872,0.0,2.25,8.0,1.425,0.0,5.66
1729950995.26,40.0,0.95,0.0,7.67,19.2,1.138,0.0,8.43,20.8,0.95,0.0,2.07,8.01,1.399,0.0,7.18
1729950995.36,40.0,0.848,0.0,7.11,20.8,0.991,0.0,7.63,19.2,1.002,0.0,2.43,7.99,1.198,0.0,6.37
1729950995.46,38.4,0.508,0.0,6.5,19.2,0.91,0.0,6.99,20.8,0.977,0.0,2.54,8.01,1.081,0.0,6.61
1729950995.56,41.6,0.568,0.0,7.4,20.8,0.797,0.0,7.56,19.2,0.813,0.0,1.97,7.99,1.065,0.0,7.33
1729950995.66,40.0,0.429,0.0,7.93,19.2,0.726,0.0,8.18,20.8,0.741,0.0,1.86,8.0,1.108,0.0,7.67
1729950995.76,41.7,0.596,0.0,8.24,20.8,0.978,0.0,8.59,19.2,0.957,0.0,0.873,8.0,1.162,0.0,8.42
1729950995.86,40.0,0.511,0.0,8.7,19.2,0.857,0.0,9.61,19.2,0.978,0.0,1.64,9.62,1.461,0.0,9.61
1729950995.96,39.9,0.398,0.0,9.5,20.8,0.853,0.0,9.57,20.8,1.048,0.0,4.96,6.4,1.53,0.0,9.74
1729950996.06,38.5,0.584,0.0,11.0,19.2,0.924,0.0,10.9,20.8,1.039,0.0,1.51,9.6,1.511,0.0,10.7
1729950996.16,41.6,0.484,0.0,10.9,20.8,0.808,0.0,10.8,19.2,0.96,0.0,3.23,7.99,1.369,0.0,10.6
1729950996.26,40.0,0.644,0.0,10.0,19.2,1.067,0.0,9.49,20.8,0.986,0.0,3.42,8.0,1.408,0.0,9.26
1729950996.36,40.0,0.495,0.0,7.03,20.8,0.971,0.0,9.34,19.2,1.052,0.0,2.78,6.4,1.46,0.0,8.99
1729950996.46,40.0,0.488,0.0,1.5,20.8,0.976,0.0,7.44,19.2,1.171,0.0,4.44,9.6,1.472,0.0,7.18
1729950996.56,38.4,0.653,0.0,3.14,19.2,0.97,0.0,8.17,20.8,1.18,0.0,1.92,6.4,1.674,0.0,3.55
1729950996.66,40.0,0.676,0.0,1.1,20.8,0.828,0.0,3.99,20.8,1.031,0.0,3.61,9.61,1.728,0.0,3.49
1729950996.76,41.6,0.626,0.0,1.4,19.2,0.988,0.0,2.94,19.2,0.929,0.0,5.39,6.4,1.537,0.0,3.29
1729950996.86,38.4,0.598,0.0,1.71,20.8,0.95,0.0,4.69,19.2,1.146,0.0,3.15,8.0,1.284,0.0,4.72
1729950996.96,40.0,0.67,0.0,1.13,19.2,1.074,0.0,3.16,20.8,1.114,0.0,4.63,8.0,1.144,0.0,3.53
1729950997.06,40.0,0.615,0.0,0.959,20.8,0.848,0.0,3.65,19.2,0.956,0.0,2.15,8.0,1.044,0.0,4.18
1729950997.16,41.6,0.569,0.0,0.795,19.2,0.812,0.0,4.05,20.8,0.95,0.0,4.95,8.0,0.92,0.0,4.17
1729950997.26,40.0,0.648,0.0,3.97,20.8,1.0,0.0,2.88,19.2,0.953,0.0,3.99,8.0,1.007,0.0,3.19
1729950997.36,40.0,0.672,0.0,3.62,19.2,1.176,0.0,5.6,20.8,1.213,0.0,4.41,8.01,1.076,0.0,4.43
1729950997.46,40.0,0.659,0.0,3.43,20.9,1.148,0.0,5.03,19.2,1.228,0.0,6.25,9.59,1.241,0.0,2.0
1729950997.56,38.4,0.914,0.0,3.86,19.2,1.133,0.0,4.77,20.8,1.237,0.0,7.18,6.4,1.57,0.0,3.41
1729950997.66,40.0,0.76,0.0,5.3,20.8,1.128,0.0,6.0,19.2,1.133,0.0,7.49,8.01,1.426,0.0,3.36
1729950997.76,41.6,0.833,0.0,4.79,19.2,1.443,0.0,4.39,20.8,1.197,0.0,7.4,9.59,1.392,0.0,3.27
1729950997.86,40.0,0.726,0.0,5.32,20.8,1.416,0.0,4.17,19.2,1.288,0.0,7.04,8.01,1.346,0.0,4.13
1729950997.96,40.0,0.742,0.0,3.54,19.2,1.368,0.0,3.95,19.2,1.131,0.0,7.86,6.39,1.468,0.0,1.9
1729950998.06,38.4,0.75,0.0,4.94,20.8,1.223,0.0,4.68,20.8,1.033,0.0,10.1,8.01,1.4,0.0,2.19
1729950998.16,40.0,0.735,0.0,3.97,19.2,1.099,0.0,4.55,20.8,1.07,0.0,1.73,7.99,1.487,0.0,0.769
1729950998.26,40.1,0.788,0.0,4.57,19.2,1.335,0.0,4.0,20.8,1.006,0.0,1.67,9.6,1.557,0.0,4.5
1729950998.36,40.0,0.775,0.0,4.37,20.8,1.324,0.0,3.465,19.2,0.936,0.0,2.42,6.4,1.891,0.0,5.75
1729950998.46,40.0,0.884,0.0,2.9,19.2,1.118,0.0,2.93,19.2,1.107,0.0,2.25,8.01,1.533,0.0,4.11
1729950998.56,39.9,0.819,0.0,4.09,20.8,1.064,0.0,4.76,20.8,1.026,0.0,2.31,8.0,1.193,0.0,4.96
1729950998.66,40.0,0.752,0.0,1.89,19.2,0.962,0.0,3.53,19.2,0.991,0.0,1.56,7.99,1.097,0.0,3.98
1729950998.76,40.0,1.011,0.0,3.09,19.2,0.896,0.0,3.6,20.8,0.964,0.0,2.94,8.0,1.075,0.0,3.31
1729950998.86,40.0,0.845,0.0,1.57,20.8,0.947,0.0,3.58,19.2,0.809,0.0,1.87,9.59,1.008,0.0,3.8
1729950998.96,40.1,0.939,0.0,2.03,20.8,0.928,0.0,3.56,20.8,1.043,0.0,2.37,6.41,0.992,0.0,2.54
1729950999.06,39.9,0.783,0.0,2.06,19.2,0.923,0.0,5.045,19.2,1.076,0.0,2.72,8.01,1.089,0.0,6.98
1729950999.16,40.0,0.809,0.0,1.5,20.8,0.987,0.0,6.53,20.8,1.088,0.0,1.34,7.99,1.29,0.0,3.75
1729950999.26,40.0,0.94,0.0,1.16,19.2,0.963,0.0,5.18,19.2,0.989,0.0,2.12,8.0,1.227,0.0,4.81
1729950999.36,40.0,0.879,0.0,0.844,20.8,1.098,0.0,3.83,20.8,0.918,0.0,1.31,8.0,1.207,0.0,3.77
1729950999.46,40.0,0.916,0.0,6.34,20.8,1.047,0.0,4.12,19.2,1.172,0.0,2.48,8.0,1.225,0.0,6.65
1729950999.56,40.0,0.813,0.0,4.98,19.2,1.046,0.0,6.57,20.8,1.143,0.0,2.53,8.0,1.267,0.0,4.73
1729950999.66,38.4,0.587,0.0,3.19,20.8,1.049,0.0,4.16,19.2,1.269,0.0,2.48,8.0,1.544,0.0,3.15
1729950999.76,40.0,0.671,0.0,4.01,19.2,1.259,0.0,3.1,20.8,1.375,0.0,3.04,8.0,1.644,0.0,4.31
1729950999.86,41.6,0.507,0.0,5.89,20.8,1.096,0.0,4.37,19.2,1.251,0.0,1.92,8.0,1.604,0.0,6.77
1729950999.96,40.0,0.499,0.0,3.99,19.2,1.097,0.0,6.67,20.8,1.231,0.0,2.95,8.0,1.556,0.0,4.62
1729951000.06,41.6,0.535,0.0,4.06,20.8,1.189,0.0,4.1,19.2,1.361,0.0,1.66,7.99,1.727,0.0,4.54
1729951000.16,40.0,0.727,0.0,2.72,19.2,1.03,0.0,4.27,20.8,1.236,0.0,1.94,8.01,1.794,0.0,4.31
1729951000.26,40.0,0.557,0.0,3.85,20.8,1.043,0.0,3.33,19.2,1.292,0.0,1.56,7.99,1.638,0.0,4.81
1729951000.36,40.0,0.524,0.0,4.76,19.2,1.14,0.0,5.17,20.8,1.141,0.0,1.73,9.6,1.346,0.0,6.55
1729951000.46,40.0,0.587,0.0,5.52,20.8,1.275,0.0,4.63,19.2,1.393,0.0,1.73,8.0,1.233,0.0,5.53
1729951000.56,40.0,0.594,0.0,5.61,19.2,1.166,0.0,4.82,20.8,1.423,0.0,1.72,6.4,1.253,0.0,6.57
1729951000.66,38.4,0.795,0.0,5.03,19.2,1.093,0.0,6.12,19.2,1.25,0.0,2.51,8.0,1.206,0.0,5.46
1729951000.76,41.6,0.612,0.0,7.98,20.8,0.942,0.0,4.38,20.8,1.218,0.0,2.66,9.6,1.081,0.0,8.01
1729951000.86,40.0,0.531,0.0,6.305,19.2,1.038,0.0,7.98,19.2,0.983,0.0,2.03,8.0,1.203,0.0,6.61
1729951000.96,40.0,0.556,0.0,4.63,20.8,1.194,0.0,5.28,20.8,1.236,0.0,1.87,6.41,1.547,0.0,5.72
1729951001.06,40.0,0.575,0.0,4.79,19.0,1.184,0.0,4.8,19.2,1.257,0.0,1.5,9.59,1.194,0.0,5.38
1729951001.16,40.0,0.827,0.0,5.36,21.0,1.209,0.0,4.98,19.2,1.222,0.0,2.67,8.0,0.994,0.0,5.35
1729951001.26,40.0,0.607,0.0,7.14,19.2,0.998,0.0,5.07,19.2,0.993,0.0,2.25,8.0,0.903,0.0,7.43
1729951001.36,40.0,0.625,0.0,6.3,20.8,1.066,0.0,7.78,20.8,0.779,0.0,2.25,6.4,0.811,0.0,7.38
1729951001.46,40.0,0.606,0.0,5.46,19.2,1.126,0.0,6.3,19.2,0.964,0.0,2.64,9.6,0.814,0.0,6.13
1729951001.56,40.0,0.822,0.0,6.97,20.8,1.22,0.0,5.62,19.2,0.924,0.0,1.57,6.4,1.045,0.0,7.13
1729951001.66,38.4,0.646,0.0,9.785,19.2,1.078,0.0,5.82,20.8,0.959,0.0,2.68,8.01,1.208,0.0,12.3
1729951001.76,41.6,0.683,0.0,12.6,20.8,1.221,0.0,12.6,19.2,0.961,0.0,3.67,9.59,1.288,0.0,8.72
1729951001.86,40.1,0.648,0.0,8.47,19.2,1.169,0.0,8.48,20.8,0.95,0.0,2.65,8.0,1.253,0.0,8.51
1729951001.96,39.9,0.708,0.0,8.6,20.8,1.134,0.0,8.53,19.2,1.035,0.0,2.55,6.4,1.481,0.0,9.57
1729951002.06,38.4,0.69,0.0,8.71,19.2,1.186,0.0,8.39,20.8,1.059,0.0,2.13,8.0,1.561,0.0,10.5
1729951002.16,41.6,0.798,0.0,10.5,20.8,1.402,0.0,10.4,19.2,1.177,0.0,3.2,8.0,1.651,0.0,11.1
1729951002.26,38.4,0.723,0.0,11.0,19.2,1.12,0.0,11.0,20.8,0.893,0.0,3.08,9.6,1.686,0.0,11.7
1729951002.36,41.6,0.681,0.0,10.8,20.8,1.234,0.0,10.9,20.8,0.859,0.0,3.92,8.01,1.744,0.0,10.5
1729951002.46,40.0,0.635,0.0,10.0,19.2,1.134,0.0,9.8,19.2,0.669,0.0,2.43,7.99,1.75,0.0,10.4
1729951002.56,38.4,0.82,0.0,10.0,20.8,1.135,0.0,10.0,20.8,0.991,0.0,2.5,6.4,2.093,0.0,7.05
1729951002.66,41.6,0.766,0.0,9.52,19.2,1.064,0.0,2.65,19.2,1.18,0.0,3.07,9.6,2.016,0.0,3.9
1729951002.76,40.1,0.551,0.0,7.82,20.8,0.803,0.0,4.07,20.8,0.912,0.0,2.39,8.0,1.733,0.0,4.05
1729951002.86,40.0,0.69,0.0,4.38,19.2,0.903,0.0,3.92,19.2,0.704,0.0,3.52,8.0,1.663,0.0,3.52
1729951002.96,40.0,0.86,0.0,3.74,19.2,0.929,0.0,3.28,20.8,0.746,0.0,2.45,6.4,1.566,0.0,6.22
1729951003.06,38.5,0.89,0.0,6.0,20.8,0.78,0.0,6.09,19.2,0.861,0.0,3.19,8.0,1.381,0.0,3.63
1729951003.16,41.5,0.983,0.0,4.77,20.8,1.07,0.0,3.1,20.8,0.911,0.0,4.185,9.6,1.248,0.0,4.81
1729951003.26,40.0,0.76,0.0,4.9,19.2,0.864,0.0,4.54,19.2,0.968,0.0,5.18,8.0,1.208,0.0,4.62
1729951003.36,38.4,0.979,0.0,4.9,20.8,0.952,0.0,3.45,20.8,1.085,0.0,5.5,6.4,1.286,0.0,4.83
1729951003.46,40.0,0.89,0.0,5.0,20.8,1.036,0.0,4.6,20.8,0.934,0.0,5.3,8.0,1.389,0.0,5.62
1729951003.56,40.0,0.975,0.0,5.78,19.2,1.064,0.0,5.51,19.2,1.055,0.0,6.43,8.0,1.39,0.0,4.18
1729951003.66,40.1,0.879,0.0,4.93,19.2,1.196,0.0,4.57,20.8,1.169,0.0,7.1,8.0,1.438,0.0,5.73
1729951003.76,39.9,0.753,0.0,5.51,20.8,0.958,0.0,5.72,19.2,1.04,0.0,7.77,8.0,1.304,0.0,4.55
1729951003.86,40.0,0.973,0.0,5.13,19.2,1.016,0.0,4.14,19.2,0.972,0.0,8.44,8.0,1.238,0.0,5.3
1729951003.96,38.4,0.602,0.0,5.65,20.8,1.019,0.0,4.43,20.8,0.871,0.0,8.12,8.0,1.168,0.0,5.09
1729951004.06,40.0,0.632,0.0,5.8,19.2,1.135,0.0,4.82,19.2,1.101,0.0,8.75,8.01,1.328,0.0,2.82
1729951004.16,41.6,0.588,0.0,4.42,20.8,1.093,0.0,3.66,20.8,1.064,0.0,9.16,7.94,1.406,0.0,4.92
1729951004.26,40.0,0.566,0.0,5.33,19.2,0.981,0.0,5.16,19.2,1.027,0.0,1.64,8.05,1.485,0.0,3.14
1729951004.36,41.6,0.697,0.0,4.15,20.8,1.103,0.0,3.98,20.8,0.809,0.0,1.91,8.0,1.511,0.0,4.36
1729951004.46,38.5,0.599,0.0,4.43,19.2,1.062,0.0,4.12,19.2,0.822,0.0,2.18,8.0,1.237,0.0,3.75
1729951004.56,39.7,0.667,0.0,4.41,20.8,1.063,0.0,4.4,20.8,0.965,0.0,2.54,7.99,1.059,0.0,3.32
1729951004.66,40.3,0.661,0.0,4.27,19.2,1.074,0.0,4.15,19.2,1.184,0.0,2.9,8.01,0.865,0.0,1.94
1729951004.76,40.0,0.544,0.0,4.92,20.8,0.796,0.0,4.54,20.8,0.968,0.0,2.74,8.0,0.811,0.0,0.845
1729951004.86,40.0,0.591,0.0,3.52,19.2,0.623,0.0,3.11,19.2,0.747,0.0,2.58,8.0,0.79,0.0,3.13
1729951004.96,40.0,0.621,0.0,3.65,20.8,0.859,0.0,3.16,20.8,0.883,0.0,1.97,8.0,0.904,0.0,4.41
1729951005.06,40.0,0.871,0.0,3.48,19.2,0.894,0.0,2.62,19.2,1.054,0.0,1.91,8.0,0.995,0.0,4.695
1729951005.16,40.0,0.703,0.0,2.98,20.8,0.971,0.0,1.26,20.8,1.151,0.0,2.02,8.0,1.309,0.0,4.98
1729951005.26,40.0,0.603,0.0,3.37,19.2,1.03,0.0,2.09,19.2,1.181,0.0,1.26,8.0,1.451,0.0,4.79
1729951005.36,39.8,0.617,0.0,3.01,20.8,0.808,0.0,0.95,20.8,0.942,0.0,2.19,7.98,1.368,0.0,3.9
1729951005.46,40.2,0.785,0.0,2.36,19.2,1.495,0.0,1.25,19.2,1.041,0.0,1.22,8.01,1.528,0.0,5.24
1729951005.56,41.6,0.75,0.0,3.18,20.8,1.236,0.0,0.866,20.8,1.167,0.0,1.93,8.01,1.474,0.0,4.985
1729951005.66,40.0,0.759,0.0,2.08,19.2,1.226,0.0,3.26,19.2,1.21,0.0,1.77,8.0,1.566,0.0,4.73
1729951005.76,40.0,0.727,0.0,1.14,20.8,1.132,0.0,5.09,20.8,1.128,0.0,2.24,8.0,1.535,0.0,4.585
1729951005.86,40.0,0.752,0.0,0.973,19.2,1.134,0.0,2.72,19.2,1.163,0.0,3.65,8.0,1.508,0.0,4.44
1729951005.96,40.0,0.819,0.0,0.844,20.8,1.345,0.0,4.15,19.2,1.358,0.0,1.57,8.01,1.655,0.0,5.17
1729951006.06,40.0,0.924,0.0,5.15,19.2,1.342,0.0,4.64,20.8,1.483,0.0,2.91,9.59,1.785,0.0,5.9
1729951006.16,40.0,0.824,0.0,4.08,20.8,1.295,0.0,4.0,20.8,1.357,0.0,3.73,6.4,1.618,0.0,4.74
1729951006.26,40.0,0.735,0.0,5.35,20.8,1.105,0.0,3.8,19.2,1.111,0.0,2.02,8.0,1.395,0.0,5.73
1729951006.36,40.0,0.758,0.0,3.79,19.2,0.967,0.0,3.54,20.8,1.079,0.0,1.7,8.0,1.234,0.0,4.86
1729951006.46,40.0,0.753,0.0,4.17,19.2,1.104,0.0,4.38,19.2,0.904,0.0,1.19,9.61,1.166,0.0,4.9
1729951006.56,40.0,0.909,0.0,4.71,20.8,1.265,0.0,4.08,19.2,0.755,0.0,1.77,6.39,1.352,0.0,5.44
