Time,S1F4Bitrate,S1F4Jitter,S1F4Datagrams,S1F4Delay,S1F2Bitrate,S1F2Jitter,S1F2Datagrams,S1F2Delay,S1F1Bitrate,S1F1Jitter,S1F1Datagrams,S1F1Delay,S1C1Bitrate,S1C1Jitter,S1C1Datagrams,S1C1Delay
1729951013.16,20.8,1.254,0.0,3.87,20.8,1.555,0.0,1.78,19.2,0.946,0.0,5.43,8.0,1.996,0.0,1.59
1729951013.26,19.2,1.247,0.0,3.94,19.2,1.411,0.0,2.83,20.8,0.853,0.0,4.76,8.0,1.657,0.0,2.35
1729951013.36,19.2,1.212,0.0,5.13,19.2,1.464,0.0,2.81,20.8,0.873,0.0,3.82,6.39,1.75,0.0,1.71
1729951013.46,20.8,1.085,0.0,6.32,19.2,1.208,0.0,1.73,19.2,0.748,0.0,4.94,8.0,1.852,0.0,2.35
1729951013.56,19.2,0.897,0.0,5.56,20.8,1.42,0.0,3.89,20.8,0.992,0.0,6.29,9.61,1.762,0.0,2.24
1729951013.66,20.8,1.05,0.0,3.94,20.8,1.171,0.0,2.84,19.2,0.952,0.0,6.23,8.0,1.806,0.0,2.13
1729951013.76,19.2,0.866,0.0,4.44,20.8,1.32,0.0,1.85,19.2,0.939,0.0,4.25,6.38,1.864,0.0,3.05
1729951013.86,20.8,0.914,0.0,6.097,19.2,1.097,0.0,2.48,20.8,0.991,0.0,5.11,7.94,2.344,0.0,1.7
1729951013.96,19.2,1.0,0.0,7.753,19.2,1.342,0.0,1.83,19.2,0.914,0.0,5.81,8.07,2.784,0.0,5.27
1729951014.06,20.8,0.934,0.0,9.41,20.8,1.379,0.0,3.0,20.8,1.185,0.0,9.93,8.0,2.527,0.0,4.065
1729951014.16,20.8,0.723,0.0,5.56,20.8,1.138,0.0,3.21,19.2,1.051,0.0,8.04,8.0,2.349,0.0,2.86
1729951014.26,19.2,0.997,0.0,6.335,19.2,1.554,0.0,2.62,20.8,0.981,0.0,6.77,8.01,2.401,0.0,5.705
1729951014.36,20.8,0.953,0.0,7.11,19.2,1.374,0.0,3.13,19.2,1.038,0.0,8.73,7.99,2.572,0.0,8.55
1729951014.46,19.2,0.924,0.0,7.86,19.2,1.603,0.0,1.45,20.8,0.995,0.0,9.54,8.0,2.847,0.0,8.09
1729951014.56,20.8,0.939,0.0,10.9,20.8,1.659,0.0,3.15,19.2,1.008,0.0,11.5,8.0,3.181,0.0,7.63
1729951014.66,19.2,0.973,0.0,11.3,19.2,1.939,0.0,1.85,20.8,1.666,0.0,11.8,8.01,3.315,0.0,8.47
1729951014.76,20.8,0.999,0.0,7.12,20.8,1.868,0.0,3.18,19.2,1.323,0.0,10.7,8.0,3.511,0.0,6.77
1729951014.86,19.2,0.992,0.0,5.77,19.2,1.407,0.0,3.6,20.8,1.194,0.0,9.89,7.97,3.533,0.0,8.31
1729951014.96,20.8,0.886,0.0,4.42,20.8,1.613,0.0,1.95,19.2,0.925,0.0,8.55,8.02,3.47,0.0,3.37
1729951015.06,19.2,0.787,0.0,3.07,19.2,1.457,0.0,3.01,20.8,1.106,0.0,8.01,8.0,2.987,0.0,5.63
1729951015.16,20.8,0.776,0.0,1.34,20.8,1.317,0.0,1.96,19.2,0.864,0.0,3.45,9.48,2.85,0.0,3.26
1729951015.26,19.2,0.944,0.0,1.52,19.2,1.513,0.0,3.58,20.8,0.89,0.0,4.25,8.03,2.434,0.0,8.36
1729951015.36,19.2,0.984,0.0,1.7,20.8,1.366,0.0,3.87,19.2,0.838,0.0,5.04,8.07,2.369,0.0,6.25
1729951015.46,20.8,1.112,0.0,1.475,19.2,1.536,0.0,3.43,20.8,0.956,0.0,3.4,8.0,2.278,0.0,7.7
1729951015.56,20.8,1.06,0.0,1.25,20.8,1.494,0.0,5.04,19.2,0.92,0.0,3.97,8.01,2.364,0.0,10.3
1729951015.66,19.2,1.015,0.0,1.21,19.2,1.768,0.0,3.24,19.2,0.793,0.0,4.7,7.99,2.469,0.0,10.1
1729951015.76,20.8,1.132,0.0,2.78,20.8,1.399,0.0,4.27,20.8,0.856,0.0,3.37,8.01,2.014,0.0,13.7
1729951015.86,19.2,1.068,0.0,2.89,19.2,1.482,0.0,1.81,20.8,0.689,0.0,4.59,8.0,2.234,0.0,11.1
1729951015.96,20.8,1.224,0.0,2.12,20.8,1.713,0.0,3.96,20.8,0.754,0.0,2.65,7.99,2.223,0.0,13.3
1729951016.06,19.2,1.031,0.0,2.68,19.2,1.871,0.0,2.43,19.2,0.657,0.0,4.01,8.0,2.301,0.0,16.8
1729951016.16,20.8,1.004,0.0,1.43,20.8,1.924,0.0,3.4,20.8,0.93,0.0,3.02,8.01,2.391,0.0,10.0
1729951016.26,19.2,1.164,0.0,3.66,19.2,1.742,0.0,3.25,19.2,0.869,0.0,3.68,7.99,2.673,0.0,5.02
1729951016.36,20.8,1.307,0.0,3.74,20.8,1.771,0.0,3.22,19.2,0.894,0.0,4.39,8.0,2.659,0.0,1.6
1729951016.46,19.2,1.222,0.0,3.2,19.2,1.679,0.0,3.19,20.8,0.783,0.0,4.15,8.0,2.753,0.0,2.73
1729951016.56,20.8,0.988,0.0,3.23,20.8,1.714,0.0,1.94,20.8,0.628,0.0,4.42,8.01,2.575,0.0,2.93
1729951016.66,19.2,0.909,0.0,1.66,19.2,1.699,0.0,3.46,19.2,0.785,0.0,2.98,8.0,2.272,0.0,2.43
1729951016.76,20.8,1.048,0.0,4.09,20.8,1.494,0.0,1.78,20.8,0.848,0.0,4.27,8.0,1.912,0.0,8.8
1729951016.86,19.2,1.071,0.0,2.67,19.2,1.654,0.0,3.605,19.2,1.026,0.0,3.6,8.0,1.713,0.0,1.57
1729951016.96,20.8,1.08,0.0,2.74,20.8,1.552,0.0,5.43,20.8,0.862,0.0,3.46,7.99,1.957,0.0,3.13
1729951017.06,19.2,1.112,0.0,3.01,19.2,1.907,0.0,6.64,19.2,0.702,0.0,3.4,8.0,2.004,0.0,3.04
1729951017.16,19.2,1.051,0.0,1.35,19.2,1.966,0.0,7.85,19.2,0.905,0.0,2.66,8.0,2.516,0.0,6.93
1729951017.26,20.8,1.122,0.0,2.15,20.8,1.692,0.0,9.05,20.8,0.894,0.0,3.72,8.0,2.707,0.0,3.01
1729951017.36,19.2,1.241,0.0,1.09,19.2,1.514,0.0,8.82,19.2,0.859,0.0,3.19,8.01,2.955,0.0,2.87
1729951017.46,20.8,1.231,0.0,1.39,20.8,1.487,0.0,8.45,20.8,0.765,0.0,3.44,7.99,3.121,0.0,3.7
1729951017.56,19.2,1.058,0.0,1.49,19.2,1.659,0.0,10.8,19.2,0.723,0.0,3.92,8.0,3.183,0.0,1.71
1729951017.66,20.8,0.98,0.0,1.42,20.8,1.914,0.0,14.1,20.8,1.04,0.0,2.03,8.0,3.57,0.0,4.39
1729951017.76,19.2,1.077,0.0,1.71,19.2,1.361,0.0,14.6,19.2,0.955,0.0,2.84,6.4,3.678,0.0,2.76
1729951017.86,20.8,1.102,0.0,0.963,20.8,1.529,0.0,14.0,20.8,1.126,0.0,2.0,9.61,3.618,0.0,2.29
1729951017.96,19.2,0.908,0.0,1.34,19.2,1.5,0.0,14.6,19.2,0.95,0.0,2.86,8.0,3.565,0.0,2.6
1729951018.06,20.8,0.999,0.0,0.761,20.8,1.613,0.0,8.42,20.8,0.899,0.0,2.08,7.99,3.596,0.0,2.9
1729951018.16,20.8,0.93,0.0,4.77,20.8,1.541,0.0,3.0,19.2,1.078,0.0,1.43,6.41,3.336,0.0,5.64
1729951018.26,19.2,0.801,0.0,4.1,19.2,1.308,0.0,4.32,20.8,0.987,0.0,1.27,7.99,3.186,0.0,3.32
1729951018.36,20.8,0.89,0.0,2.97,20.8,1.412,0.0,2.24,19.2,1.129,0.0,1.12,9.61,2.589,0.0,2.67
1729951018.46,19.2,0.912,0.0,3.31,19.2,1.237,0.0,3.0,20.8,0.827,0.0,2.27,6.4,2.407,0.0,2.96
1729951018.56,19.2,0.781,0.0,6.56,20.8,1.163,0.0,1.82,19.2,0.899,0.0,1.48,7.99,2.072,0.0,2.18
1729951018.66,20.8,0.729,0.0,1.93,19.2,1.316,0.0,3.65,20.8,0.976,0.0,1.13,8.0,1.999,0.0,2.63
1729951018.76,20.8,0.733,0.0,2.32,20.8,1.208,0.0,4.96,19.2,0.953,0.0,1.52,8.01,1.964,0.0,2.6
1729951018.86,19.2,0.767,0.0,1.06,19.2,1.241,0.0,4.01,20.8,0.855,0.0,0.864,7.99,2.096,0.0,2.91
1729951018.96,20.8,1.02,0.0,1.09,20.8,1.271,0.0,4.7,19.2,0.814,0.0,1.18,8.0,2.161,0.0,3.46
1729951019.06,19.2,0.906,0.0,1.66,19.2,1.467,0.0,3.05,20.8,0.818,0.0,2.54,8.01,2.564,0.0,2.02
1729951019.16,20.8,0.907,0.0,1.23,20.8,1.544,0.0,4.49,19.2,1.168,0.0,1.05,9.59,2.23,0.0,2.26
1729951019.26,19.2,0.747,0.0,1.22,19.2,1.466,0.0,4.42,20.8,1.111,0.0,0.841,8.0,2.04,0.0,1.5
1729951019.36,20.8,0.919,0.0,0.785,20.8,1.483,0.0,4.69,20.8,1.018,0.0,1.46,7.99,1.687,0.0,2.17
1729951019.46,19.2,0.898,0.0,3.13,19.2,1.367,0.0,5.51,19.2,0.839,0.0,1.65,8.01,1.738,0.0,1.61
1729951019.56,20.8,1.113,0.0,4.49,20.8,1.34,0.0,4.52,19.2,0.779,0.0,1.69,8.0,1.823,0.0,2.51
1729951019.66,19.2,0.955,0.0,3.9,19.2,1.767,0.0,5.33,20.8,1.081,0.0,1.29,7.99,1.943,0.0,2.95
1729951019.76,20.8,1.0,0.0,4.19,20.8,1.549,0.0,4.37,19.2,1.051,0.0,1.08,8.01,1.965,0.0,2.39
1729951019.86,19.2,1.119,0.0,4.23,19.2,1.628,0.0,5.58,20.8,1.121,0.0,1.0,7.99,1.979,0.0,2.7
1729951019.96,20.8,0.996,0.0,4.22,20.8,1.734,0.0,5.17,19.2,0.752,0.0,1.33,8.01,2.419,0.0,1.47
1729951020.06,19.2,1.247,0.0,8.2,19.2,1.925,0.0,4.59,20.8,0.788,0.0,6.0,8.0,2.738,0.0,7.15
1729951020.16,20.8,0.888,0.0,8.82,20.8,1.886,0.0,6.27,19.2,0.722,0.0,4.22,8.01,2.831,0.0,8.98
1729951020.26,19.2,0.895,0.0,6.84,19.2,1.605,0.0,4.03,20.8,0.887,0.0,4.12,8.0,2.913,0.0,4.04
1729951020.36,20.8,1.094,0.0,7.42,20.8,1.718,0.0,4.98,20.8,0.868,0.0,4.92,8.0,3.002,0.0,3.84
1729951020.46,19.2,1.107,0.0,8.78,19.2,1.901,0.0,3.09,19.2,0.738,0.0,6.71,7.98,3.194,0.0,6.72
1729951020.56,20.8,1.268,0.0,10.6,20.8,2.225,0.0,4.66,20.8,0.731,0.0,9.02,6.41,4.001,0.0,11.1
1729951020.66,19.2,1.253,0.0,13.7,19.2,2.27,0.0,5.11,19.2,0.985,0.0,5.11,9.59,3.937,0.0,14.9
1729951020.76,20.8,1.177,0.0,10.7,20.8,2.076,0.0,4.68,20.8,0.935,0.0,1.2,6.41,4.127,0.0,10.4
1729951020.86,19.2,1.331,0.0,10.2,19.2,2.258,0.0,6.27,19.2,1.047,0.0,1.35,9.59,3.372,0.0,9.83
1729951020.96,20.8,1.274,0.0,10.7,20.8,1.999,0.0,5.08,19.2,0.968,0.0,0.824,8.0,2.963,0.0,9.78
1729951021.06,19.2,1.307,0.0,9.58,19.2,1.858,0.0,4.27,20.8,0.826,0.0,1.45,6.4,2.825,0.0,8.89
1729951021.16,20.8,1.062,0.0,8.46,20.8,2.225,0.0,2.24,19.2,0.827,0.0,1.695,8.0,2.889,0.0,9.8
1729951021.26,19.2,0.942,0.0,8.11,19.2,1.89,0.0,2.91,20.8,0.883,0.0,1.94,8.01,2.694,0.0,8.2
1729951021.36,20.8,1.213,0.0,3.44,20.8,1.843,0.0,5.35,19.2,0.931,0.0,1.83,9.6,2.976,0.0,7.6
1729951021.46,19.2,1.214,0.0,3.9,19.2,1.529,0.0,9.47,20.8,0.841,0.0,1.13,8.0,2.951,0.0,9.21
1729951021.56,20.8,1.157,0.0,5.13,19.2,1.444,0.0,3.78,19.2,0.756,0.0,1.63,6.4,3.214,0.0,10.1
1729951021.66,19.2,1.113,0.0,4.85,20.8,1.895,0.0,3.67,20.8,0.945,0.0,1.335,8.0,3.334,0.0,11.9
1729951021.76,19.2,1.073,0.0,4.73,19.2,1.865,0.0,11.1,19.2,1.052,0.0,1.04,8.0,2.766,0.0,12.3
1729951021.86,20.8,1.232,0.0,3.53,20.8,1.989,0.0,6.22,20.8,1.056,0.0,0.798,8.0,2.558,0.0,12.4
1729951021.96,19.2,1.321,0.0,4.32,19.2,1.506,0.0,7.75,20.8,1.03,0.0,2.529,8.0,2.351,0.0,12.3
1729951022.06,20.8,1.255,0.0,3.41,20.8,1.577,0.0,7.78,19.2,0.842,0.0,4.26,8.01,2.216,0.0,2.67
1729951022.16,19.2,1.133,0.0,3.27,19.2,1.603,0.0,5.27,20.8,0.988,0.0,2.15,8.0,2.201,0.0,2.21
1729951022.26,20.8,1.032,0.0,5.36,20.8,1.795,0.0,12.2,19.2,1.146,0.0,2.66,9.59,2.255,0.0,2.41
1729951022.36,19.2,0.916,0.0,4.32,20.8,1.762,0.0,6.6,20.8,1.121,0.0,2.17,6.41,2.188,0.0,1.6
1729951022.46,20.8,1.122,0.0,4.7,19.2,1.69,0.0,5.71,19.2,1.138,0.0,1.33,9.6,2.53,0.0,2.8
1729951022.56,20.8,1.025,0.0,4.74,20.8,1.578,0.0,7.16,20.8,0.863,0.0,1.04,6.4,2.45,0.0,2.06
1729951022.66,19.2,1.047,0.0,5.35,19.2,1.489,0.0,5.89,19.2,0.813,0.0,0.878,8.0,2.8,0.0,2.37
1729951022.76,20.8,0.93,0.0,5.95,20.8,1.625,0.0,10.2,19.2,1.059,0.0,5.36,9.6,3.012,0.0,3.02
1729951022.86,19.2,0.882,0.0,4.86,19.2,1.743,0.0,11.7,20.8,0.978,0.0,6.26,6.4,2.95,0.0,2.39
1729951022.96,20.8,1.23,0.0,5.85,20.8,1.703,0.0,7.17,19.2,1.147,0.0,4.94,8.0,2.894,0.0,2.47
1729951023.06,19.2,1.123,0.0,5.21,19.2,1.59,0.0,9.06,20.8,0.972,0.0,6.13,8.0,2.984,0.0,1.45
1729951023.16,20.8,1.232,0.0,4.85,20.8,1.743,0.0,11.3,19.2,0.974,0.0,5.27,8.01,3.834,0.0,2.56
1729951023.26,19.2,0.978,0.0,4.99,19.2,1.945,0.0,18.6,20.8,1.187,0.0,4.98,7.99,3.827,0.0,2.24
1729951023.36,20.8,0.971,0.0,4.82,20.8,1.73,0.0,15.1,19.2,1.048,0.0,5.49,9.6,3.631,0.0,2.9
1729951023.46,19.2,1.071,0.0,5.74,19.2,2.029,0.0,14.1,20.8,0.988,0.0,5.0,8.01,3.128,0.0,3.53
1729951023.56,20.8,1.081,0.0,4.23,20.8,1.805,0.0,14.2,19.2,0.893,0.0,5.44,8.0,2.911,0.0,2.07
1729951023.66,19.2,1.149,0.0,4.96,19.2,1.783,0.0,17.6,20.8,0.883,0.0,4.08,7.99,2.786,0.0,3.76
1729951023.76,20.8,0.953,0.0,4.92,20.8,2.142,0.0,18.7,19.2,1.171,0.0,4.49,8.0,2.642,0.0,1.75
1729951023.86,19.2,0.991,0.0,3.75,19.2,1.813,0.0,15.6,20.8,1.162,0.0,4.36,8.0,2.567,0.0,2.49
1729951023.96,20.8,1.07,0.0,4.82,20.8,1.74,0.0,12.8,19.2,0.96,0.0,3.84,6.4,2.611,0.0,3.14
1729951024.06,19.2,1.148,0.0,3.4,19.2,1.681,0.0,5.7,20.8,0.835,0.0,4.24,9.6,2.472,0.0,2.18
1729951024.16,20.8,1.069,0.0,4.05,20.8,1.565,0.0,5.57,19.2,0.671,0.0,3.54,8.0,2.558,0.0,2.76
1729951024.26,19.2,0.904,0.0,4.82,19.2,1.695,0.0,7.46,19.2,0.628,0.0,4.38,8.01,2.445,0.0,1.79
1729951024.36,20.8,0.833,0.0,3.34,19.2,1.38,0.0,5.79,20.8,0.796,0.0,4.24,7.99,2.013,0.0,2.86
1729951024.46,19.2,0.947,0.0,4.81,20.8,1.384,0.0,7.42,20.7,0.674,0.0,3.02,8.0,1.963,0.0,2.71
1729951024.56,20.8,1.028,0.0,3.16,20.8,1.404,0.0,6.25,19.2,0.76,0.0,3.98,7.99,1.687,0.0,1.35
1729951024.66,19.2,1.006,0.0,3.46,19.2,1.382,0.0,7.42,20.8,0.643,0.0,3.06,8.02,1.8,0.0,2.16
1729951024.76,19.2,1.118,0.0,3.27,19.2,1.672,0.0,8.35,19.2,0.711,0.0,1.87,7.99,1.872,0.0,2.23
1729951024.86,20.8,0.985,0.0,3.07,20.8,1.847,0.0,6.09,20.8,0.801,0.0,1.35,8.0,2.214,0.0,2.49
1729951024.96,19.2,1.156,0.0,3.75,20.8,1.855,0.0,7.12,19.2,0.903,0.0,1.98,8.0,2.256,0.0,2.82
1729951025.06,20.7,1.313,0.0,2.55,19.2,1.946,0.0,7.19,20.8,0.86,0.0,1.19,7.99,2.553,0.0,2.29
1729951025.16,19.3,1.266,0.0,4.06,20.8,1.935,0.0,7.32,19.2,0.877,0.0,0.788,8.01,2.362,0.0,2.7
1729951025.26,20.8,1.173,0.0,4.32,19.2,2.276,0.0,5.77,20.8,1.022,0.0,2.44,8.0,2.271,0.0,1.63
1729951025.36,19.2,1.057,0.0,4.03,20.8,2.012,0.0,5.52,19.2,1.067,0.0,1.46,8.01,2.179,0.0,2.54
1729951025.46,20.8,1.322,0.0,4.59,19.2,1.92,0.0,4.37,20.8,1.054,0.0,1.76,6.4,2.049,0.0,3.05
1729951025.56,19.2,1.36,0.0,2.68,20.8,1.846,0.0,4.86,19.2,1.039,0.0,2.84,9.59,2.12,0.0,2.13
1729951025.66,20.8,1.244,0.0,4.24,19.2,1.801,0.0,6.4,20.8,0.91,0.0,2.45,8.01,2.173,0.0,2.55
1729951025.76,20.8,1.173,0.0,2.9,20.8,1.947,0.0,4.93,19.2,0.868,0.0,3.03,7.99,2.318,0.0,1.53
1729951025.86,19.2,0.998,0.0,3.17,19.2,1.835,0.0,4.65,20.8,0.959,0.0,1.38,8.01,2.419,0.0,2.84
1729951025.96,20.8,1.202,0.0,2.19,20.8,1.649,0.0,4.56,19.2,0.952,0.0,2.74,6.39,2.628,0.0,2.14
1729951026.06,19.2,1.275,0.0,2.02,19.2,1.382,0.0,4.17,20.8,0.851,0.0,2.13,9.61,2.583,0.0,2.8
1729951026.16,19.2,1.107,0.0,2.41,19.2,0.972,0.0,3.81,19.2,0.819,0.0,1.61,6.4,2.176,0.0,3.68
1729951026.26,20.8,1.055,0.0,4.76,19.2,1.112,0.0,4.06,20.8,0.696,0.0,2.6,9.6,2.011,0.0,6.93
1729951026.36,19.2,0.803,0.0,6.05,20.8,1.444,0.0,3.95,19.2,0.844,0.0,5.26,8.01,1.832,0.0,5.71
1729951026.46,20.8,1.093,0.0,4.61,20.8,1.177,0.0,3.8,20.8,0.921,0.0,5.83,6.39,1.853,0.0,5.33
1729951026.56,19.2,0.773,0.0,6.69,20.8,1.195,0.0,3.01,20.8,0.861,0.0,5.78,8.0,2.078,0.0,10.6
1729951026.66,20.8,0.839,0.0,8.09,19.2,1.1,0.0,3.36,19.2,0.896,0.0,7.53,8.01,2.349,0.0,14.6
1729951026.76,20.8,0.719,0.0,8.37,20.8,1.28,0.0,3.51,20.8,0.82,0.0,8.01,7.99,2.424,0.0,10.6
1729951026.86,19.2,0.894,0.0,8.465,19.2,1.609,0.0,4.26,19.2,0.953,0.0,8.37,8.01,2.285,0.0,10.4
1729951026.96,20.8,0.934,0.0,8.56,20.8,1.566,0.0,3.38,20.8,0.95,0.0,9.19,8.0,2.367,0.0,9.84
1729951027.06,19.2,1.053,0.0,7.46,19.2,1.607,0.0,3.35,19.2,0.987,0.0,8.85,8.0,2.694,0.0,9.895
1729951027.16,20.8,0.994,0.0,1.36,20.8,1.35,0.0,5.65,20.8,0.992,0.0,10.7,8.0,2.659,0.0,9.95
1729951027.26,19.2,1.057,0.0,1.87,19.2,1.707,0.0,3.78,19.2,0.911,0.0,7.03,8.01,3.246,0.0,10.5
1729951027.36,20.8,1.04,0.0,2.09,20.8,1.639,0.0,8.31,20.8,1.065,0.0,2.12,8.0,3.075,0.0,8.53
1729951027.46,19.2,0.97,0.0,0.851,19.2,1.563,0.0,6.34,19.2,1.03,0.0,1.39,8.0,3.087,0.0,11.8
1729951027.56,20.8,0.989,0.0,2.81,20.8,1.509,0.0,6.18,19.2,0.863,0.0,0.93,7.98,3.158,0.0,11.0
1729951027.66,19.2,0.934,0.0,4.56,19.2,1.408,0.0,5.62,20.8,0.838,0.0,0.931,9.6,3.029,0.0,10.2
1729951027.76,20.8,0.856,0.0,2.8,20.8,1.429,0.0,4.85,20.8,0.704,0.0,0.842,6.41,2.767,0.0,11.4
1729951027.86,19.2,0.766,0.0,3.533,19.2,1.375,0.0,8.65,19.1,1.0,0.0,1.1,7.99,2.371,0.0,12.05
1729951027.96,20.8,0.685,0.0,4.267,20.8,1.355,0.0,5.19,19.2,0.877,0.0,0.827,8.01,2.2,0.0,12.7
1729951028.06,19.2,1.019,0.0,5.0,19.2,1.393,0.0,7.04,20.9,0.785,0.0,1.46,7.99,2.149,0.0,12.8
1729951028.16,20.8,1.035,0.0,5.225,20.8,1.703,0.0,5.97,19.2,0.934,0.0,1.74,8.0,2.169,0.0,15.5
1729951028.26,19.2,1.257,0.0,5.45,19.2,1.73,0.0,6.54,20.8,0.984,0.0,2.98,8.0,2.251,0.0,13.6
1729951028.36,20.8,0.971,0.0,4.34,20.8,1.92,0.0,10.7,19.2,1.255,0.0,2.21,8.0,2.307,0.0,2.14
1729951028.46,19.2,0.877,0.0,5.9,19.2,1.888,0.0,4.85,19.2,0.916,0.0,2.09,7.99,2.505,0.0,3.0
1729951028.56,20.8,1.086,0.0,3.93,20.8,1.653,0.0,5.11,20.8,0.876,0.0,1.92,8.01,2.443,0.0,3.465
1729951028.66,19.2,1.172,0.0,4.75,19.2,1.42,0.0,5.34,20.8,0.838,0.0,1.85,8.01,2.347,0.0,3.93
1729951028.76,20.8,1.071,0.0,5.04,20.8,1.532,0.0,5.36,20.8,0.661,0.0,1.55,8.0,2.325,0.0,2.97
1729951028.86,19.2,0.877,0.0,4.18,19.2,1.86,0.0,11.5,19.2,0.771,0.0,2.49,9.6,2.21,0.0,6.17
1729951028.96,20.8,0.793,0.0,5.22,20.8,1.583,0.0,9.12,19.2,0.748,0.0,2.99,8.0,2.046,0.0,2.8
1729951029.06,19.2,1.056,0.0,1.97,19.2,1.761,0.0,8.92,20.8,0.979,0.0,1.71,7.99,2.048,0.0,2.195
1729951029.16,20.8,1.079,0.0,3.52,20.8,1.544,0.0,11.0,20.8,0.764,0.0,1.64,8.0,2.146,0.0,1.59
1729951029.26,19.2,1.113,0.0,2.72,19.2,1.952,0.0,13.9,19.2,0.8,0.0,1.11,8.01,2.595,0.0,2.04
1729951029.36,20.8,0.991,0.0,2.35,20.8,2.281,0.0,14.9,19.2,1.089,0.0,1.83,8.0,2.548,0.0,2.49
1729951029.46,19.2,0.948,0.0,3.25,19.2,1.881,0.0,15.9,20.8,0.945,0.0,1.8,7.99,2.432,0.0,6.13
1729951029.56,20.8,1.16,0.0,0.97,20.8,2.029,0.0,14.5,19.2,0.977,0.0,0.843,8.0,2.637,0.0,2.18
1729951029.66,19.2,1.314,0.0,5.49,19.2,1.965,0.0,15.9,20.8,0.983,0.0,5.8,8.0,2.959,0.0,5.95
1729951029.76,20.8,1.14,0.0,1.78,20.8,2.027,0.0,20.4,20.8,0.991,0.0,4.4,8.0,3.0,0.0,2.72
1729951029.86,19.2,1.273,0.0,2.24,19.2,2.485,0.0,17.05,19.2,1.065,0.0,3.51,8.0,3.56,0.0,3.22
1729951029.96,20.8,1.015,0.0,6.77,20.8,2.237,0.0,13.7,19.2,1.072,0.0,7.5,8.0,3.381,0.0,8.56
1729951030.06,19.2,1.305,0.0,1.52,19.2,2.021,0.0,3.77,20.8,1.101,0.0,4.11,7.99,3.454,0.0,2.82
1729951030.16,20.8,1.402,0.0,5.65,20.8,1.937,0.0,2.52,20.8,0.976,0.0,6.91,8.0,3.615,0.0,6.31
1729951030.26,19.2,1.168,0.0,1.53,19.2,1.806,0.0,6.14,19.2,0.836,0.0,4.59,8.0,2.905,0.0,2.4
1729951030.36,19.2,0.959,0.0,1.84,19.2,1.831,0.0,5.33,19.2,0.847,0.0,3.31,8.01,2.793,0.0,2.9
1729951030.46,20.8,0.915,0.0,4.38,20.8,1.675,0.0,5.92,20.8,1.001,0.0,6.37,8.0,2.374,0.0,4.18
1729951030.56,19.1,0.941,0.0,1.52,19.2,1.404,0.0,4.7,19.2,0.955,0.0,4.55,8.0,2.31,0.0,2.96
1729951030.66,20.8,1.134,0.0,2.38,20.8,1.536,0.0,4.23,20.8,0.906,0.0,5.17,8.01,2.648,0.0,2.88
1729951030.76,19.2,0.982,0.0,2.72,19.2,1.445,0.0,10.5,19.2,0.985,0.0,5.7,7.99,2.938,0.0,2.82
1729951030.86,20.8,1.214,0.0,2.98,20.8,1.651,0.0,9.56,20.8,0.92,0.0,4.33,8.0,3.22,0.0,2.43
1729951030.96,20.8,1.0,0.0,2.1,20.8,1.642,0.0,8.62,19.2,1.134,0.0,5.82,8.01,3.515,0.0,1.64
1729951031.06,19.2,0.905,0.0,1.59,19.2,1.763,0.0,5.66,20.8,1.063,0.0,4.18,8.0,3.127,0.0,2.65
1729951031.16,20.8,1.199,0.0,1.67,20.8,1.635,0.0,6.23,19.2,1.011,0.0,4.48,6.4,3.264,0.0,2.75
1729951031.26,19.2,1.123,0.0,1.42,19.2,1.622,0.0,8.38,20.8,1.088,0.0,5.15,8.01,2.839,0.0,1.6
1729951031.36,20.8,1.071,0.0,1.4,20.8,1.575,0.0,7.54,19.2,0.915,0.0,4.43,7.99,2.878,0.0,2.46
1729951031.46,19.2,0.977,0.0,2.22,19.2,1.726,0.0,6.7,20.8,1.167,0.0,4.63,8.01,2.583,0.0,3.19
1729951031.56,20.8,1.088,0.0,1.4,20.8,1.81,0.0,3.52,19.2,1.017,0.0,4.05,7.99,2.842,0.0,2.84
1729951031.66,19.2,1.151,0.0,1.29,19.2,1.726,0.0,6.045,20.8,1.16,0.0,5.03,8.0,2.637,0.0,3.67
1729951031.76,20.8,1.177,0.0,1.35,20.8,1.543,0.0,8.57,19.2,0.994,0.0,3.93,8.01,2.633,0.0,2.02
1729951031.86,19.2,1.139,0.0,1.91,19.2,1.359,0.0,7.045,20.8,0.871,0.0,4.51,8.0,2.642,0.0,3.25
1729951031.96,20.8,0.84,0.0,1.83,20.8,1.372,0.0,5.52,19.2,1.074,0.0,4.71,9.59,2.386,0.0,2.27
1729951032.06,19.2,0.899,0.0,3.58,19.2,1.47,0.0,5.07,20.8,0.964,0.0,5.39,8.01,1.832,0.0,2.96
1729951032.16,20.8,0.993,0.0,2.72,20.8,1.34,0.0,4.84,19.2,0.967,0.0,5.51,8.0,1.547,0.0,3.15
1729951032.26,19.2,0.863,0.0,1.32,19.2,1.242,0.0,5.68,20.8,0.687,0.0,3.05,7.99,1.273,0.0,2.08
1729951032.36,20.8,1.076,0.0,2.85,20.8,1.417,0.0,4.01,19.2,0.746,0.0,4.6,8.01,1.659,0.0,2.64
1729951032.46,19.2,0.854,0.0,8.14,19.2,1.467,0.0,4.28,20.8,1.07,0.0,8.69,7.99,1.666,0.0,10.1
1729951032.56,19.2,0.881,0.0,6.12,20.8,1.44,0.0,4.12,19.2,0.897,0.0,6.74,8.01,1.74,0.0,6.02
