Time,F4C1Bitrate,F4C1Jitter,F4C1Datagrams,F4C1Delay,F4S1Bitrate,F4S1Jitter,F4S1Datagrams,F4S1Delay,F4F1Bitrate,F4F1Jitter,F4F1Datagrams,F4F1Delay,F4F2Bitrate,F4F2Jitter,F4F2Datagrams,F4F2Delay
1729951450.87,6.4,2.042,0.0,11.2,41.6,0.599,0.0,10.5,20.8,1.016,0.0,11.9,19.2,2.032,0.0,22.0
1729951450.97,7.99,2.177,0.0,11.2,40.0,0.715,0.0,6.58,19.2,1.035,0.0,10.8,20.8,2.02,0.0,21.3
1729951451.07,9.6,2.085,0.0,8.34,40.0,0.649,0.0,1.44,20.8,1.156,0.0,11.8,19.2,2.213,0.0,19.3
1729951451.17,8.0,1.819,0.0,5.48,38.4,0.611,0.0,1.49,20.8,1.157,0.0,9.84,20.8,1.974,0.0,15.0
1729951451.27,6.4,1.726,0.0,5.74,41.6,0.554,0.0,1.66,19.2,0.938,0.0,8.77,19.2,1.911,0.0,12.7
1729951451.37,9.6,1.541,0.0,6.0,40.0,0.474,0.0,2.13,20.8,0.848,0.0,8.39,20.8,1.919,0.0,13.3
1729951451.47,8.0,1.549,0.0,5.475,40.0,0.537,0.0,1.66,19.2,0.892,0.0,9.37,19.2,1.684,0.0,14.2
1729951451.57,8.0,1.521,0.0,4.95,40.0,0.513,0.0,1.24,19.2,0.778,0.0,10.2,20.8,1.791,0.0,10.0
1729951451.67,6.4,1.635,0.0,4.995,40.0,0.641,0.0,1.75,20.8,0.786,0.0,9.79,19.2,1.629,0.0,9.39
1729951451.77,9.6,1.611,0.0,5.04,40.0,0.616,0.0,2.86,20.8,0.72,0.0,10.3,20.8,1.685,0.0,10.6
1729951451.87,6.4,1.838,0.0,3.26,40.0,0.436,0.0,1.56,19.2,0.727,0.0,9.31,19.2,1.583,0.0,12.1
1729951451.97,8.0,1.546,0.0,1.51,40.0,0.676,0.0,2.87,20.8,0.608,0.0,5.25,20.8,1.765,0.0,10.6
1729951452.07,9.61,1.259,0.0,1.625,40.0,0.629,0.0,1.95,19.2,0.739,0.0,5.18,19.2,1.564,0.0,7.71
1729951452.17,8.0,1.18,0.0,1.74,40.0,0.625,0.0,3.85,20.8,0.717,0.0,4.87,19.2,1.419,0.0,8.34
1729951452.27,6.4,1.23,0.0,3.275,40.0,0.748,0.0,3.19,19.2,0.688,0.0,5.59,20.8,1.654,0.0,8.66
1729951452.37,8.01,1.182,0.0,4.81,40.0,0.687,0.0,3.2,20.8,0.684,0.0,6.56,20.8,1.436,0.0,11.2
1729951452.47,9.59,1.093,0.0,2.62,38.4,0.928,0.0,3.05,19.2,0.835,0.0,5.17,19.2,1.789,0.0,9.72
1729951452.57,8.0,1.183,0.0,2.2,40.0,0.748,0.0,1.53,20.8,0.857,0.0,5.53,19.2,1.59,0.0,7.6
1729951452.67,6.4,1.332,0.0,4.15,40.0,0.806,0.0,3.55,19.2,0.885,0.0,6.06,20.8,1.641,0.0,10.5
1729951452.77,9.6,1.586,0.0,2.14,40.0,0.83,0.0,2.77,20.8,0.851,0.0,6.14,20.8,1.692,0.0,9.93
1729951452.87,8.0,1.645,0.0,3.58,40.0,0.759,0.0,3.95,19.2,0.812,0.0,6.28,19.2,1.629,0.0,10.6
1729951452.97,8.0,1.604,0.0,2.4,40.0,0.803,0.0,3.31,20.8,0.758,0.0,6.38,20.8,1.506,0.0,10.0
1729951453.07,8.0,1.758,0.0,1.9,39.9,0.786,0.0,2.38,19.2,0.848,0.0,5.12,19.2,1.579,0.0,7.78
1729951453.17,6.4,1.776,0.0,1.36,40.0,0.87,0.0,3.07,20.8,0.926,0.0,6.16,20.8,1.807,0.0,9.75
1729951453.27,8.0,1.931,0.0,1.91,40.1,0.876,0.0,2.05,19.2,0.86,0.0,6.08,19.2,1.828,0.0,10.5
1729951453.37,8.0,1.864,0.0,3.29,38.4,0.6,0.0,2.9,20.8,0.872,0.0,6.1,20.8,1.648,0.0,10.0
1729951453.47,8.0,2.067,0.0,1.94,40.0,0.672,0.0,1.41,19.2,0.931,0.0,6.29,19.2,2.065,0.0,9.2
1729951453.57,8.0,2.148,0.0,1.95,41.6,0.617,0.0,2.5,20.8,1.095,0.0,5.78,20.8,2.001,0.0,9.03
1729951453.67,8.0,2.112,0.0,1.22,40.0,0.527,0.0,2.23,19.2,1.101,0.0,6.3,19.2,2.09,0.0,8.46
1729951453.77,8.0,1.834,0.0,1.92,40.0,0.538,0.0,1.89,20.8,0.961,0.0,5.62,20.8,1.978,0.0,6.64
1729951453.87,8.0,1.647,0.0,1.27,40.0,0.581,0.0,2.13,19.2,0.866,0.0,5.93,19.2,1.565,0.0,8.98
1729951453.97,8.0,1.329,0.0,1.0,40.0,0.624,0.0,1.32,20.8,0.823,0.0,5.9,20.8,1.891,0.0,6.99
1729951454.07,8.0,1.348,0.0,1.0,40.0,0.645,0.0,2.27,19.2,1.048,0.0,5.44,19.2,1.773,0.0,7.77
1729951454.17,8.0,1.347,0.0,0.775,40.0,0.543,0.0,1.12,20.8,1.006,0.0,6.15,20.8,1.942,0.0,8.59
1729951454.27,8.0,1.438,0.0,2.25,40.0,0.593,0.0,1.38,19.2,1.053,0.0,6.02,19.2,2.07,0.0,8.63
1729951454.37,8.0,1.693,0.0,2.39,40.0,0.705,0.0,1.29,20.8,0.924,0.0,6.7,19.2,1.894,0.0,11.4
1729951454.47,9.6,1.836,0.0,1.58,41.6,0.753,0.0,1.82,20.8,0.93,0.0,5.49,20.8,2.008,0.0,8.56
1729951454.57,6.4,1.62,0.0,3.3,40.0,0.622,0.0,2.41,19.2,1.204,0.0,5.85,20.8,2.052,0.0,10.4
1729951454.67,8.0,1.294,0.0,1.66,40.1,0.57,0.0,1.21,20.8,1.127,0.0,6.77,19.2,2.043,0.0,10.0
1729951454.77,8.0,1.204,0.0,3.13,40.0,0.644,0.0,1.35,19.2,1.071,0.0,5.57,19.2,2.029,0.0,8.77
1729951454.87,9.6,1.185,0.0,2.97,40.0,0.699,0.0,2.04,20.8,0.869,0.0,5.315,20.8,1.8,0.0,10.4
1729951454.97,6.4,1.769,0.0,2.57,40.0,0.844,0.0,1.57,19.2,0.876,0.0,5.06,19.2,1.979,0.0,6.56
1729951455.07,9.6,1.6,0.0,2.12,40.0,0.685,0.0,1.33,20.8,1.241,0.0,7.26,20.8,2.098,0.0,9.19
1729951455.17,6.4,1.868,0.0,1.71,40.0,0.595,0.0,1.46,19.2,1.22,0.0,5.96,19.2,2.195,0.0,8.26
1729951455.27,8.0,2.033,0.0,2.4,40.0,0.625,0.0,2.05,20.8,1.11,0.0,5.74,20.8,2.01,0.0,8.41
1729951455.37,8.0,2.664,0.0,1.4,40.0,0.902,0.0,1.02,19.2,1.099,0.0,6.865,19.2,1.958,0.0,7.94
1729951455.47,7.99,2.384,0.0,2.47,40.0,0.654,0.0,1.71,20.8,1.12,0.0,7.99,20.8,2.291,0.0,5.96
1729951455.57,8.0,2.04,0.0,1.97,38.4,0.706,0.0,1.17,19.2,1.2,0.0,5.81,19.2,2.176,0.0,7.95
1729951455.67,8.0,1.787,0.0,1.34,41.6,0.64,0.0,0.884,19.2,1.026,0.0,4.71,20.8,1.979,0.0,4.01
1729951455.77,8.0,1.777,0.0,1.14,40.0,0.815,0.0,3.33,20.8,1.009,0.0,5.57,19.2,1.801,0.0,6.38
1729951455.87,8.0,1.924,0.0,3.14,38.4,0.984,0.0,4.52,19.2,0.691,0.0,6.555,20.8,1.78,0.0,8.49
1729951455.97,9.59,1.782,0.0,2.8,41.6,0.827,0.0,3.53,20.8,0.869,0.0,7.54,19.2,1.702,0.0,7.24
1729951456.07,6.4,1.823,0.0,2.99,40.0,0.75,0.0,5.05,19.2,0.71,0.0,11.8,20.8,1.863,0.0,10.3
1729951456.17,9.6,1.85,0.0,5.15,38.4,0.757,0.0,4.8,20.8,0.827,0.0,7.55,19.2,1.765,0.0,12.7
1729951456.27,8.0,1.849,0.0,6.2,40.0,0.846,0.0,7.1,20.8,0.793,0.0,8.66,20.8,1.592,0.0,16.3
1729951456.37,6.4,2.352,0.0,5.89,38.4,1.041,0.0,5.87,19.2,0.834,0.0,9.58,19.2,1.61,0.0,15.3
1729951456.47,8.01,2.351,0.0,6.61,41.6,0.955,0.0,6.69,20.8,1.058,0.0,9.54,20.8,2.114,0.0,20.7
1729951456.57,8.0,2.277,0.0,7.4,40.0,0.744,0.0,7.46,19.2,0.884,0.0,16.3,19.2,2.03,0.0,17.6
1729951456.67,8.0,2.206,0.0,9.83,38.4,0.671,0.0,8.48,20.8,0.884,0.0,10.6,19.2,1.39,0.0,21.3
1729951456.77,8.0,2.319,0.0,10.6,39.9,0.839,0.0,11.0,19.2,0.879,0.0,11.4,20.8,1.546,0.0,23.2
1729951456.87,8.0,2.473,0.0,1.45,40.2,0.78,0.0,12.3,20.8,0.957,0.0,12.1,20.8,1.603,0.0,22.8
1729951456.97,8.0,2.627,0.0,1.28,41.6,0.798,0.0,13.8,19.2,1.109,0.0,14.4,19.2,1.881,0.0,22.4
1729951457.07,8.0,2.237,0.0,1.12,40.0,0.74,0.0,7.04,20.8,0.849,0.0,14.0,20.8,1.598,0.0,2.41
1729951457.17,8.0,1.942,0.0,1.86,40.0,0.674,0.0,2.51,19.2,0.889,0.0,10.9,20.8,1.503,0.0,5.25
1729951457.27,8.0,1.793,0.0,1.09,40.0,0.659,0.0,3.97,20.8,0.923,0.0,9.25,19.2,1.447,0.0,3.14
1729951457.37,8.0,1.722,0.0,1.58,40.0,0.673,0.0,2.17,19.2,0.885,0.0,9.44,20.8,1.457,0.0,4.35
1729951457.47,8.0,1.679,0.0,1.47,40.0,0.739,0.0,6.2,20.8,0.744,0.0,10.2,19.2,1.269,0.0,10.9
1729951457.57,8.0,1.636,0.0,1.22,38.4,0.616,0.0,2.23,19.2,0.686,0.0,9.61,20.8,1.418,0.0,3.81
1729951457.67,8.0,1.626,0.0,1.52,40.0,0.406,0.0,2.91,20.8,0.745,0.0,10.0,19.2,1.305,0.0,8.82
1729951457.77,8.01,1.691,0.0,1.27,40.0,0.636,0.0,2.46,19.2,0.801,0.0,8.94,20.8,1.291,0.0,8.43
1729951457.87,8.01,1.811,0.0,1.67,41.6,0.433,0.0,5.86,20.8,0.83,0.0,5.4,19.2,1.281,0.0,8.705
1729951457.97,7.99,1.665,0.0,1.38,40.0,0.565,0.0,2.67,19.2,1.0,0.0,9.64,20.8,1.39,0.0,8.98
1729951458.07,8.0,1.407,0.0,1.39,40.0,0.425,0.0,1.05,20.8,0.674,0.0,5.12,19.2,1.152,0.0,6.76
1729951458.17,8.0,1.302,0.0,1.33,40.0,0.469,0.0,2.97,19.2,0.815,0.0,4.91,20.8,1.102,0.0,8.63
1729951458.27,8.0,1.34,0.0,0.766,40.0,0.562,0.0,3.77,20.8,0.953,0.0,4.03,19.2,1.238,0.0,11.9
1729951458.37,8.0,1.344,0.0,5.71,40.0,0.451,0.0,6.15,19.2,0.807,0.0,6.81,20.8,1.182,0.0,10.455
1729951458.47,8.0,1.264,0.0,2.69,40.0,0.568,0.0,2.38,19.2,0.829,0.0,8.16,19.2,1.364,0.0,9.01
1729951458.57,8.0,1.182,0.0,2.18,40.0,0.524,0.0,1.58,20.8,0.74,0.0,5.29,20.8,1.195,0.0,6.76
1729951458.67,8.0,1.358,0.0,2.92,40.0,0.517,0.0,2.74,20.8,0.954,0.0,5.5,19.2,1.512,0.0,8.34
1729951458.77,9.6,1.604,0.0,2.2,40.0,0.622,0.0,2.96,19.2,1.233,0.0,5.01,20.8,1.821,0.0,10.3
1729951458.87,8.0,1.678,0.0,3.11,40.1,0.6,0.0,3.76,20.8,1.084,0.0,6.75,19.2,1.787,0.0,9.63
1729951458.97,6.4,1.674,0.0,1.29,39.9,0.635,0.0,1.89,19.2,0.939,0.0,6.79,20.8,1.606,0.0,8.96
1729951459.07,7.99,1.67,0.0,1.38,40.0,0.604,0.0,1.39,20.8,0.838,0.0,5.78,19.2,1.527,0.0,6.02
1729951459.17,9.6,2.077,0.0,1.4,40.0,0.793,0.0,3.09,19.2,1.151,0.0,5.09,20.8,1.923,0.0,9.14
1729951459.27,6.4,2.152,0.0,3.11,40.0,0.764,0.0,2.91,19.2,1.267,0.0,6.06,19.2,2.091,0.0,10.1
1729951459.37,8.0,2.277,0.0,1.34,40.0,0.692,0.0,2.76,20.8,1.227,0.0,7.53,20.8,1.989,0.0,9.265
1729951459.47,9.6,2.425,0.0,1.0,40.0,0.652,0.0,2.32,19.2,1.054,0.0,6.13,19.2,2.003,0.0,8.43
1729951459.57,6.4,2.557,0.0,1.62,40.0,0.625,0.0,2.21,20.8,1.006,0.0,6.16,20.8,1.802,0.0,8.06
1729951459.67,9.6,2.368,0.0,0.803,40.1,0.718,0.0,3.54,19.2,1.293,0.0,6.19,19.2,2.05,0.0,8.28
1729951459.77,6.4,2.059,0.0,1.81,40.0,0.846,0.0,2.53,20.8,1.328,0.0,6.02,20.8,1.995,0.0,8.21
1729951459.87,8.0,1.902,0.0,0.989,39.8,0.706,0.0,3.96,19.2,1.298,0.0,6.49,19.2,2.043,0.0,7.565
1729951459.97,8.0,2.031,0.0,0.808,40.1,0.656,0.0,3.24,19.2,1.003,0.0,6.24,20.8,2.204,0.0,6.92
1729951460.07,8.0,1.94,0.0,2.73,40.0,0.611,0.0,3.56,20.8,1.07,0.0,6.62,19.2,2.06,0.0,8.91
1729951460.17,8.0,1.96,0.0,4.51,40.0,0.724,0.0,4.94,19.2,1.017,0.0,6.6,20.8,2.258,0.0,10.9
1729951460.27,8.0,2.021,0.0,2.43,40.0,0.644,0.0,3.6,20.8,1.027,0.0,6.22,19.2,2.436,0.0,9.84
1729951460.37,8.0,2.105,0.0,4.62,40.0,0.707,0.0,5.2,20.8,1.059,0.0,5.26,20.8,2.305,0.0,10.9
1729951460.47,8.0,2.33,0.0,1.99,40.0,0.768,0.0,3.95,20.8,1.007,0.0,5.88,19.2,2.257,0.0,12.8
1729951460.57,8.0,1.785,0.0,2.86,40.0,0.646,0.0,4.14,19.2,0.98,0.0,6.04,20.8,2.129,0.0,12.7
1729951460.67,8.01,1.471,0.0,5.05,40.0,0.868,0.0,3.64,20.8,0.943,0.0,5.47,19.2,2.216,0.0,12.5
1729951460.77,8.0,1.342,0.0,2.69,40.0,0.73,0.0,3.31,19.2,1.159,0.0,5.97,20.8,2.208,0.0,13.1
1729951460.87,8.0,1.371,0.0,4.05,41.6,0.744,0.0,3.92,20.8,1.047,0.0,5.33,19.2,1.967,0.0,11.4
1729951460.97,7.99,1.383,0.0,2.45,38.4,0.804,0.0,2.19,19.2,1.009,0.0,5.7,19.2,1.733,0.0,12.7
1729951461.07,8.0,1.491,0.0,3.45,41.6,0.635,0.0,2.97,20.8,0.917,0.0,5.33,20.8,1.78,0.0,10.8
1729951461.17,8.0,1.671,0.0,2.01,40.0,0.83,0.0,2.08,19.2,0.905,0.0,4.8,19.2,1.73,0.0,11.7
1729951461.27,8.0,1.927,0.0,3.68,38.4,0.823,0.0,3.12,20.8,0.988,0.0,4.63,20.8,1.634,0.0,10.6
1729951461.37,8.01,1.506,0.0,3.06,41.6,0.847,0.0,1.95,19.2,1.05,0.0,4.72,20.8,1.742,0.0,10.6
1729951461.47,8.0,1.321,0.0,2.91,40.0,0.845,0.0,2.3,19.2,0.968,0.0,5.07,19.2,1.541,0.0,10.9
1729951461.57,8.0,1.1,0.0,2.23,40.0,0.699,0.0,2.04,20.8,0.839,0.0,3.91,20.8,1.357,0.0,9.45
1729951461.67,8.0,1.135,0.0,2.21,38.4,0.669,0.0,1.86,20.8,0.763,0.0,4.13,19.2,1.406,0.0,10.4
1729951461.77,8.0,1.197,0.0,5.8,40.0,0.608,0.0,6.07,19.2,0.926,0.0,3.97,20.8,1.501,0.0,9.01
1729951461.87,8.0,1.273,0.0,4.07,40.0,0.784,0.0,3.7,20.8,0.892,0.0,8.36,19.2,1.387,0.0,16.5
1729951461.97,8.0,1.372,0.0,4.43,38.4,0.436,0.0,5.42,19.2,0.855,0.0,7.13,20.8,1.464,0.0,14.5
1729951462.07,8.0,1.514,0.0,4.27,41.6,0.618,0.0,4.71,19.2,0.907,0.0,7.66,19.2,1.283,0.0,14.2
1729951462.17,8.0,1.332,0.0,5.04,40.0,0.406,0.0,5.41,20.8,0.761,0.0,7.67,20.8,1.185,0.0,15.7
1729951462.27,8.0,1.426,0.0,5.88,41.6,0.548,0.0,6.19,20.8,0.961,0.0,7.83,19.2,1.307,0.0,15.7
1729951462.37,8.0,1.501,0.0,6.79,40.0,0.371,0.0,6.94,19.2,1.159,0.0,8.67,20.8,1.492,0.0,17.0
1729951462.47,8.0,1.605,0.0,7.65,40.0,0.508,0.0,7.69,19.2,1.031,0.0,9.71,19.2,1.674,0.0,18.5
1729951462.57,8.0,1.737,0.0,8.71,40.0,0.513,0.0,9.2,20.8,0.948,0.0,9.3,20.8,1.622,0.0,20.0
1729951462.67,8.0,1.83,0.0,10.4,40.0,0.403,0.0,10.2,20.8,0.998,0.0,10.1,19.2,1.763,0.0,20.1
1729951462.77,8.0,1.83,0.0,11.5,38.4,0.468,0.0,11.0,19.2,1.046,0.0,10.3,20.8,1.751,0.0,21.8
1729951462.87,8.0,1.863,0.0,1.79,41.6,0.436,0.0,1.6,19.2,1.137,0.0,11.6,19.2,1.811,0.0,23.3
1729951462.97,8.0,1.971,0.0,3.69,40.0,0.494,0.0,3.0,20.8,1.084,0.0,10.4,20.8,1.872,0.0,22.0
1729951463.07,8.0,2.045,0.0,2.6,38.4,0.577,0.0,1.32,19.2,1.005,0.0,9.67,19.2,1.655,0.0,21.5
1729951463.17,8.0,1.703,0.0,3.31,41.5,0.359,0.0,2.45,20.8,0.949,0.0,8.38,20.8,1.599,0.0,17.2
1729951463.27,8.0,1.5,0.0,3.49,40.0,0.489,0.0,1.7,19.2,1.018,0.0,7.4,19.2,1.619,0.0,16.4
1729951463.37,8.0,1.463,0.0,2.77,40.0,0.4,0.0,1.86,20.8,1.069,0.0,8.1,20.8,1.474,0.0,15.7
1729951463.47,8.0,1.425,0.0,4.37,40.1,0.492,0.0,2.02,19.2,0.999,0.0,8.92,19.2,1.797,0.0,16.1
1729951463.57,8.0,1.414,0.0,2.71,40.0,0.602,0.0,1.2,20.8,0.976,0.0,9.74,20.8,1.494,0.0,14.4
1729951463.67,8.0,1.378,0.0,3.52,40.0,0.467,0.0,2.32,20.8,0.964,0.0,9.76,19.2,1.369,0.0,9.17
1729951463.77,8.0,1.551,0.0,4.49,40.0,0.703,0.0,1.0,19.2,1.033,0.0,7.55,20.8,1.453,0.0,9.89
1729951463.87,8.0,1.69,0.0,3.14,40.0,0.501,0.0,1.505,20.8,1.222,0.0,3.28,19.2,1.672,0.0,9.87
1729951463.97,8.0,1.389,0.0,3.84,40.0,0.525,0.0,2.01,19.2,0.97,0.0,4.59,20.8,1.558,0.0,9.84
1729951464.07,9.6,1.303,0.0,2.94,38.4,0.664,0.0,2.39,19.2,0.856,0.0,3.49,19.2,1.638,0.0,9.73
1729951464.17,6.4,1.196,0.0,4.27,41.6,0.497,0.0,1.91,20.8,0.856,0.0,3.78,20.8,1.468,0.0,8.6
1729951464.27,8.0,1.084,0.0,2.55,40.0,0.592,0.0,1.27,19.2,0.782,0.0,3.89,19.2,1.475,0.0,9.31
1729951464.37,9.6,0.976,0.0,3.71,40.0,0.532,0.0,1.355,20.8,0.883,0.0,3.51,20.8,1.646,0.0,8.54
1729951464.47,6.4,1.258,0.0,3.62,40.0,0.62,0.0,1.44,19.2,0.732,0.0,4.08,19.2,1.676,0.0,8.65
1729951464.57,9.6,1.2,0.0,2.48,38.4,0.839,0.0,1.63,20.8,0.872,0.0,3.19,20.8,1.713,0.0,8.42
1729951464.67,6.4,1.444,0.0,4.39,41.6,0.74,0.0,1.22,20.8,0.834,0.0,3.91,19.2,1.615,0.0,7.92
1729951464.77,6.4,1.534,0.0,2.35,40.0,0.666,0.0,0.82,19.2,0.702,0.0,4.34,19.2,1.691,0.0,8.71
1729951464.87,9.6,1.539,0.0,4.36,40.0,0.656,0.0,1.935,20.8,0.868,0.0,2.99,20.8,1.934,0.0,7.22
1729951464.97,8.0,1.496,0.0,4.0,38.4,0.738,0.0,3.05,19.2,0.881,0.0,5.25,19.2,1.91,0.0,9.69
1729951465.07,8.0,1.462,0.0,2.33,40.0,0.845,0.0,2.11,20.8,0.881,0.0,3.59,20.8,1.796,0.0,8.06
1729951465.17,6.4,1.681,0.0,4.33,41.6,0.805,0.0,2.54,19.2,0.967,0.0,4.31,19.2,2.005,0.0,8.82
1729951465.27,9.6,1.613,0.0,2.16,40.0,0.744,0.0,2.6,20.8,0.807,0.0,4.95,20.8,1.995,0.0,9.84
1729951465.37,8.0,1.805,0.0,3.87,40.0,0.729,0.0,1.83,19.2,0.993,0.0,4.16,19.2,1.735,0.0,8.65
1729951465.47,6.4,1.897,0.0,3.94,38.4,0.895,0.0,3.47,20.8,1.003,0.0,5.11,20.8,1.663,0.0,9.93
1729951465.57,9.6,2.09,0.0,4.225,41.6,0.971,0.0,2.43,19.2,0.861,0.0,4.89,20.8,1.73,0.0,10.6
1729951465.67,6.4,1.911,0.0,4.51,38.4,0.736,0.0,3.13,20.8,0.882,0.0,7.57,19.2,1.618,0.0,11.2
1729951465.77,8.0,1.793,0.0,2.67,40.0,0.811,0.0,2.85,19.2,0.696,0.0,5.27,20.8,1.615,0.0,11.3
1729951465.87,8.0,1.748,0.0,4.54,40.0,0.771,0.0,2.28,19.2,0.878,0.0,5.39,19.2,1.748,0.0,10.6
1729951465.97,9.6,1.808,0.0,3.91,40.0,0.972,0.0,3.68,20.8,0.946,0.0,5.68,20.8,1.621,0.0,10.8
1729951466.07,8.0,1.829,0.0,4.335,40.0,0.964,0.0,3.09,19.2,1.024,0.0,4.89,19.2,1.873,0.0,11.0
1729951466.17,6.4,1.857,0.0,4.76,38.4,0.483,0.0,3.21,20.8,0.952,0.0,7.89,20.8,1.715,0.0,12.3
1729951466.27,9.6,2.064,0.0,3.42,40.0,0.496,0.0,2.71,19.2,1.055,0.0,4.48,19.2,1.842,0.0,10.7
1729951466.37,6.4,2.032,0.0,4.55,41.6,0.498,0.0,2.55,20.8,1.11,0.0,5.01,20.8,1.945,0.0,10.5
1729951466.47,9.6,1.645,0.0,3.86,40.0,0.631,0.0,3.53,19.2,1.342,0.0,5.22,19.2,2.173,0.0,10.3
1729951466.57,6.4,1.513,0.0,3.685,41.6,0.626,0.0,2.52,20.8,1.111,0.0,4.64,20.8,2.045,0.0,8.94
1729951466.67,8.0,1.327,0.0,3.51,38.4,0.617,0.0,3.28,19.2,0.998,0.0,6.88,19.2,1.806,0.0,12.8
1729951466.77,8.0,1.067,0.0,4.6,40.0,0.515,0.0,3.13,20.8,0.923,0.0,4.58,20.8,1.817,0.0,10.4
1729951466.87,8.0,1.05,0.0,3.38,41.6,0.506,0.0,2.6,19.2,1.069,0.0,4.93,19.2,1.815,0.0,9.67
1729951466.97,8.0,1.17,0.0,4.22,38.4,0.601,0.0,3.2,20.8,1.113,0.0,3.44,20.8,1.968,0.0,8.77
1729951467.07,8.0,1.248,0.0,3.93,41.6,0.524,0.0,1.79,19.2,1.232,0.0,6.55,19.2,1.877,0.0,11.4
1729951467.17,8.0,1.356,0.0,4.03,38.4,0.52,0.0,3.34,20.8,1.03,0.0,4.49,20.8,1.702,0.0,8.98
1729951467.27,9.6,1.499,0.0,4.6,41.6,0.52,0.0,3.09,19.1,0.969,0.0,3.87,19.2,1.859,0.0,8.52
1729951467.37,6.4,1.492,0.0,2.95,40.0,0.591,0.0,2.39,20.9,1.195,0.0,4.35,20.8,2.066,0.0,7.85
1729951467.47,9.6,1.243,0.0,4.32,40.0,0.466,0.0,3.26,19.2,1.239,0.0,6.47,19.2,1.985,0.0,11.2
1729951467.57,6.4,1.134,0.0,3.33,40.0,0.5,0.0,1.95,20.8,1.061,0.0,4.73,20.8,1.517,0.0,7.44
1729951467.67,9.61,1.256,0.0,3.69,38.4,0.525,0.0,2.83,19.2,0.818,0.0,4.47,19.2,1.586,0.0,7.56
1729951467.77,6.4,1.191,0.0,4.1,41.6,0.453,0.0,2.01,20.8,0.697,0.0,3.91,20.8,1.577,0.0,7.32
1729951467.87,9.6,1.266,0.0,3.95,40.0,0.599,0.0,3.68,19.2,0.914,0.0,5.49,19.2,1.689,0.0,9.66
1729951467.97,7.99,1.284,0.0,8.13,40.0,0.69,0.0,4.73,20.8,1.086,0.0,9.1,19.2,1.714,0.0,18.8
1729951468.07,6.4,1.448,0.0,6.21,40.0,0.622,0.0,5.44,19.2,1.011,0.0,10.7,20.8,1.642,0.0,19.0
1729951468.17,9.6,1.587,0.0,7.38,38.4,0.657,0.0,6.27,20.8,0.969,0.0,7.84,20.8,1.717,0.0,15.8
1729951468.27,6.4,1.702,0.0,7.12,41.6,0.534,0.0,5.55,19.2,0.858,0.0,7.7,19.2,1.796,0.0,15.5
1729951468.37,8.0,1.759,0.0,7.0,38.4,0.781,0.0,6.53,19.2,0.901,0.0,8.1,17.6,1.792,0.0,16.7
1729951468.47,9.6,1.836,0.0,9.55,41.5,0.619,0.0,9.64,20.8,1.089,0.0,14.2,22.4,1.843,0.0,26.7
1729951468.57,6.4,2.005,0.0,9.8,38.4,0.679,0.0,8.13,20.8,1.021,0.0,9.98,19.2,1.818,0.0,20.6
1729951468.67,8.0,1.912,0.0,9.69,40.0,0.624,0.0,9.37,19.2,0.716,0.0,10.8,19.2,1.757,0.0,21.1
1729951468.77,9.59,1.813,0.0,10.9,40.0,0.669,0.0,9.89,20.7,0.727,0.0,10.4,20.7,1.822,0.0,22.4
1729951468.87,8.0,1.971,0.0,12.2,40.0,0.706,0.0,10.5,19.2,0.685,0.0,11.15,19.3,1.881,0.0,19.9
1729951468.97,8.0,2.022,0.0,11.2,40.0,0.591,0.0,7.61,20.8,0.751,0.0,11.9,20.8,1.924,0.0,24.9
1729951469.07,8.0,1.845,0.0,3.61,40.0,0.663,0.0,3.59,19.2,0.734,0.0,8.06,20.8,1.551,0.0,18.6
1729951469.17,6.4,1.757,0.0,4.79,40.0,0.602,0.0,3.69,20.8,0.631,0.0,8.01,19.2,1.444,0.0,18.0
1729951469.27,9.6,1.557,0.0,4.59,41.6,0.614,0.0,3.65,19.2,0.621,0.0,7.87,20.8,1.593,0.0,16.8
1729951469.37,7.97,1.567,0.0,7.05,38.4,0.604,0.0,6.3,20.8,0.529,0.0,8.33,19.2,1.582,0.0,17.5
1729951469.47,8.03,1.601,0.0,4.76,40.0,0.707,0.0,3.84,19.2,0.67,0.0,8.79,19.2,1.381,0.0,16.4
1729951469.57,6.4,1.604,0.0,4.71,40.0,0.744,0.0,4.53,20.8,0.643,0.0,9.83,20.8,1.452,0.0,13.5
1729951469.67,9.6,1.59,0.0,4.54,40.0,0.687,0.0,4.4,20.8,0.581,0.0,8.0,20.8,1.5,0.0,8.79
1729951469.77,6.4,1.843,0.0,4.12,39.9,0.704,0.0,3.75,19.2,0.627,0.0,9.05,19.2,1.374,0.0,10.0
1729951469.87,8.0,1.582,0.0,5.88,40.0,0.76,0.0,6.31,20.8,0.578,0.0,10.1,20.8,1.346,0.0,12.2
1729951469.97,8.0,1.456,0.0,6.25,40.0,0.639,0.0,3.08,19.2,0.715,0.0,9.575,19.2,1.272,0.0,14.1
1729951470.07,9.6,1.263,0.0,4.17,40.0,0.778,0.0,3.97,20.8,0.671,0.0,9.05,20.8,1.12,0.0,9.09
1729951470.17,6.4,1.123,0.0,4.43,40.0,0.77,0.0,3.3,19.2,0.591,0.0,2.97,20.8,1.043,0.0,7.96
1729951470.27,9.6,1.104,0.0,3.54,40.0,0.82,0.0,3.35,20.8,0.56,0.0,4.4,19.2,1.199,0.0,8.46
