Time,F2F4Bitrate,F2F4Jitter,F2F4Datagrams,F2F4Delay,F2S1Bitrate,F2S1Jitter,F2S1Datagrams,F2S1Delay,F2C1Bitrate,F2C1Jitter,F2C1Datagrams,F2C1Delay,F2F1Bitrate,F2F1Jitter,F2F1Datagrams,F2F1Delay
1729951433.07,20.8,1.803,0.0,22.7,41.6,0.719,0.0,8.44,8.01,3.992,0.0,1.88,20.8,0.87,0.0,3.22
1729951433.17,19.2,1.714,0.0,13.1,40.0,0.921,0.0,5.18,8.0,3.622,0.0,3.23,19.2,1.01,0.0,1.21
1729951433.27,20.8,1.871,0.0,10.3,40.0,0.665,0.0,3.11,8.01,3.104,0.0,2.01,20.8,0.952,0.0,0.837
1729951433.37,19.2,1.716,0.0,7.23,38.4,0.848,0.0,1.82,7.99,3.27,0.0,2.74,19.2,0.97,0.0,2.39
1729951433.47,20.8,1.621,0.0,8.55,41.6,0.665,0.0,7.03,8.01,3.195,0.0,2.43,20.8,0.764,0.0,2.21
1729951433.57,19.2,1.696,0.0,5.97,40.0,0.727,0.0,4.39,8.0,3.222,0.0,2.07,19.2,0.849,0.0,2.07
1729951433.67,20.8,1.662,0.0,9.47,40.0,0.818,0.0,3.44,8.0,2.969,0.0,3.23,20.8,0.845,0.0,2.75
1729951433.77,19.2,1.719,0.0,7.56,40.0,0.793,0.0,3.24,8.0,3.023,0.0,1.68,19.2,0.789,0.0,2.03
1729951433.87,20.8,1.685,0.0,8.39,40.0,0.679,0.0,1.71,8.0,3.088,0.0,3.52,20.8,0.813,0.0,2.4
1729951433.97,19.2,1.553,0.0,9.58,40.0,0.638,0.0,4.37,8.0,3.282,0.0,2.51,19.2,0.958,0.0,2.73
1729951434.07,20.8,1.557,0.0,6.37,40.0,0.959,0.0,6.72,8.0,2.968,0.0,2.53,20.8,0.919,0.0,3.06
1729951434.17,19.2,1.439,0.0,8.94,40.0,0.698,0.0,3.27,8.0,2.514,0.0,3.25,19.2,0.729,0.0,2.88
1729951434.27,20.8,1.494,0.0,6.7,40.0,0.912,0.0,5.03,8.0,2.365,0.0,2.05,19.2,0.643,0.0,1.96
1729951434.37,19.2,1.632,0.0,7.66,40.0,0.718,0.0,5.1,8.0,2.124,0.0,3.33,20.8,0.602,0.0,2.56
1729951434.47,20.8,1.728,0.0,8.28,40.0,0.68,0.0,6.0,8.0,2.204,0.0,2.29,20.8,0.675,0.0,1.54
1729951434.57,19.2,2.107,0.0,6.87,40.0,1.024,0.0,8.31,8.0,2.223,0.0,2.56,19.2,0.93,0.0,1.815
1729951434.67,19.2,2.256,0.0,7.38,40.0,0.858,0.0,10.8,8.0,2.317,0.0,2.34,20.8,0.897,0.0,2.09
1729951434.77,20.8,2.339,0.0,4.11,40.0,1.393,0.0,11.5,8.0,2.458,0.0,2.01,19.2,1.056,0.0,1.34
1729951434.87,19.2,1.947,0.0,6.08,40.0,1.055,0.0,12.4,8.01,2.458,0.0,3.1,20.8,1.139,0.0,1.73
1729951434.97,19.2,1.469,0.0,5.32,40.0,0.978,0.0,11.9,7.99,2.457,0.0,1.87,19.2,1.18,0.0,1.26
1729951435.07,20.8,1.899,0.0,4.79,40.0,1.018,0.0,12.6,8.01,2.428,0.0,3.06,20.8,1.126,0.0,1.245
1729951435.17,19.2,1.948,0.0,7.27,40.0,1.017,0.0,14.5,7.99,2.656,0.0,2.3,19.2,1.075,0.0,1.23
1729951435.27,20.8,2.333,0.0,3.84,40.0,1.277,0.0,7.17,7.99,2.913,0.0,3.36,19.2,1.088,0.0,0.88
1729951435.37,20.8,1.949,0.0,6.85,40.0,1.095,0.0,2.71,8.01,3.205,0.0,3.4,20.8,1.336,0.0,2.8
1729951435.47,20.8,1.615,0.0,8.93,40.0,1.153,0.0,1.89,8.0,3.486,0.0,3.8,20.8,1.338,0.0,2.02
1729951435.57,19.2,1.892,0.0,5.08,40.0,1.328,0.0,2.13,8.0,3.698,0.0,4.86,19.2,1.234,0.0,1.545
1729951435.67,20.8,1.86,0.0,8.7,40.0,1.28,0.0,3.23,7.97,4.017,0.0,4.11,20.8,1.214,0.0,1.07
1729951435.77,19.2,2.022,0.0,4.19,40.0,1.251,0.0,1.75,8.03,3.331,0.0,6.17,19.2,1.049,0.0,1.21
1729951435.87,20.8,1.858,0.0,6.71,40.0,1.156,0.0,2.57,7.99,3.073,0.0,6.95,20.8,1.364,0.0,1.66
1729951435.97,19.2,1.701,0.0,9.32,40.0,1.286,0.0,1.93,8.0,2.924,0.0,7.27,19.2,1.335,0.0,1.39
1729951436.07,20.8,2.111,0.0,8.45,36.8,1.259,0.0,1.93,8.0,3.3,0.0,8.71,19.2,1.166,0.0,1.12
1729951436.17,19.2,2.026,0.0,15.7,41.6,1.551,0.0,2.7,8.01,3.618,0.0,14.9,20.8,1.217,0.0,1.15
1729951436.27,20.8,2.322,0.0,7.62,38.4,1.344,0.0,1.84,8.0,3.545,0.0,13.9,19.2,1.135,0.0,1.34
1729951436.37,19.2,1.979,0.0,10.9,41.6,1.402,0.0,3.33,8.0,3.702,0.0,17.2,20.8,1.514,0.0,1.0
1729951436.47,20.8,1.831,0.0,6.95,38.4,1.308,0.0,2.19,8.0,3.742,0.0,8.38,19.2,1.353,0.0,1.25
1729951436.57,19.2,2.099,0.0,9.425,40.0,1.227,0.0,2.72,8.0,3.511,0.0,2.05,19.2,1.186,0.0,0.896
1729951436.67,20.8,2.008,0.0,11.9,38.4,0.956,0.0,2.73,9.61,3.113,0.0,5.43,20.8,1.122,0.0,2.79
1729951436.77,19.2,2.542,0.0,4.61,41.6,0.771,0.0,1.88,8.0,3.074,0.0,2.38,20.8,0.932,0.0,5.91
1729951436.87,20.8,2.115,0.0,6.06,41.6,1.125,0.0,3.54,8.0,3.044,0.0,2.09,19.2,1.186,0.0,2.21
1729951436.97,19.2,1.89,0.0,4.95,40.0,0.774,0.0,2.84,8.0,2.943,0.0,2.76,20.8,1.04,0.0,3.19
1729951437.07,20.8,2.026,0.0,6.25,41.6,0.97,0.0,2.29,6.4,2.97,0.0,1.76,20.8,1.138,0.0,2.14
1729951437.17,19.2,2.272,0.0,7.55,38.4,0.896,0.0,2.91,9.6,3.387,0.0,4.64,19.2,1.06,0.0,2.99
1729951437.27,20.8,2.398,0.0,4.91,41.6,0.794,0.0,1.85,7.99,3.694,0.0,2.8,20.8,0.982,0.0,2.51
1729951437.37,19.2,2.002,0.0,8.71,38.4,1.014,0.0,3.37,8.0,3.962,0.0,1.87,19.2,1.031,0.0,1.96
1729951437.47,20.8,1.872,0.0,3.64,41.6,0.772,0.0,2.18,8.0,3.286,0.0,2.96,20.8,1.051,0.0,1.06
1729951437.57,19.2,1.619,0.0,5.55,38.4,0.941,0.0,2.55,6.4,3.135,0.0,1.99,19.2,1.071,0.0,1.21
1729951437.67,20.8,2.233,0.0,7.46,41.6,0.868,0.0,2.48,8.0,2.936,0.0,2.69,20.8,0.938,0.0,1.31
1729951437.77,19.2,2.109,0.0,9.37,40.0,0.994,0.0,2.25,8.0,2.875,0.0,2.06,19.2,0.981,0.0,3.06
1729951437.87,20.8,1.829,0.0,12.7,40.0,0.954,0.0,3.6,8.0,2.635,0.0,1.99,20.8,0.802,0.0,3.73
1729951437.97,19.2,1.759,0.0,6.33,40.0,0.771,0.0,2.02,8.0,2.401,0.0,3.18,19.2,1.031,0.0,1.01
1729951438.07,19.2,1.468,0.0,7.965,38.4,1.211,0.0,2.93,8.01,2.541,0.0,1.98,20.8,1.017,0.0,2.45
1729951438.17,19.2,1.526,0.0,9.6,41.6,0.877,0.0,2.27,8.0,2.862,0.0,3.39,19.2,0.978,0.0,2.65
1729951438.27,20.8,1.576,0.0,17.9,40.0,1.107,0.0,3.02,9.6,2.836,0.0,1.95,20.8,0.969,0.0,7.35
1729951438.37,19.2,1.424,0.0,18.8,40.0,0.869,0.0,4.33,8.0,2.863,0.0,2.92,19.2,0.865,0.0,8.16
1729951438.47,20.8,1.379,0.0,14.0,40.0,1.13,0.0,2.05,8.0,2.841,0.0,2.05,20.8,1.114,0.0,5.24
1729951438.57,19.2,1.512,0.0,15.4,38.4,0.978,0.0,3.06,8.0,3.017,0.0,2.18,19.2,0.961,0.0,6.14
1729951438.67,19.2,1.825,0.0,15.9,41.6,1.082,0.0,1.88,8.0,3.201,0.0,2.05,20.8,1.0,0.0,6.65
1729951438.77,20.8,1.88,0.0,20.1,38.4,1.167,0.0,5.01,8.0,3.446,0.0,1.69,19.2,1.037,0.0,9.32
1729951438.87,19.2,2.055,0.0,23.0,41.6,1.149,0.0,7.28,8.0,3.595,0.0,2.74,20.8,1.009,0.0,10.9
1729951438.97,20.8,2.127,0.0,22.7,38.4,1.433,0.0,6.4,8.0,3.69,0.0,2.13,19.2,0.972,0.0,0.932
1729951439.07,20.8,2.042,0.0,18.1,41.6,1.082,0.0,5.06,8.0,3.781,0.0,2.7,20.8,1.024,0.0,0.831
1729951439.17,19.2,1.893,0.0,10.3,40.0,1.11,0.0,3.27,8.0,3.512,0.0,6.78,19.2,1.099,0.0,2.69
1729951439.27,19.2,1.559,0.0,5.4,40.0,1.109,0.0,2.97,7.99,3.193,0.0,1.71,20.8,0.878,0.0,2.81
1729951439.37,20.8,1.535,0.0,8.49,40.0,1.013,0.0,2.08,8.0,3.007,0.0,3.68,19.2,0.838,0.0,4.57
1729951439.47,20.8,1.744,0.0,6.26,40.0,1.184,0.0,3.39,8.0,2.938,0.0,1.96,19.2,0.969,0.0,3.45
1729951439.57,19.2,1.608,0.0,8.59,40.0,1.051,0.0,2.5,8.0,3.018,0.0,2.43,20.8,1.024,0.0,5.18
1729951439.67,20.8,1.399,0.0,7.5,40.0,1.512,0.0,3.22,8.0,3.016,0.0,3.74,20.8,1.23,0.0,5.27
1729951439.77,20.8,1.451,0.0,7.68,40.0,1.277,0.0,3.32,8.0,3.119,0.0,2.15,19.2,1.128,0.0,3.78
1729951439.87,19.2,1.614,0.0,8.77,40.0,1.344,0.0,4.54,8.0,3.17,0.0,3.44,19.2,0.939,0.0,4.99
1729951439.97,20.8,1.366,0.0,5.97,40.0,1.087,0.0,3.09,8.0,3.322,0.0,1.94,20.8,1.016,0.0,3.57
1729951440.07,19.2,1.58,0.0,7.94,40.0,1.058,0.0,2.74,8.0,2.749,0.0,3.64,20.8,1.033,0.0,5.17
1729951440.17,20.8,1.276,0.0,3.88,40.0,1.181,0.0,3.74,8.0,2.464,0.0,3.08,19.2,0.947,0.0,2.98
1729951440.27,19.2,1.269,0.0,5.8,40.0,1.012,0.0,5.44,8.0,2.3,0.0,2.05,19.2,0.779,0.0,3.36
1729951440.37,20.8,1.317,0.0,5.35,36.8,1.342,0.0,8.47,8.0,2.218,0.0,3.06,20.8,0.753,0.0,3.1
1729951440.47,19.2,1.475,0.0,4.85,41.6,1.213,0.0,11.5,8.0,2.119,0.0,1.93,19.2,0.963,0.0,2.33
1729951440.57,20.8,1.453,0.0,7.84,40.0,1.678,0.0,8.61,7.99,2.124,0.0,3.18,20.8,1.126,0.0,2.51
1729951440.67,19.2,1.394,0.0,6.14,38.4,1.424,0.0,9.77,8.01,2.288,0.0,2.05,19.2,1.063,0.0,1.07
1729951440.77,20.8,1.821,0.0,7.26,38.4,1.691,0.0,11.4,8.0,2.866,0.0,4.43,19.2,0.869,0.0,2.28
1729951440.87,19.2,1.659,0.0,5.74,41.6,1.429,0.0,14.55,8.0,2.733,0.0,8.14,20.8,1.002,0.0,0.703
1729951440.97,20.8,1.914,0.0,5.95,40.1,0.962,0.0,17.7,7.99,3.137,0.0,4.35,19.2,0.952,0.0,2.51
1729951441.07,19.2,1.565,0.0,6.96,39.9,1.035,0.0,13.3,8.0,3.118,0.0,8.69,20.8,0.975,0.0,2.96
1729951441.17,20.8,1.651,0.0,5.04,41.6,1.0,0.0,15.7,8.0,3.261,0.0,7.43,20.8,1.001,0.0,2.41
1729951441.27,19.2,1.706,0.0,6.53,40.0,1.05,0.0,15.3,6.4,3.33,0.0,6.17,19.2,1.023,0.0,3.82
1729951441.37,20.8,1.704,0.0,3.91,40.0,0.872,0.0,12.51,8.0,3.477,0.0,7.49,20.8,0.948,0.0,2.19
1729951441.47,19.2,1.902,0.0,7.25,41.6,0.898,0.0,9.72,7.99,3.718,0.0,6.57,20.8,0.836,0.0,3.41
1729951441.57,20.8,1.599,0.0,4.6,38.4,1.181,0.0,2.55,8.0,4.024,0.0,10.2,19.2,1.062,0.0,1.85
1729951441.67,19.2,1.52,0.0,5.64,40.0,0.954,0.0,3.64,8.0,3.65,0.0,8.1,20.8,0.991,0.0,2.21
1729951441.77,20.8,1.673,0.0,4.8,41.6,0.94,0.0,2.79,8.0,3.227,0.0,7.78,19.2,0.966,0.0,3.03
1729951441.87,19.2,1.716,0.0,4.51,40.0,0.93,0.0,2.697,8.0,2.985,0.0,9.94,20.8,0.883,0.0,1.57
1729951441.97,20.8,1.906,0.0,5.69,40.0,0.944,0.0,2.603,8.0,2.917,0.0,10.3,19.2,0.852,0.0,2.13
1729951442.07,20.8,1.672,0.0,6.29,40.0,1.032,0.0,2.51,8.01,2.472,0.0,10.5,20.8,0.981,0.0,1.22
1729951442.17,19.2,1.723,0.0,7.16,40.0,0.93,0.0,2.0,7.99,2.673,0.0,12.9,19.2,1.105,0.0,2.21
1729951442.27,20.8,1.8,0.0,8.58,40.0,1.275,0.0,3.46,8.0,2.677,0.0,16.0,19.2,1.136,0.0,2.11
1729951442.37,19.2,2.118,0.0,4.49,40.0,1.116,0.0,1.69,8.0,3.001,0.0,1.86,20.8,1.036,0.0,1.47
1729951442.47,20.8,1.928,0.0,6.97,40.0,1.186,0.0,2.16,8.0,2.802,0.0,3.16,20.8,1.049,0.0,0.741
1729951442.57,19.2,1.732,0.0,5.78,40.0,1.091,0.0,5.59,9.6,2.415,0.0,1.99,19.2,1.161,0.0,3.07
1729951442.67,20.8,1.695,0.0,6.2,40.0,1.054,0.0,2.17,6.4,2.278,0.0,2.41,20.8,1.186,0.0,3.25
1729951442.77,19.2,1.839,0.0,7.18,38.4,1.102,0.0,2.63,9.6,1.88,0.0,2.15,19.2,1.156,0.0,3.12
1729951442.87,20.8,2.051,0.0,4.44,41.6,1.182,0.0,1.6,6.41,1.989,0.0,2.04,20.8,1.049,0.0,2.19
1729951442.97,19.2,1.875,0.0,9.36,40.0,1.247,0.0,2.88,9.6,2.293,0.0,3.24,19.2,0.979,0.0,2.64
1729951443.07,20.8,1.77,0.0,4.28,40.0,1.154,0.0,8.01,6.4,2.679,0.0,1.69,19.2,1.113,0.0,2.05
1729951443.17,19.2,1.896,0.0,6.47,40.0,1.274,0.0,2.17,8.0,3.027,0.0,3.54,20.8,1.25,0.0,2.33
1729951443.27,20.8,2.105,0.0,5.91,38.4,1.306,0.0,3.13,8.0,3.269,0.0,2.25,19.2,1.185,0.0,1.41
1729951443.37,19.2,2.111,0.0,6.13,41.6,1.295,0.0,1.73,9.59,3.599,0.0,2.67,20.8,1.156,0.0,1.51
1729951443.47,20.8,1.958,0.0,7.9,40.0,1.378,0.0,5.85,8.0,3.251,0.0,2.92,19.2,1.049,0.0,1.68
1729951443.57,19.2,1.637,0.0,4.73,38.4,1.327,0.0,2.53,8.0,2.875,0.0,1.87,20.8,0.966,0.0,2.05
1729951443.67,19.2,1.383,0.0,6.57,38.4,1.332,0.0,1.75,8.0,2.63,0.0,2.88,19.2,1.263,0.0,2.55
1729951443.77,19.2,1.497,0.0,6.09,41.6,1.44,0.0,3.61,8.0,2.298,0.0,2.16,20.8,1.214,0.0,1.38
1729951443.87,20.8,1.531,0.0,4.61,40.0,1.535,0.0,2.51,7.99,2.254,0.0,1.98,19.2,1.166,0.0,2.0
1729951443.97,20.8,1.577,0.0,6.83,38.4,1.211,0.0,3.56,8.01,2.324,0.0,2.61,20.8,1.007,0.0,1.68
1729951444.07,20.8,1.539,0.0,9.45,40.0,1.292,0.0,3.72,6.4,2.588,0.0,2.01,19.2,1.202,0.0,3.38
1729951444.17,19.2,1.349,0.0,10.8,40.0,1.225,0.0,2.62,8.0,2.624,0.0,3.07,20.8,1.341,0.0,3.66
1729951444.27,20.8,1.357,0.0,11.7,40.0,1.18,0.0,5.45,8.0,2.916,0.0,2.15,19.2,1.304,0.0,3.73
1729951444.37,19.2,1.502,0.0,14.1,38.4,1.386,0.0,3.22,8.0,3.327,0.0,3.2,19.2,1.153,0.0,4.99
1729951444.47,20.8,1.365,0.0,16.3,40.0,1.122,0.0,4.3,8.0,3.513,0.0,1.88,20.8,1.008,0.0,6.89
1729951444.57,19.2,1.378,0.0,17.8,40.0,1.162,0.0,3.83,6.39,3.555,0.0,1.995,19.2,1.219,0.0,6.61
1729951444.67,20.8,1.529,0.0,18.0,40.0,1.246,0.0,3.28,8.01,3.46,0.0,2.11,20.7,1.093,0.0,6.47
1729951444.77,19.2,1.745,0.0,20.6,40.0,1.35,0.0,5.19,7.99,3.714,0.0,1.78,19.3,1.152,0.0,8.98
1729951444.87,20.8,1.773,0.0,23.6,40.0,1.531,0.0,8.33,7.99,4.122,0.0,3.35,20.8,1.208,0.0,10.8
1729951444.97,19.2,1.955,0.0,25.4,40.0,1.355,0.0,11.6,8.01,4.397,0.0,2.22,19.2,0.928,0.0,11.7
1729951445.07,20.8,1.697,0.0,10.7,40.0,1.207,0.0,8.7,8.0,4.269,0.0,2.12,20.8,1.17,0.0,2.63
1729951445.17,19.2,1.681,0.0,11.0,40.0,0.909,0.0,3.39,8.0,3.883,0.0,2.02,19.2,0.888,0.0,3.69
1729951445.27,20.8,1.681,0.0,5.1,40.0,0.856,0.0,4.65,7.99,3.615,0.0,1.75,20.8,0.953,0.0,3.14
1729951445.37,19.2,1.714,0.0,4.28,41.6,1.007,0.0,6.78,8.0,3.294,0.0,2.87,20.8,0.955,0.0,3.44
1729951445.47,20.8,1.771,0.0,3.07,40.0,0.898,0.0,5.27,8.0,3.066,0.0,2.465,19.2,0.872,0.0,2.85
1729951445.57,19.2,1.645,0.0,5.12,40.0,0.982,0.0,2.79,8.0,3.082,0.0,2.06,20.8,0.83,0.0,4.91
1729951445.67,20.8,1.476,0.0,1.72,40.0,0.98,0.0,3.88,8.01,3.118,0.0,5.51,19.2,0.756,0.0,5.21
1729951445.77,19.2,1.567,0.0,4.01,40.0,0.837,0.0,5.52,9.59,3.625,0.0,2.88,20.8,0.879,0.0,4.14
1729951445.87,20.8,1.612,0.0,3.64,40.0,0.931,0.0,4.74,8.0,3.957,0.0,2.15,19.2,0.997,0.0,4.29
1729951445.97,19.2,1.533,0.0,2.33,40.0,0.875,0.0,4.33,8.0,3.805,0.0,3.16,20.8,0.847,0.0,2.42
1729951446.07,20.8,1.363,0.0,4.21,40.0,0.854,0.0,3.53,6.4,3.516,0.0,2.06,19.2,0.735,0.0,3.32
1729951446.17,19.2,1.531,0.0,2.25,41.6,0.84,0.0,3.91,8.0,3.201,0.0,6.89,20.8,0.831,0.0,1.56
1729951446.27,20.8,1.432,0.0,3.59,38.4,0.605,0.0,4.72,8.0,2.956,0.0,2.33,19.2,0.699,0.0,2.72
1729951446.37,19.2,1.578,0.0,1.86,41.6,0.842,0.0,3.21,8.0,2.587,0.0,4.74,20.8,0.71,0.0,2.55
1729951446.47,20.8,1.789,0.0,2.88,38.4,0.724,0.0,4.64,8.0,2.389,0.0,3.9,19.2,0.718,0.0,2.09
1729951446.57,19.2,1.775,0.0,3.51,41.6,0.888,0.0,5.58,7.99,2.319,0.0,2.06,20.8,0.726,0.0,1.85
1729951446.67,20.8,1.505,0.0,2.21,40.0,0.864,0.0,6.66,8.0,2.505,0.0,5.89,19.2,0.862,0.0,2.12
1729951446.77,19.2,1.609,0.0,6.0,40.0,0.97,0.0,7.41,9.61,2.698,0.0,2.19,20.8,0.993,0.0,2.18
1729951446.87,20.8,2.018,0.0,3.42,40.0,0.889,0.0,9.48,6.38,2.56,0.0,7.26,19.2,1.018,0.0,1.32
1729951446.97,19.2,2.031,0.0,4.18,40.0,0.785,0.0,8.97,9.62,2.782,0.0,3.35,20.8,0.915,0.0,1.54
1729951447.07,20.8,1.95,0.0,4.64,40.0,0.88,0.0,12.9,8.0,3.17,0.0,6.43,20.8,0.967,0.0,1.46
1729951447.17,19.2,2.377,0.0,3.49,40.0,0.846,0.0,14.4,6.4,3.377,0.0,9.32,19.2,1.052,0.0,1.35
1729951447.27,20.8,2.308,0.0,5.09,40.0,1.091,0.0,12.7,9.6,3.517,0.0,6.09,20.8,1.212,0.0,2.05
1729951447.37,19.2,2.419,0.0,3.64,40.0,1.003,0.0,16.0,8.01,3.74,0.0,11.3,19.2,1.18,0.0,1.51
1729951447.47,19.2,2.49,0.0,6.56,40.0,0.949,0.0,13.7,6.4,3.903,0.0,9.15,20.8,1.037,0.0,2.46
1729951447.57,20.8,2.242,0.0,3.55,41.6,1.039,0.0,1.94,9.6,4.416,0.0,9.3,19.2,1.219,0.0,1.24
1729951447.67,19.2,2.528,0.0,3.5,40.0,0.884,0.0,3.75,6.4,4.537,0.0,14.3,20.8,1.214,0.0,1.66
1729951447.77,20.8,2.08,0.0,6.6,40.0,1.302,0.0,2.99,9.61,4.398,0.0,8.91,19.2,1.54,0.0,1.6
1729951447.87,19.2,2.081,0.0,2.88,40.0,1.042,0.0,3.0,6.39,3.899,0.0,13.9,20.8,1.226,0.0,1.28
1729951447.97,19.2,1.933,0.0,6.91,40.0,0.861,0.0,2.74,8.0,3.689,0.0,11.3,19.2,1.131,0.0,1.72
1729951448.07,20.8,1.869,0.0,4.01,40.0,0.992,0.0,2.46,8.0,3.576,0.0,12.8,20.8,0.953,0.0,1.43
1729951448.17,20.8,2.38,0.0,5.02,40.0,0.985,0.0,3.64,8.0,3.679,0.0,14.0,19.2,1.176,0.0,1.93
1729951448.27,20.8,1.921,0.0,14.9,40.0,1.301,0.0,2.59,8.0,3.734,0.0,10.6,20.8,1.337,0.0,6.38
1729951448.37,19.2,1.849,0.0,3.32,40.0,1.218,0.0,4.01,8.0,3.888,0.0,2.27,19.2,1.375,0.0,2.15
1729951448.47,20.8,1.962,0.0,4.87,40.0,1.159,0.0,4.62,8.0,3.988,0.0,1.72,20.8,1.173,0.0,2.58
1729951448.57,19.2,1.94,0.0,2.81,40.0,1.3,0.0,3.52,7.99,3.27,0.0,2.66,19.2,1.325,0.0,1.7
1729951448.67,20.8,2.078,0.0,3.05,40.0,1.118,0.0,6.14,8.0,2.644,0.0,1.69,20.8,1.346,0.0,3.62
1729951448.77,19.2,1.807,0.0,4.54,40.0,1.524,0.0,2.84,8.0,2.57,0.0,2.78,19.2,1.524,0.0,4.17
1729951448.87,20.8,1.595,0.0,3.35,40.0,1.346,0.0,5.71,8.0,2.466,0.0,2.43,19.2,1.312,0.0,2.96
1729951448.97,19.2,1.695,0.0,3.07,40.0,1.394,0.0,2.61,8.0,2.692,0.0,2.23,20.8,1.282,0.0,2.98
1729951449.07,20.8,1.803,0.0,2.87,40.0,1.53,0.0,3.17,8.0,2.74,0.0,3.24,19.2,1.201,0.0,1.28
1729951449.17,19.2,2.111,0.0,6.6,38.4,1.273,0.0,7.13,8.01,3.119,0.0,2.73,20.8,1.377,0.0,3.46
1729951449.27,20.8,1.689,0.0,2.81,40.0,1.561,0.0,2.88,8.0,3.755,0.0,3.55,19.2,1.512,0.0,1.45
1729951449.37,19.2,1.632,0.0,3.64,38.4,1.22,0.0,7.93,8.0,3.254,0.0,2.68,20.8,1.336,0.0,1.83
1729951449.47,20.8,1.833,0.0,4.67,40.0,1.094,0.0,1.77,8.0,2.85,0.0,2.58,19.2,1.027,0.0,1.93
1729951449.57,19.2,1.873,0.0,4.07,40.0,0.864,0.0,2.3,8.0,2.701,0.0,3.44,20.8,0.974,0.0,0.961
1729951449.67,20.8,2.041,0.0,8.58,41.6,0.764,0.0,5.36,7.99,2.47,0.0,1.9,19.2,0.785,0.0,2.58
1729951449.77,19.2,1.807,0.0,3.91,40.0,0.923,0.0,2.49,8.0,2.716,0.0,3.02,20.8,1.165,0.0,1.38
1729951449.87,20.8,1.761,0.0,5.38,41.6,0.649,0.0,5.51,7.99,2.583,0.0,1.85,20.8,0.973,0.0,2.17
1729951449.97,19.2,1.901,0.0,9.35,40.0,0.79,0.0,2.07,8.01,2.694,0.0,2.15,19.2,0.949,0.0,2.9
1729951450.07,20.8,2.034,0.0,12.2,40.0,0.779,0.0,5.3,8.0,3.068,0.0,2.22,20.8,0.901,0.0,6.0
1729951450.17,19.2,1.949,0.0,21.3,40.0,0.796,0.0,2.27,8.0,3.128,0.0,2.01,19.2,0.905,0.0,9.1
1729951450.27,20.8,1.762,0.0,16.9,40.0,0.988,0.0,2.51,8.01,3.132,0.0,2.32,20.8,1.109,0.0,7.26
1729951450.37,19.2,1.81,0.0,14.0,40.0,0.774,0.0,6.71,8.0,3.07,0.0,1.93,19.2,1.064,0.0,5.9
1729951450.47,20.8,1.843,0.0,16.6,40.0,0.822,0.0,1.73,7.99,3.265,0.0,3.42,20.8,0.927,0.0,6.73
1729951450.57,19.2,1.9,0.0,19.45,40.0,0.79,0.0,3.72,8.0,3.44,0.0,2.1,19.2,0.913,0.0,7.99
1729951450.67,20.8,2.174,0.0,22.3,40.0,0.87,0.0,2.01,8.0,3.519,0.0,2.37,20.8,0.98,0.0,9.25
1729951450.77,19.2,2.239,0.0,17.15,40.0,0.936,0.0,5.41,8.0,3.689,0.0,2.03,19.2,1.04,0.0,10.4
1729951450.87,19.2,1.933,0.0,12.0,40.0,0.879,0.0,2.87,8.0,3.699,0.0,1.83,20.8,0.942,0.0,0.721
1729951450.97,20.8,2.247,0.0,1.81,40.0,1.05,0.0,2.24,8.01,4.04,0.0,2.92,19.2,1.01,0.0,3.746
1729951451.07,20.8,2.031,0.0,3.64,40.0,0.958,0.0,7.72,7.99,3.941,0.0,2.8,20.8,1.106,0.0,6.77
1729951451.17,19.2,1.894,0.0,2.91,40.0,0.842,0.0,2.35,8.01,3.683,0.0,3.07,19.2,0.913,0.0,2.68
1729951451.27,20.8,1.83,0.0,6.12,40.0,0.851,0.0,3.28,8.0,3.297,0.0,2.1,20.8,0.949,0.0,4.8
1729951451.37,19.2,1.563,0.0,5.33,40.0,0.795,0.0,3.88,8.0,2.983,0.0,2.32,19.2,0.925,0.0,4.78
1729951451.47,20.8,1.833,0.0,2.29,40.0,0.881,0.0,3.1,7.98,2.863,0.0,1.92,20.8,0.881,0.0,5.8
1729951451.57,19.2,1.627,0.0,5.67,40.0,0.858,0.0,4.54,8.02,2.796,0.0,1.72,19.2,0.829,0.0,6.21
1729951451.67,20.8,1.848,0.0,4.48,40.0,0.818,0.0,2.66,9.61,2.593,0.0,2.82,20.8,0.718,0.0,5.21
1729951451.77,19.2,1.662,0.0,3.2,40.0,0.87,0.0,3.78,8.0,2.74,0.0,1.96,19.2,0.916,0.0,6.61
1729951451.87,19.2,1.264,0.0,3.17,40.0,0.802,0.0,3.46,8.0,2.749,0.0,3.05,19.2,0.909,0.0,6.14
1729951451.97,20.8,1.594,0.0,2.26,40.0,0.915,0.0,2.17,8.0,2.736,0.0,2.12,20.8,0.976,0.0,5.45
1729951452.07,19.2,1.496,0.0,2.69,40.0,0.988,0.0,5.09,7.99,2.44,0.0,2.56,19.2,0.82,0.0,4.71
1729951452.17,19.2,1.44,0.0,1.83,40.0,0.97,0.0,2.16,6.4,2.362,0.0,2.36,20.8,0.92,0.0,4.77
1729951452.27,20.8,1.417,0.0,6.52,40.0,1.045,0.0,6.13,9.61,2.151,0.0,1.96,20.8,0.991,0.0,6.01
1729951452.37,20.8,1.651,0.0,2.03,40.0,1.023,0.0,2.17,7.99,2.045,0.0,3.13,19.2,0.986,0.0,4.94
1729951452.47,19.2,1.661,0.0,1.87,40.0,1.235,0.0,4.05,8.0,1.98,0.0,1.77,20.8,1.066,0.0,5.33
